solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,reasoning,_task_id,_model,_provider,_extracted_at,num_files_modified,num_hunks,num_lines_changed,log_lines_changed
2,4,3,4,3,3,4,1,3,"The fix requires understanding Kerberos authentication, subprocess handling on different platforms (especially macOS TTY behavior), and the key insight that `start_new_session=True` with `setsid()` avoids TTY inheritance issues. The solution removes the pexpect dependency and simplifies to pure subprocess, but requires knowledge of why the original code had platform-specific issues with file descriptors and select(). The expected behavior section provides clear guidance on error handling patterns.",ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:32.684675,2,6,96,1.9867717342662448
2,4,4,4,4,4,3,0,3,"This task requires deep knowledge of Qt/Chromium locale handling internals and understanding how QtWebEngine resolves .pak files. The solution involves implementing complex locale fallback logic based on Chromium's l10n_util behavior, handling many special cases (English variants, Spanish regional, Chinese variants, Portuguese). The fix spans multiple files including config, documentation, and argument processing, requiring integration with the existing Qt arguments system.",qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:13.605488,4,7,102,2.012837224705172
2,3,3,3,3,2,2,1,3,"The task requires implementing a caching mechanism for API calls, which is a well-known pattern (memoization/caching). However, the solution requires modifications across multiple files (report.go and wordpress.go), understanding how the WordPress vulnerability scanning flows through the codebase, and properly threading the cache map through function calls. The problem statement hints at needing a 'helper function that looks for the cache' which points toward the solution approach.",future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:11.660354,2,7,68,1.8388490907372552
2,4,4,4,4,3,3,1,4,"This task requires significant architectural refactoring to consolidate multiple request classes into a unified SolrUpdateState dataclass and create dedicated updater classes (EditionSolrUpdater, WorkSolrUpdater, AuthorSolrUpdater) with inheritance. The solution demands deep understanding of the existing Solr update pipeline, async patterns, and how editions/works/authors interact. While the problem statement clearly describes the expected outcome (unified state class, dedicated updaters), implementing it requires careful restructuring of ~200 lines of code across multiple interconnected functions.",internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:08.926321,2,9,483,2.6848453616444123
1,2,3,3,3,2,2,1,3,"The problem statement is vague about the actual bugs - it describes expected behavior but not the specific code issues. The gold patch reveals this is primarily a refactoring task: renaming public methods to private (adding underscore prefix), consolidating two public methods into one, and updating a template to use the new API. The solution requires understanding the codebase structure and how templates interact with the Python class, but follows standard refactoring patterns.",internetarchive__openlibrary-3aeec6afed9198d734b7ee1293f03ca94ff970e1,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:58.678368,2,5,104,2.0211892990699383
2,4,4,4,3,3,3,1,4,"The task requires adding a preview mode across multiple import endpoints, which involves threading a 'save' parameter through several functions and conditionally skipping persistence operations. The solution requires deep understanding of the book import pipeline (load_data, load, author processing, cover handling) and how different components interact. While the pattern of adding a preview/dry-run mode is standard, implementing it requires modifying multiple interconnected functions across different files and generating placeholder keys when not saving.",internetarchive__openlibrary-d40ec88713dc95ea791b252f92d2f7b75e107440,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:40.991244,3,29,226,2.3560258571931225
1,4,3,3,3,2,3,1,3,"The problem clearly describes the issue (HTTP 200 returned instead of 500 on errors), but the solution requires understanding Node.js/Express error handling patterns and modifying multiple files across frontend and backend. The fix involves changing validation functions from returning boolean with inline response to throwing errors that propagate through middleware, plus updating the client-side error handling to parse different error formats. This requires understanding the existing upload flow and error propagation patterns in the codebase.",NodeBB__NodeBB-8ca65b0c78c67c1653487c02d1135e1b702185e1,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:08.404780,3,9,109,2.041392685158225
1,3,3,4,3,3,2,0,4,"This task requires understanding qutebrowser's config type system to create a new StatusbarWidget type that extends String validation to allow 'text:' prefixed values. The solution involves changes across multiple files (configtypes.py, configdata.yml, bar.py, documentation) and requires knowledge of the existing type hierarchy and statusbar widget rendering. While the problem hints at needing custom text support, it doesn't describe the implementation approach.",qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:55.498539,4,8,55,1.7481880270062005
2,3,4,4,3,3,3,0,4,"The solution requires creating a new database query method and significantly refactoring the ISBN import logic across multiple files. It involves understanding the OpenLibrary import pipeline, database schema, and the interaction between import items and edition creation. The problem hints at checking staged records with prefixes, but implementing the actual parsing and loading logic requires deep knowledge of the codebase's import mechanisms.",internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:43.244373,2,8,119,2.0791812460476247
2,4,4,4,4,3,3,0,5,"This task requires adding annotations to list seeds across multiple layers - the data model, templates, and API endpoints. The solution involves creating new TypedDict types, modifying the Seed class with new factory methods (from_db, from_json, to_db, to_json), updating templates to handle the new notes field, and ensuring backward compatibility with existing seed formats. The integration is pervasive, touching model layer, templates, CSS, and multiple view files, requiring deep understanding of the OpenLibrary codebase architecture.",internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:22.891686,10,32,629,2.7993405494535817
2,3,3,3,3,2,2,1,3,"The task requires adding validation functions, date formatting, and a new endpoint handler. The problem statement clearly describes what needs to be validated (event identifier, date components) and normalized (date strings with zero-padding). The solution involves multiple file changes with moderate integration into existing web framework patterns (delegate.page), requiring understanding of the project's database access patterns and web routing conventions.",internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:51.216436,2,4,97,1.9912260756924949
0,2,4,4,3,3,3,0,4,"The problem statement describes UI issues with notifications and category selectors, but the gold patch reveals the actual fix is a database-level change to handle empty field arrays in deleteObjectField. The patch spans multiple files across different subsystems (database, frontend JS, templates, routes) with no clear connection to the described problem. The test that must pass relates to database hash operations, requiring deep understanding of the database abstraction layer.",NodeBB__NodeBB-eb49a64974ca844bca061744fb3383f5d13b02ad,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:54.195416,14,19,165,2.220108088040055
2,4,3,4,3,3,3,1,4,"This task requires adding a new Kubernetes authentication method following the existing pattern of Token and OIDC methods. The solution involves understanding Flipt's authentication configuration architecture, adding new config structs, modifying method registration, and updating protobuf definitions. While the pattern exists for other auth methods to follow, deep knowledge of Flipt's internal config system and the authentication method interface is required.",flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:41.107046,5,14,368,2.56702636615906
2,4,3,4,2,3,2,1,3,"The problem statement clearly describes the need for a multipart_encoding option and even shows the proposed syntax. However, implementation requires knowledge of Python's email.encoders module and Ansible's module_utils structure. The solution involves adding a new parameter, creating a helper function, and modifying the MIMEApplication call across multiple files, making it moderately complex but following a standard pattern of adding configurable options.",ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:59.753401,3,7,26,1.4313637641589874
2,3,3,3,3,2,2,1,3,"The task requires extracting an embedded function into a class method for testability - a common refactoring pattern. The solution involves understanding the existing code structure in RoleMixin, preserving the logic while changing how results are returned (from modifying a shared dict to returning values), and updating call sites. Domain knowledge of Ansible's CLI documentation system is needed to understand the role/collection handling.",ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:51.871749,2,3,59,1.7781512503836436
2,4,3,4,3,2,2,1,3,"The problem clearly describes the issue and hints at needing a read-only implementation for database storage. The solution requires creating a decorator/wrapper pattern (unmodifiable store) that implements the storage interface by returning errors for all write operations, then integrating it into the GRPC server initialization. This requires understanding the storage interface and the codebase's architecture, but follows a standard decorator pattern.",flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:51.551347,2,3,132,2.123851640967086
1,3,4,4,4,3,3,0,4,"This task requires deep understanding of SCP protocol semantics and the existing path resolution logic in the codebase. The fix involves multiple interdependent changes across path handling functions, state management, and directory/file distinction logic. The solution requires reasoning about edge cases in file system operations and how the sink-side path resolution should behave differently for existing vs non-existing directories.",gravitational__teleport-007235446f85b1cbaef92664c3b3867517250f21,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:44.970421,2,7,33,1.5314789170422551
2,4,4,5,3,3,3,0,4,"This task requires deep knowledge of QtWebEngine/Chromium dark mode internals, including specific version-dependent chromium switches and their values. The solution involves adding a new Qt variant (qt_66), creating new mappings for image classifiers that can return None to suppress switches, modifying the settings plumbing to handle None values, and updating multiple files (code, config, docs). The problem statement hints at the approach (expose as new value of existing setting) but doesn't provide implementation details.",qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:31.639451,4,12,59,1.7781512503836436
1,4,3,3,3,2,2,1,3,"The task requires refactoring the from_isbn() method to properly distinguish between ISBN and ASIN identifiers by extracting helper methods and fixing the validation logic. While the problem is clearly described, the solution requires understanding the existing code structure, ISBN/ASIN formats, and making coordinated changes across multiple files. The test cases are well-defined parametrized tests that make verification straightforward.",internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:50.512110,3,5,88,1.9493900066449128
2,4,3,4,3,3,3,0,4,"The task requires deep understanding of Open Library's internal language handling utilities (convert_iso_to_marc, get_abbrev_from_full_lang_name, get_languages, uniq) and their error handling patterns. The solution involves integrating multiple existing helper functions in a specific order with proper error handling, requiring knowledge of the library's language normalization architecture. While the problem is clearly described with expected behavior, finding the right internal utilities to use is non-trivial.",internetarchive__openlibrary-7f7e53aa4cf74a4f8549a5bcd4810c527e2f6d7e,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:10.357667,1,2,49,1.6989700043360187
2,4,4,4,4,3,4,0,4,"This task requires implementing a polling mechanism with subscription support, stop conditions, and proper cleanup across multiple React components. It demands deep understanding of React hooks, event management patterns, and async/await flow control with promises. The solution involves coordinating multiple files, adding new props for callbacks, and implementing complex promise racing logic with refs for state management.",protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:55.985141,6,18,129,2.113943352306837
2,4,2,2,2,1,2,1,2,"The problem clearly describes the issue (attribute vs dictionary access) and hints at the solution approach. The fix involves straightforward conversion from attribute-style access (entry.id) to dictionary-style access (entry['id']) throughout the function, plus some field name changes (language to dcterms_language, dc_issued to published). This is a common pattern when dealing with API/data format changes, requiring only basic Python knowledge and simple mechanical changes.",internetarchive__openlibrary-798055d1a19b8fa0983153b709f460be97e33064,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:42.246308,1,2,36,1.568201724066995
2,4,2,3,2,2,2,1,3,"This is a straightforward refactoring task that splits one method with a source parameter into three separate methods (from_pyqt_importlib, from_pyqt, from_qt). The problem description clearly outlines the expected separation of concerns. The main challenge is understanding the PyQtWebEngine version detection context and ensuring all call sites are updated correctly, but the pattern of splitting methods by responsibility is standard.",qutebrowser__qutebrowser-44e64199ed38003253f0296badd4a447645067b6,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:12.343817,1,2,49,1.6989700043360187
2,4,3,4,3,3,3,0,4,"The fix requires understanding the artwork retrieval system across multiple files (Go backend and JavaScript frontend), implementing a fallback chain for media file cover art extraction, and properly integrating with existing model and data store patterns. The problem statement clearly describes the expected behavior including fallback logic and image preference, but implementing it requires deep knowledge of the codebase's artwork handling architecture and the ArtworkID model system.",navidrome__navidrome-87d4db7638b37eeb754b217440ab7a372f669205,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:32.836896,3,5,59,1.7781512503836436
2,4,4,4,3,3,3,0,4,"This task requires deep knowledge of the Trivy scanner integration, vuls scanner result models, and the detection pipeline. The solution involves significant refactoring of the parser logic to extract OS metadata from a different location (report.Metadata.OS instead of iterating results), plus adding new detection logic (isPkgCvesDetactable function) and modifying detection flow. Multiple files across parser, detector, and utility modules need coordinated changes, requiring understanding of how scan results flow through the system.",future-architect__vuls-fd18df1dd4e4360f8932bc4b894bd8b40d654e7c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:16.962286,5,11,144,2.161368002234975
1,3,4,4,4,3,4,0,4,"The fix requires removing an entire matching function (find_exact_match), consolidating matching logic, and modifying how authors are retrieved across multiple files. It demands deep understanding of the OpenLibrary catalog import system's matching algorithms and how edition/work/author relationships work. The solution involves subtle changes to threshold-based matching logic and proper handling of redirects, requiring understanding of multiple interconnected subsystems.",internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:24.882247,3,10,106,2.0293837776852097
1,3,4,4,4,3,4,0,4,"The fix requires deep understanding of Teleport's internal architecture including heartbeat mechanisms, state management, and event broadcasting across multiple components (Auth, SSH, Proxy). The solution involves refactoring from a simple atomic state to a per-component state tracking system with complex state aggregation logic, and requires adding heartbeat callbacks across multiple service initialization paths. The problem statement only hints that readiness updates are tied to certificate rotation without revealing the solution involves heartbeat-based callbacks.",gravitational__teleport-ba6c4a135412c4296dd5551bd94042f0dc024504,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:06.599267,5,16,169,2.230448921378274
1,3,4,4,3,3,4,0,4,"This task requires deep understanding of the OCI storage backend architecture, configuration schema (CUE and JSON), and how the storage system integrates with the GRPC server. The fix spans multiple files including schema definitions, configuration parsing, storage initialization, and integration tests. The developer needs knowledge of OCI registries, Go configuration patterns, and the Flipt-specific storage abstraction layer.",flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:23.692549,9,23,188,2.2764618041732443
1,4,4,4,4,3,4,0,5,"This task requires implementing selective event delivery across a distributed SSE (Server-Sent Events) broker system, involving changes across 11 files spanning Go backend and JavaScript frontend. The solution requires deep understanding of the event broker architecture, HTTP middleware patterns, context propagation, and client identification via unique IDs stored in cookies. The integration is highly pervasive, touching constants, request context, scanner, event system, middlewares, server routing, Subsonic API controllers, and UI data provider.",navidrome__navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:02.891224,10,28,174,2.2430380486862944
2,4,3,4,3,2,3,1,4,"This task requires adding environment variable support for a custom home directory path across multiple components of the tsh CLI tool. The solution involves threading a new HomePath field through CLIConf, Config structs, and updating ~15 call sites that use Status/StatusCurrent functions. While the pattern of adding environment variable configuration is standard, it requires deep understanding of the teleport client architecture and how profiles/keys are stored and accessed throughout the codebase.",gravitational__teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:46.269227,3,25,62,1.7993405494535817
2,4,3,2,3,2,2,1,3,"The problem clearly describes that Check should reject duplicates/unknowns and Equals should properly compare sets. The solution requires implementing set-based comparison and duplicate detection using maps - a standard pattern. The complexity comes from needing to modify multiple related functions (NewRoles, ParseRoles, Check, Equals) and understanding how they interact, but the core logic is straightforward set operations.",gravitational__teleport-0cb341c926713bdfcbb490c69659a9b101df99eb,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:14.467198,1,3,41,1.6232492903979006
2,4,4,4,4,3,3,0,4,"The task requires deep understanding of ansible-galaxy's CLI architecture and how roles/collections are handled separately. The solution involves significant refactoring of the execute_install method, splitting it into separate methods, adding detection logic for implicit role mode, and coordinating installation of both types with proper user feedback. The fix touches multiple interconnected components including argument parsing, requirements file handling, and the installation workflow.",ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:49.161698,3,12,182,2.2624510897304293
2,4,3,3,3,2,2,1,3,"The problem clearly describes that invalid metadata values (placeholder authors and dates) should be stripped during validation. The solution requires understanding Pydantic validation patterns and adding root_validators to filter bad data before validation. The fix spans two files with moderate integration - adding constants to one module and importing them in the validator, plus implementing pre-validation filtering using Pydantic's root_validator pattern.",internetarchive__openlibrary-f3b26c2c0721f8713353fe4b341230332e30008d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:58.782846,2,5,51,1.7160033436347992
3,4,3,3,2,2,2,1,3,"The task is a refactoring exercise to move Qt-specific logging code from log.py to a new qtlog.py module. The problem statement clearly describes what needs to be moved, and the gold patch shows it's primarily moving code with minimal logic changes. The main complexity is understanding the module dependencies and ensuring the qt logger and _args state are properly relocated while maintaining the same functionality.",qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:41.930409,2,7,314,2.4983105537896004
2,4,3,3,2,2,3,1,3,"The task clearly describes extracting inline cron job logic into a separate testable method - a standard refactoring pattern. The solution requires understanding Node.js/JavaScript async patterns, the cron library, and the existing uploads module structure. The integration involves modifying the cron job to call the new method and ensuring proper return values for testing, but follows a well-known extract-method refactoring pattern.",NodeBB__NodeBB-22368b996ee0e5f11a5189b400b33af3cc8d925a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:46.077163,1,3,51,1.7160033436347992
3,5,2,3,2,1,2,1,3,"The problem statement explicitly details exactly what needs to be done: delete a component file, remove its export, and replace all usages with the consolidated component. The solution is a straightforward refactoring task with simple find-and-replace operations across multiple files. The main complexity comes from understanding React/TypeScript component patterns and the specific accessibility roving tab index implementation, but the changes themselves are mechanical.",element-hq__element-web-8f3c8b35153d2227af45f32e46bd1e15bd60b71f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:41.680457,9,29,116,2.0681858617461617
2,4,4,4,4,3,4,0,4,"This task requires deep understanding of DynamoDB storage patterns, Teleport's audit event system, and migration strategies. The solution involves changing data storage format from JSON strings to native DynamoDB maps, implementing a migration system with locking, modifying multiple event emission paths, and ensuring backward compatibility. The changes span multiple files and require coordinating schema changes with migration logic while maintaining system stability.",gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:14.949313,3,22,246,2.392696953259666
2,4,4,4,3,3,3,0,4,"The fix requires understanding Kubernetes Helm charts, Go backend code, and environment variable handling across multiple files. The solution involves exporting constants (NamespaceEnv, ReleaseNameEnv), creating new Helm templates for delete hooks, and adding a new CLI command. While the problem statement hints at the environment variable issue, the actual fix spans multiple subsystems including Helm templates, backend initialization, and CLI tools.",gravitational__teleport-3a5c1e26394df2cb4fb3f01147fb9979662972c5,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:11.526431,5,10,213,2.330413773349191
2,3,3,4,3,3,3,1,3,"The task requires understanding MARC record format and the Open Library import pipeline. The solution involves adding a role mapping dictionary, extracting the $4 subfield, and propagating role information through the import process across two files. Domain knowledge of MARC 21 relator codes and the library's internal data structures is essential, though the problem statement clearly describes what needs to be mapped.",internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:14.895849,2,6,41,1.6232492903979006
0,4,4,4,4,4,3,0,4,"The bug requires understanding that concurrent stdin reads from multiple goroutines cause data loss, necessitating a new ContextReader abstraction with cancellation support. The solution involves creating a new synchronization primitive (ContextReader) and refactoring multiple call sites across different packages to use it. This requires deep understanding of Go concurrency patterns, the teleport CLI architecture, and how stdin is shared across MFA challenge prompts.",gravitational__teleport-b8fbb2d1e90ffcde88ed5fe9920015c1be075788,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:24.783090,6,16,207,2.3180633349627615
2,3,2,3,2,2,2,1,3,"The problem statement clearly describes the need for immutable containers, which directly hints at using tuples instead of lists and MappingProxyType instead of dicts. The solution requires knowledge of Python's immutability patterns (MappingProxyType, tuples) and understanding how these class-level constants are used across the codebase. The changes span multiple files but follow a consistent, straightforward pattern of replacing mutable containers with immutable equivalents.",internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:46.162593,3,11,75,1.8808135922807911
1,3,3,4,3,3,3,1,3,"The task requires creating a new utility function to recursively remove technical fields from entities, plus integrating it into multiple locations (CalendarModel and CalendarEventViewModel). Understanding the entity structure with nested objects and knowing which fields are 'technical' (_finalEncrypted, _defaultEncrypted, _errors) requires domain knowledge of this codebase. The solution pattern (recursive object property deletion) is standard, but knowing where to apply the fix requires understanding the calendar event cloning workflow.",tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:35.947768,3,4,28,1.462397997898956
1,3,4,4,4,3,3,0,4,"The problem statement mentions the test fails due to GenericStrategy reference being outdated, but doesn't specify what the new base class should be. The gold patch reveals a significant refactoring: renaming GenericStrategy to BaseStrategy, creating new intermediate classes (CommandStrategy, FileStrategy), and reorganizing the entire strategy hierarchy across 15+ distribution-specific classes. This requires deep understanding of the hostname module's architecture and careful refactoring to maintain backward compatibility while fixing the class hierarchy.",ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:07.450807,1,19,233,2.369215857410143
3,5,3,4,2,2,2,1,4,"The problem statement explicitly describes the solution: add an 'exclude_not_found' boolean option to batch evaluation requests. The implementation requires modifying protobuf definitions, generated Go code, and the evaluation logic across multiple files. This requires deep understanding of gRPC/protobuf workflows and the flipt codebase structure, but the actual logic change is straightforward conditional error handling.",flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:31.436705,5,40,1325,3.1225435240687545
2,4,3,3,3,2,2,1,3,"The problem clearly describes the need to separate publisher/place and categorize ISBNs by length, giving a clear direction for the solution. The implementation requires creating two utility functions and integrating them into the existing import pipeline, touching two files with moderate changes. The pattern of parsing and normalizing data is common, but requires understanding the Open Library codebase structure and how IA metadata flows through the import process.",internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:21.370711,2,5,82,1.919078092376074
2,3,3,4,3,3,3,0,4,"The task requires understanding Vuls' vulnerability detection system and how it handles different CVE sources (NVD vs JVN). The fix involves adding a new confidence level for JVN matches and modifying the detection logic to differentiate between version-specific and vendor-product-only matches. Multiple files need coordinated changes including models, detector logic, and dependency updates, requiring deep knowledge of the codebase architecture.",future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:20.249985,6,13,64,1.8129133566428557
1,4,3,3,3,3,4,1,3,"The problem clearly describes a race condition with concurrent topic creation, but doesn't hint at the locking mechanism solution. The fix requires implementing a database-based lock using atomic increment operations, which is a known pattern but requires understanding NodeBB's database abstraction and controller flow. Verification is difficult due to the timing-sensitive nature of concurrent requests.",NodeBB__NodeBB-1ea9481af6125ffd6da0592ed439aa62af0bca11,claude-opus-4-5-20251101,anthropic,2026-01-24T15:49:10.569354,2,3,36,1.568201724066995
1,4,2,4,2,2,3,1,2,"The task requires adding SQL Server support to an existing database connection testing framework by following the established pattern used for PostgreSQL and MySQL. The main challenge is understanding the codebase structure and the SQL Server driver specifics (go-mssqldb), but the solution follows a clear template from existing implementations. Domain knowledge of the Teleport codebase and SQL Server connection handling is required, but the pattern is well-established.",gravitational__teleport-87a593518b6ce94624f6c28516ce38cc30cbea5a,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:39.347516,2,2,80,1.9084850188786495
2,4,3,5,3,4,3,0,3,"This task requires deep knowledge of MARC record formats, including obsolete cataloging practices where multiple language codes are concatenated in a single subfield. The solution involves multiple coordinated changes: adding field '041' to the wanted fields list, updating the language parsing logic to handle concatenated codes, and fixing the integration with the edition reading workflow. The problem statement clearly describes the three bugs and expected behavior, but the actual MARC format knowledge needed is highly specialized.",internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:50.396231,1,5,27,1.4471580313422192
2,4,4,4,4,3,4,0,5,"This is a complex refactoring task involving multiple interconnected changes: renaming config fields for consistency, removing session caching that caused state issues, changing context usage for audit events, and adding session uploader initialization. The fix requires deep understanding of Teleport's Kubernetes proxy architecture, including reverse tunnels, authentication, session recording, and client credential caching. The changes touch many files and require careful coordination between the forwarder, server, and service initialization code.",gravitational__teleport-3fa6904377c006497169945428e8197158667910,claude-opus-4-5-20251101,anthropic,2026-01-24T15:43:53.074233,4,52,434,2.6384892569546374
1,4,3,4,4,3,3,0,4,"This task requires deep understanding of Ansible's plugin architecture, module loading system, and how module_defaults are resolved across action plugins. The fix involves modifying multiple action plugins (gather_facts, package, service) to correctly resolve redirect lists from the module loader context rather than the task's internal redirect list, plus handling ansible.legacy.* prefix edge cases. The solution requires understanding the distinction between FQCN, short names, and legacy aliases in Ansible's module resolution system.",ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:54.009246,5,6,31,1.505149978319906
2,4,3,4,3,3,3,1,3,"The task requires implementing new playlist-membership operators following existing patterns in the criteria engine. It requires understanding the JSON marshaling/unmarshaling system, SQL query building with squirrel, and the existing operator patterns. The problem statement clearly describes what's needed (IN/NOT IN playlist operators with JSON support and SQL translation), and the solution follows established patterns visible in the existing InTheLast/NotInTheLast operators.",navidrome__navidrome-dfa453cc4ab772928686838dc73d0130740f054e,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:54.651665,2,3,52,1.724275869600789
1,3,4,4,4,3,4,0,4,"This task requires deep understanding of the authorization system architecture, including OPA/Rego policy engines, gRPC middleware, and how namespace filtering should be implemented. The solution involves adding a new Namespaces() method to the Verifier interface, implementing it in two different engine types (bundle and rego), modifying the authorization middleware to handle a special case for ListNamespaces, and filtering results based on viewable namespaces. The changes span multiple layers (interface, engines, middleware, server) and require understanding the existing authorization flow.",flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:17.770289,7,15,158,2.2013971243204513
2,4,3,4,3,2,3,1,3,"The problem clearly describes a privilege escalation bug where upvoter data is exposed without read permissions. The solution requires understanding NodeBB's privilege system and socket.io patterns, adding permission checks before returning data. The fix involves multiple coordinated changes across both server-side vote handling and client-side display code, requiring knowledge of the framework's category privileges API and data flow patterns.",NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:29.232806,2,4,49,1.6989700043360187
2,4,3,3,2,2,2,1,3,"The task requires creating a new reusable ExternalLink component with proper accessibility attributes, adding SCSS styling, and updating multiple existing components to use it. While the problem clearly describes what accessibility improvements are needed (title attributes, aria handling), it requires React/TypeScript knowledge, understanding of Element's component architecture, i18n integration, and SCSS module patterns. The solution involves multiple files but follows standard accessibility patterns.",element-hq__element-web-1216285ed2e82e62f8780b6702aa0f9abdda0b34,claude-opus-4-5-20251101,anthropic,2026-01-24T15:48:46.606424,7,8,82,1.919078092376074
