instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
scikit-learn__scikit-learn-10297,2,5,3,2,1,2,1,5,5,4,1,1,5,1,2,4,2,3,1,2,4,5,2,3,4,4,4,4
pylint-dev__pylint-6386,1,4,4,3,3,2,0,5,5,4,3,3,5,1,2,1,1,1,3,3,4,5,2,2,2,4,3,4
django__django-14534,3,5,3,2,2,2,1,5,4,5,2,1,5,1,3,3,2,2,1,3,5,5,2,2,1,4,3,5
django__django-14373,2,5,2,1,1,1,1,4,3,4,1,1,3,1,2,2,1,2,1,1,5,5,2,2,1,4,3,4
django__django-15098,2,5,3,2,2,2,1,4,5,5,3,2,5,1,3,4,2,4,1,3,4,5,3,2,2,4,2,4
sympy__sympy-23534,0,4,3,2,2,2,0,4,5,5,2,1,5,1,2,1,1,1,1,2,4,5,2,2,1,4,2,4
django__django-14631,3,5,4,3,3,3,0,4,4,4,3,3,4,0,3,3,3,3,4,4,4,5,2,2,1,4,3,4
django__django-11433,1,4,4,3,3,2,0,3,3,4,3,1,3,1,3,4,3,4,2,3,4,4,3,2,1,5,3,4
psf__requests-1921,2,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,2,1,3,4,5,3,2,1,4,2,2
django__django-16899,2,5,3,1,1,1,1,4,3,5,1,1,4,1,1,3,2,2,1,2,5,5,2,2,1,4,3,4
psf__requests-2931,1,4,3,3,2,2,1,3,5,4,2,1,4,1,2,1,1,1,2,3,5,5,2,2,1,3,2,2
astropy__astropy-14182,1,5,4,3,2,2,1,5,5,5,2,2,5,1,2,4,3,3,3,3,4,5,2,3,2,4,4,4
django__django-12209,3,4,4,3,3,3,0,4,5,4,3,2,5,1,2,2,2,2,1,3,4,5,4,2,2,5,3,5
django__django-11999,3,5,3,2,2,2,1,4,5,4,3,1,5,1,2,2,1,1,1,2,4,5,3,2,2,4,3,4
sympy__sympy-15017,1,5,3,2,2,2,1,4,5,5,2,1,5,1,3,3,2,3,1,2,4,5,2,2,1,3,2,3
sphinx-doc__sphinx-10614,1,4,4,4,3,4,0,4,5,4,3,2,5,1,2,4,4,4,2,3,4,5,2,2,2,4,3,4
scikit-learn__scikit-learn-13439,2,5,2,1,1,1,1,4,5,5,1,1,5,1,1,1,1,1,1,2,5,5,1,2,2,4,4,3
sympy__sympy-13878,2,5,4,3,2,3,1,4,5,5,2,2,5,1,2,4,3,3,3,2,4,4,2,2,2,4,3,4
sphinx-doc__sphinx-11510,3,5,5,4,4,3,0,4,5,5,4,3,5,0,3,4,3,3,4,4,4,4,4,2,2,5,3,3
django__django-14559,3,5,3,2,1,2,1,3,3,4,1,1,4,1,2,4,2,4,1,2,4,5,2,2,2,4,3,4
django__django-13964,3,5,4,3,3,2,0,4,5,5,3,1,5,1,3,2,2,2,1,3,4,4,3,2,2,4,4,4
django__django-14608,2,4,3,2,2,2,1,3,2,4,2,1,3,1,2,3,2,2,1,2,4,4,2,2,1,4,3,4
django__django-13821,2,5,2,1,1,1,1,3,2,5,1,1,4,1,3,1,3,2,1,2,4,4,2,2,1,4,3,4
django__django-14034,2,4,4,4,4,3,0,4,5,4,4,2,5,1,3,3,2,2,3,3,4,5,3,2,1,4,3,4
pydata__xarray-6992,1,3,5,5,4,3,0,4,5,2,5,4,4,0,4,4,3,4,5,4,4,5,3,2,1,4,3,2
django__django-16662,2,5,3,2,2,2,1,4,3,5,2,1,4,1,1,2,2,1,1,2,4,5,2,2,1,4,3,5
django__django-13933,2,5,3,1,1,1,1,4,3,5,1,1,5,1,2,2,2,2,1,2,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-7440,1,4,4,3,2,2,1,4,4,3,3,2,4,1,3,3,3,2,1,3,4,5,2,2,2,4,3,3
pytest-dev__pytest-7432,2,5,4,3,2,2,0,4,5,5,2,1,5,1,2,3,2,2,2,3,5,5,2,2,2,4,3,3
scikit-learn__scikit-learn-14629,3,5,3,2,1,2,1,5,5,4,2,2,5,1,2,3,2,2,2,3,4,5,2,2,2,5,4,3
sympy__sympy-23262,1,5,3,2,2,1,1,5,5,5,2,1,5,1,2,2,1,2,1,2,4,5,2,2,1,4,2,4
django__django-13925,1,4,4,3,2,2,0,4,3,4,3,2,4,1,2,4,2,4,2,3,4,4,4,2,2,5,3,4
astropy__astropy-13453,3,5,4,2,2,2,0,4,5,5,2,1,5,1,2,3,2,2,1,3,4,5,2,3,3,4,4,4
sympy__sympy-21930,3,5,2,1,1,1,1,4,5,5,2,1,5,1,2,4,2,3,1,2,4,5,2,2,1,4,3,4
sympy__sympy-24661,3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,4,2,3,3,3,4,5,2,2,2,4,3,3
sphinx-doc__sphinx-8035,2,4,4,3,2,2,1,3,2,4,3,2,3,1,4,2,2,1,3,3,4,5,2,2,2,4,3,3
django__django-14999,2,4,4,3,2,2,1,3,2,4,2,1,3,1,2,3,3,2,2,3,4,4,3,2,2,4,3,4
scikit-learn__scikit-learn-11578,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,3,3,1,3,5,5,2,2,2,4,3,3
django__django-13837,3,5,3,2,3,2,1,4,3,5,2,1,5,1,2,3,4,2,2,2,4,5,2,2,1,4,3,4
scikit-learn__scikit-learn-9288,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,1,2,3,4,5,2,3,4,4,4,3
pydata__xarray-7229,2,4,4,4,3,3,0,4,5,4,4,2,5,1,2,4,3,4,3,3,4,5,3,2,1,4,3,3
scikit-learn__scikit-learn-13142,3,5,3,3,2,2,0,5,5,5,3,1,5,1,1,2,2,2,2,3,5,5,2,3,3,4,4,3
scikit-learn__scikit-learn-25973,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,2,3,4,5,2,2,2,4,3,3
sphinx-doc__sphinx-9673,2,4,4,3,2,2,0,3,4,3,4,2,4,1,2,2,3,2,1,3,4,4,3,2,1,4,4,3
django__django-15561,3,4,4,3,3,2,0,3,3,4,3,2,4,1,3,2,2,2,3,3,4,4,3,2,2,5,3,5
sphinx-doc__sphinx-9258,1,4,4,2,2,2,1,3,4,4,2,1,4,1,2,3,4,2,1,2,4,4,2,2,2,4,4,4
scikit-learn__scikit-learn-12682,2,4,4,3,2,2,1,4,3,3,2,4,3,1,2,3,3,2,3,4,4,4,2,3,3,4,4,4
django__django-11133,3,5,3,2,1,1,1,4,5,5,2,1,5,1,1,1,1,1,1,2,5,5,2,2,1,4,3,4
django__django-11099,3,5,2,1,2,1,1,5,4,5,1,1,5,1,2,2,2,2,1,2,4,5,2,2,1,4,3,4
pylint-dev__pylint-4551,1,4,4,4,3,3,0,3,5,4,4,3,4,0,3,4,4,4,4,4,4,4,2,2,2,4,3,3
sphinx-doc__sphinx-8721,1,4,3,2,2,2,1,3,3,4,2,1,4,1,2,3,2,2,1,2,4,4,2,2,2,4,3,3
sympy__sympy-16792,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,2,2,2,3,3,4,4,2,2,2,3,3,4
sympy__sympy-18763,2,5,3,1,1,1,1,4,5,5,2,1,5,1,2,2,1,2,1,2,4,5,2,2,1,4,2,4
django__django-12965,1,4,4,4,3,2,0,5,5,5,4,2,5,1,2,2,2,1,2,3,4,5,4,3,2,4,3,4
django__django-15127,2,4,4,3,3,2,1,3,2,3,3,2,3,1,2,3,2,2,2,3,4,5,2,2,1,4,3,4
matplotlib__matplotlib-26342,3,5,3,2,1,2,1,3,4,5,1,1,4,1,2,2,2,1,1,2,4,5,3,3,4,4,4,5
sympy__sympy-23413,1,4,4,4,3,2,0,4,5,5,3,1,5,1,3,3,2,3,2,3,4,4,3,2,1,4,3,4
django__django-15629,2,4,5,4,4,3,0,4,4,5,4,3,4,1,3,4,3,3,4,4,4,4,3,3,2,4,3,5
pydata__xarray-7233,1,4,4,3,2,2,0,4,5,4,3,2,5,1,2,3,2,2,1,2,4,5,2,2,2,4,3,2
astropy__astropy-14508,3,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,2,2,4,5,3,3,3,4,4,4
django__django-15916,1,4,4,3,3,2,0,4,5,4,2,2,4,1,3,3,2,2,3,3,4,5,2,2,2,4,3,4
matplotlib__matplotlib-25775,2,4,4,3,2,3,1,3,2,4,3,3,3,1,2,4,2,3,3,4,4,4,3,3,3,4,4,4
django__django-14311,2,4,4,3,3,2,0,4,3,4,3,1,4,1,2,3,3,2,2,2,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-9281,2,5,3,2,2,2,1,4,5,5,2,1,5,1,2,2,1,1,1,2,4,4,3,2,1,4,4,3
pydata__xarray-3677,1,5,3,2,2,1,1,5,5,5,2,1,5,1,1,1,1,1,1,2,4,5,2,2,2,4,3,3
sympy__sympy-19040,3,5,4,2,3,2,0,4,5,4,4,2,4,0,2,2,2,2,1,3,4,5,3,2,1,4,3,4
django__django-13315,1,3,4,4,3,3,0,3,3,3,4,2,3,1,3,4,4,3,3,3,4,4,3,2,2,4,3,4
sympy__sympy-15599,3,4,4,4,3,3,0,4,5,5,3,2,5,1,3,3,2,3,3,3,4,5,2,2,1,4,2,3
pytest-dev__pytest-7982,3,5,2,1,1,1,1,4,3,4,1,1,5,1,2,2,2,1,1,2,5,5,3,2,1,4,3,3
django__django-11451,3,5,2,2,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,5,5,2,2,1,4,3,5
sympy__sympy-15976,3,4,3,2,2,2,0,4,5,4,2,1,5,0,2,4,3,4,2,2,4,5,2,2,1,4,3,3
django__django-15957,2,4,5,4,4,3,0,4,5,3,5,3,4,0,3,4,3,3,4,4,4,4,4,2,2,4,3,4
django__django-12050,2,4,3,2,2,2,1,3,2,3,2,1,3,1,2,2,2,1,2,3,5,5,3,2,1,4,3,4
django__django-15280,2,5,4,4,4,3,0,5,5,5,4,2,5,0,2,2,3,2,2,4,4,4,4,2,2,5,3,4
pytest-dev__pytest-7490,1,4,4,4,3,2,0,4,5,5,3,2,5,1,2,3,2,3,3,3,4,4,3,2,1,5,3,3
django__django-13568,2,4,3,2,2,2,1,4,5,4,2,1,5,1,1,4,3,4,2,2,4,5,2,2,2,4,3,4
django__django-11555,1,3,4,3,3,3,0,4,3,3,3,2,3,1,2,2,3,2,2,3,4,4,4,2,2,5,3,5
scikit-learn__scikit-learn-13135,2,5,3,2,1,2,1,5,5,4,2,1,5,1,1,3,2,2,1,2,4,5,2,2,2,4,3,3
django__django-13513,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,3,3,5,5,2,2,1,4,3,4
django__django-10554,1,4,5,4,4,3,0,5,5,4,5,3,4,0,2,4,3,3,3,4,4,4,4,2,2,4,2,4
pydata__xarray-4075,3,5,3,2,2,1,1,5,5,5,2,1,5,1,1,3,2,2,2,2,5,5,3,2,1,4,3,3
matplotlib__matplotlib-24627,1,4,4,3,2,2,1,4,5,5,3,2,5,1,3,3,2,2,2,3,4,5,3,3,3,4,4,5
django__django-13401,2,5,3,3,2,2,1,4,5,5,2,1,5,1,3,4,3,3,3,3,4,5,3,2,2,4,3,4
astropy__astropy-13977,2,4,4,4,3,3,0,5,5,5,3,2,5,1,3,5,4,4,3,3,4,5,3,3,3,4,4,4
django__django-11095,3,5,3,2,1,2,1,3,3,4,1,1,4,1,2,3,3,3,1,2,4,5,2,2,1,4,3,4
django__django-12713,2,4,3,2,2,2,1,3,2,4,2,1,3,1,2,2,2,2,2,3,4,5,2,2,1,4,3,4
django__django-13417,2,4,4,3,2,2,0,4,5,4,2,1,5,1,2,3,2,2,2,2,4,4,2,2,2,4,3,4
sympy__sympy-13031,2,4,4,3,2,2,0,4,5,5,4,2,5,1,2,3,2,3,2,3,4,5,3,2,1,4,2,4
sympy__sympy-15809,2,5,3,2,2,2,1,4,5,5,1,1,5,1,3,2,1,2,1,3,4,5,2,2,1,4,2,3
sympy__sympy-13877,2,4,4,4,3,2,0,5,5,4,4,3,5,1,2,3,2,2,3,3,4,5,3,2,2,4,2,4
django__django-13786,2,4,4,3,3,2,0,4,3,4,2,1,4,1,1,4,2,3,2,2,4,5,2,2,2,4,3,4
django__django-16642,1,4,3,2,2,2,1,4,5,3,2,1,4,1,2,3,2,2,1,2,4,5,2,2,1,4,3,4
pytest-dev__pytest-6202,3,5,3,2,2,2,0,5,5,5,1,1,5,1,2,3,2,2,1,2,5,5,3,2,1,5,3,2
django__django-11885,2,4,4,4,3,3,0,3,4,5,4,3,4,1,3,2,2,1,4,4,4,4,4,2,2,4,3,4
sphinx-doc__sphinx-7748,1,3,4,4,3,2,0,3,2,3,4,2,3,0,3,3,3,2,4,4,4,5,2,2,2,4,3,3
matplotlib__matplotlib-24149,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,2,2,3,4,5,3,2,3,4,4,4
django__django-15741,2,4,3,2,2,2,1,5,4,4,2,1,4,1,1,3,1,2,1,2,4,5,2,2,1,4,3,5
django__django-14500,1,4,4,3,3,3,0,3,2,4,2,1,3,1,2,2,3,2,1,3,4,5,2,2,2,4,2,4
scikit-learn__scikit-learn-25102,1,4,5,4,4,3,0,4,5,4,4,3,5,0,3,4,3,3,3,4,4,4,4,3,3,4,4,4
sympy__sympy-20438,1,4,4,4,3,2,0,4,5,4,4,3,4,0,3,4,3,3,3,4,4,4,3,2,1,4,3,4
sympy__sympy-16766,3,5,3,1,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,4,5,2,2,1,4,2,4
django__django-13512,3,5,3,2,1,2,1,3,3,4,2,2,4,1,2,4,1,3,1,2,4,4,3,2,1,4,2,4
astropy__astropy-7606,1,4,3,3,2,2,1,5,5,5,2,1,5,1,2,3,2,3,2,3,5,5,2,3,3,4,4,4
sympy__sympy-14976,1,4,4,3,2,2,1,4,5,4,2,2,5,1,2,3,2,2,1,2,4,5,2,2,2,4,3,3
django__django-14238,3,5,4,2,3,2,1,5,5,4,2,1,5,1,2,4,2,3,1,3,4,5,4,2,2,4,3,4
django__django-10914,3,5,2,1,1,1,1,4,3,5,1,1,5,1,4,1,1,1,1,3,4,4,3,2,1,4,3,4
django__django-14404,2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,4,3,3,1,2,4,5,2,2,2,4,3,4
psf__requests-6028,3,5,3,2,2,2,1,3,4,3,3,1,4,1,2,2,1,2,1,2,4,4,3,2,1,4,3,2
django__django-13569,3,5,4,3,3,2,0,5,5,5,2,1,5,1,2,2,3,1,1,3,4,5,4,2,1,4,3,4
pylint-dev__pylint-4970,1,4,3,2,2,2,1,3,3,4,2,1,3,1,2,2,2,2,1,2,4,5,2,2,2,4,3,3
matplotlib__matplotlib-24870,2,4,4,3,2,2,0,3,5,4,3,2,4,1,2,4,2,3,3,3,4,4,2,4,3,4,4,4
matplotlib__matplotlib-25332,1,4,4,3,3,2,1,5,5,4,4,2,5,1,2,2,2,2,2,3,4,5,3,3,3,5,4,5
sphinx-doc__sphinx-8595,1,5,4,3,2,2,1,4,5,5,2,1,5,1,2,2,2,2,1,2,5,5,2,2,1,4,3,3
scikit-learn__scikit-learn-12973,3,5,2,2,2,2,1,4,4,5,1,1,5,1,2,4,2,3,1,2,4,5,2,2,2,4,3,3
django__django-17087,3,5,3,2,2,2,1,4,5,5,2,1,5,1,1,2,1,2,1,2,4,5,3,3,2,4,4,5
django__django-14351,1,4,5,4,4,3,0,5,5,4,5,3,5,0,2,2,2,2,3,4,4,4,4,2,2,5,3,4
sympy__sympy-19954,1,4,3,3,2,2,1,5,5,3,3,1,5,1,1,2,2,2,2,3,4,5,2,2,2,3,2,3
django__django-16100,2,4,3,2,1,3,1,3,2,4,2,1,3,1,2,4,4,3,2,3,4,5,2,2,2,4,3,4
django__django-12143,3,5,2,1,1,2,1,4,3,4,2,1,4,1,1,2,3,2,1,2,5,5,2,2,1,4,3,4
django__django-16950,2,4,4,4,4,3,0,4,5,4,4,2,5,1,2,4,2,3,3,3,4,4,3,2,2,4,3,4
sphinx-doc__sphinx-10323,2,4,4,3,3,2,0,4,5,5,2,1,5,1,2,2,2,2,1,2,4,5,2,2,2,4,3,3
django__django-12155,3,5,3,2,2,2,1,5,5,4,2,2,5,1,3,2,2,2,2,3,5,5,2,2,1,4,3,4
django__django-16116,2,5,3,2,2,2,1,3,3,4,1,1,4,1,3,2,2,2,2,2,4,5,2,2,2,4,2,4
django__django-13590,3,5,3,2,2,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,5,5,3,2,1,4,4,4
django__django-17029,3,5,3,1,1,1,1,4,3,5,1,1,4,1,1,2,2,1,1,2,5,5,2,2,1,4,3,4
sympy__sympy-22080,2,4,4,4,3,2,0,4,5,5,4,3,4,1,3,3,2,3,3,3,4,5,3,2,1,4,3,4
django__django-15278,1,4,4,3,3,2,0,5,5,4,3,2,5,1,2,2,2,2,2,3,4,5,3,2,2,4,2,5
django__django-16454,2,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,3,3,2,3,4,5,3,2,2,4,2,5
django__django-13343,2,5,3,2,2,2,1,4,3,5,2,1,4,1,1,2,2,1,2,2,4,5,2,2,2,4,3,4
django__django-16136,2,5,4,3,3,2,1,5,5,4,2,1,5,1,1,3,3,2,2,3,4,5,2,2,1,4,3,4
django__django-13158,0,4,4,4,3,2,0,4,4,4,4,2,4,1,2,2,2,2,2,3,4,4,2,2,1,4,3,4
pylint-dev__pylint-8898,3,5,3,3,2,2,1,5,5,4,2,2,5,1,2,4,3,3,3,3,4,5,3,2,1,4,3,4
sympy__sympy-24066,1,4,4,3,3,2,0,5,5,4,3,1,5,0,2,3,3,2,2,3,4,5,2,2,1,4,2,3
django__django-14672,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,3,2,2,1,2,5,5,2,2,2,4,3,4
sympy__sympy-23824,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,3,2,2,1,2,5,5,2,2,1,4,2,4
django__django-13363,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,3,2,2,1,2,5,5,2,2,1,4,3,4
scikit-learn__scikit-learn-14983,3,5,3,3,3,2,1,5,5,5,2,1,5,1,1,3,2,2,2,2,4,5,2,2,2,4,4,3
sphinx-doc__sphinx-7590,1,3,5,4,4,3,0,4,5,3,4,3,4,0,2,5,3,4,4,4,4,5,2,2,2,4,3,3
matplotlib__matplotlib-14623,1,4,4,3,3,2,0,4,5,5,4,3,5,1,2,2,1,2,2,3,4,5,3,3,3,4,4,4
django__django-16527,3,5,3,1,1,2,1,4,3,5,1,1,4,1,2,4,3,3,1,2,4,5,2,2,1,4,3,4
django__django-16032,3,5,5,4,4,2,0,5,5,4,5,3,5,0,3,3,2,2,3,4,4,4,3,2,2,4,3,4
pydata__xarray-2905,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,1,3,4,5,3,2,1,4,3,3
django__django-12708,1,4,4,3,3,3,0,4,3,3,2,2,4,1,2,3,3,2,1,3,4,5,3,2,2,4,3,4
django__django-15022,2,4,4,3,3,3,0,3,4,3,3,1,4,1,3,4,3,3,2,3,4,5,3,2,2,4,3,4
sympy__sympy-17655,3,5,2,1,1,1,1,5,5,4,1,1,5,1,1,2,1,1,1,2,4,5,2,2,1,4,2,3
sphinx-doc__sphinx-9367,2,5,2,2,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,5,5,2,2,1,4,3,3
pylint-dev__pylint-7080,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,3,2,1,2,4,4,3,2,2,4,3,4
astropy__astropy-8707,2,4,3,3,2,2,1,3,3,4,3,2,4,1,2,3,2,2,3,3,4,5,2,3,2,4,4,4
django__django-11734,1,4,5,4,4,3,0,4,5,3,5,3,4,0,3,2,2,2,4,4,4,4,4,2,2,4,3,4
pydata__xarray-4687,2,4,3,2,2,2,1,4,5,5,2,1,5,1,2,2,2,2,2,3,4,5,3,2,1,4,4,3
astropy__astropy-7671,2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,2,2,2,2,4,5,2,2,2,4,4,4
django__django-11276,3,5,2,2,1,3,1,4,4,5,2,3,5,1,4,4,2,3,2,4,4,5,3,2,1,4,3,4
pallets__flask-5014,2,5,2,1,1,1,1,3,3,5,1,1,3,1,2,1,1,2,1,1,5,5,1,2,1,4,2,2
django__django-11333,3,5,3,2,2,2,1,4,3,4,2,2,5,1,2,2,2,2,2,3,5,5,2,2,1,4,2,4
django__django-11299,1,4,5,4,4,3,0,5,5,5,4,2,5,0,2,4,3,3,1,3,4,4,3,2,2,4,3,4
django__django-16819,1,3,4,2,2,2,1,2,2,3,3,2,2,1,2,2,1,1,2,3,4,4,3,2,1,4,3,5
pydata__xarray-4629,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,2,5,5,2,2,1,4,3,2
django__django-11149,1,4,4,3,2,2,0,3,4,4,3,2,4,1,3,4,3,3,3,3,4,4,3,2,2,5,3,4
django__django-14170,2,5,4,4,4,3,0,4,5,4,3,2,5,1,2,3,3,3,3,3,4,5,3,2,2,4,3,5
pytest-dev__pytest-7521,2,5,4,3,3,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,4,5,3,2,2,5,3,3
django__django-13089,2,4,3,2,1,4,1,5,2,4,2,1,4,1,1,2,3,2,1,2,4,5,2,2,1,4,3,5
django__django-13820,3,5,4,2,4,3,0,4,3,5,2,1,5,1,2,3,3,2,2,2,5,5,2,2,1,4,3,4
django__django-13344,3,4,4,3,3,3,1,4,5,4,3,3,5,1,3,4,3,3,3,4,4,4,3,2,2,4,2,4
scikit-learn__scikit-learn-10908,2,5,3,2,1,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,4,5,2,3,3,4,4,4
django__django-11400,2,4,4,3,2,2,1,4,3,4,2,3,4,1,2,4,3,3,3,3,4,5,2,2,2,4,3,4
django__django-13128,1,4,5,4,4,3,0,5,5,4,4,2,4,1,3,4,3,3,4,4,4,4,3,2,2,4,3,4
django__django-15382,3,4,4,3,3,2,0,4,5,3,3,1,4,1,2,2,2,2,2,3,4,4,4,2,2,5,2,5
sympy__sympy-12489,3,4,3,2,2,2,1,4,3,4,2,2,4,1,2,4,4,3,3,3,4,5,4,2,1,3,2,4
astropy__astropy-8872,2,4,4,3,2,2,1,4,5,4,2,1,4,1,2,2,2,2,2,3,4,5,3,3,3,4,4,4
astropy__astropy-14365,3,5,2,1,1,1,1,5,5,4,2,1,5,1,2,3,2,2,1,2,5,5,2,3,2,4,4,4
django__django-11292,2,4,3,2,2,2,1,3,3,4,2,2,3,1,3,2,3,2,2,3,4,5,3,2,1,4,3,4
sympy__sympy-18211,3,5,3,2,1,1,1,4,5,5,2,2,5,1,2,2,2,2,2,3,4,4,2,2,2,4,3,4
django__django-15814,3,5,4,2,2,2,0,5,5,4,2,1,5,1,2,2,2,1,1,3,4,5,4,2,2,4,3,4
django__django-12406,1,4,4,3,3,2,0,4,5,4,3,2,4,1,3,4,2,3,3,3,4,5,3,2,1,5,3,4
astropy__astropy-13398,3,4,5,4,4,4,0,3,4,4,4,4,4,0,4,4,3,3,4,4,4,4,3,3,2,4,4,4
sympy__sympy-23950,3,5,3,2,2,1,0,5,5,4,2,1,5,1,3,3,1,2,1,2,4,5,3,2,1,3,3,4
sphinx-doc__sphinx-9229,0,4,4,4,3,2,0,3,5,4,4,2,5,0,2,2,2,1,3,3,4,4,3,2,2,4,4,3
psf__requests-5414,2,5,3,2,1,1,1,5,5,5,2,1,5,1,2,2,1,2,1,2,4,5,2,2,1,4,3,2
psf__requests-1142,2,4,3,2,2,2,1,4,4,4,2,1,4,1,3,2,1,2,2,2,5,5,2,2,1,3,2,2
sphinx-doc__sphinx-9602,1,4,4,4,3,2,0,4,5,4,4,2,5,0,2,3,3,2,3,3,4,4,3,2,2,4,4,4
matplotlib__matplotlib-25122,3,5,4,3,2,3,1,4,4,4,2,1,5,1,3,3,3,2,1,2,4,5,2,2,2,4,4,4
django__django-14053,1,4,4,4,3,2,0,4,4,5,3,2,5,1,2,2,2,2,3,3,4,5,3,2,2,4,3,4
django__django-12304,3,5,3,1,2,1,1,4,4,4,2,1,5,1,2,2,1,1,1,2,4,5,2,2,1,4,3,4
django__django-12754,3,4,4,3,3,2,0,5,5,4,4,2,5,1,2,2,2,1,3,3,4,4,3,2,2,4,2,4
sphinx-doc__sphinx-7889,2,4,3,2,2,2,1,4,4,3,2,1,4,1,1,3,2,2,1,2,4,4,2,2,2,4,4,3
django__django-11206,2,5,3,3,2,2,1,5,5,5,2,1,5,1,2,2,1,2,2,2,4,5,2,2,1,4,2,4
sphinx-doc__sphinx-8551,0,4,5,4,4,3,0,4,5,4,4,3,5,0,2,3,4,2,2,3,4,4,3,2,2,4,3,4
django__django-13112,3,4,4,2,2,2,0,5,4,3,3,2,4,1,2,3,2,2,2,3,4,4,4,2,2,5,2,5
sympy__sympy-24539,2,5,3,2,1,1,1,4,5,5,1,1,5,1,2,3,2,3,1,2,5,5,2,2,1,4,2,4
django__django-16255,3,5,2,1,1,2,1,5,3,4,1,1,5,1,1,2,2,2,1,2,4,5,2,2,2,4,2,5
django__django-14792,2,4,4,3,3,3,0,5,5,5,2,2,5,1,3,4,2,3,1,3,4,5,3,3,2,4,4,4
matplotlib__matplotlib-24637,3,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,1,1,3,4,5,2,3,3,4,4,4
pydata__xarray-4966,3,5,4,2,3,2,1,5,5,5,2,1,5,1,2,4,2,3,2,2,4,5,2,2,1,4,4,2
pydata__xarray-6721,2,4,4,3,2,2,0,5,4,4,2,2,5,1,1,2,2,1,1,2,4,5,2,2,1,4,4,3
django__django-13807,3,5,3,2,2,2,1,5,4,4,1,1,5,1,1,3,3,2,2,2,4,5,2,2,2,4,3,4
matplotlib__matplotlib-26466,3,5,3,2,1,2,1,4,5,4,2,2,5,1,2,2,3,2,2,3,4,5,2,3,3,4,4,4
matplotlib__matplotlib-20859,3,5,3,2,2,1,1,5,5,4,1,1,5,1,2,2,1,1,1,2,5,5,2,2,1,4,4,4
sphinx-doc__sphinx-8269,2,5,3,2,2,3,1,5,5,5,2,1,5,1,2,2,4,2,1,2,4,5,2,2,2,4,3,3
astropy__astropy-13033,2,5,3,2,1,1,1,5,5,4,2,1,5,1,1,2,2,2,2,2,4,4,2,3,2,4,4,4
django__django-16263,1,4,5,5,4,4,0,3,5,4,5,4,4,0,3,3,3,3,5,5,4,4,4,2,2,4,3,5
django__django-11119,2,4,3,2,1,2,1,4,3,4,2,1,4,1,2,2,1,2,1,2,5,5,2,2,1,4,3,5
pydata__xarray-7393,3,5,4,2,2,1,1,4,5,5,3,1,5,1,2,3,2,2,2,3,4,5,3,2,1,4,3,2
mwaskom__seaborn-3187,2,4,3,2,2,2,1,4,5,4,2,2,5,1,2,2,2,2,2,3,4,4,3,2,2,4,3,2
pytest-dev__pytest-5262,3,5,3,1,2,2,1,5,5,5,1,1,5,1,1,2,2,1,1,2,4,5,2,2,1,5,3,2
pytest-dev__pytest-7571,1,5,3,2,2,2,1,4,5,5,2,1,5,1,1,3,3,2,2,2,4,5,2,2,2,4,3,2
astropy__astropy-14369,1,4,5,4,4,2,0,4,5,4,4,2,5,0,3,3,2,3,3,3,4,5,3,2,2,4,4,3
sphinx-doc__sphinx-8475,3,5,2,1,1,2,1,4,3,4,2,1,4,1,2,3,3,2,1,2,5,5,2,2,2,4,3,3
