instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,_parse_error,fix_localization,fix_localization_reasoning,entry_point_clarity,entry_point_clarity_reasoning,change_blast_radius,change_blast_radius_reasoning,environment_setup_complexity,environment_setup_complexity_reasoning,implementation_language_complexity,implementation_language_complexity_reasoning,testing_infrastructure_quality,testing_infrastructure_quality_reasoning,dependency_complexity,dependency_complexity_reasoning,codebase_scale,codebase_scale_reasoning
numpy__numpy-5f94eb8,3,4,5,4,4,4,0,3,5,3,2,3,4,1,3,3,3,2,4,4,2026-03-07T23:24:51.761420,claude-opus-4-6,anthropic,numpy__numpy-5f94eb8,,3.0,"The optimization likely requires changes in 2-3 files: a new or modified dispatch file for atan2 SIMD implementation (similar to loops_trigonometric.dispatch.c.src), generate_umath.py to add dispatch targets, and possibly loops.h.src. All within numpy/core/src/umath.",4.0,"The problem statement clearly involves np.arctan2 performance. The existing SIMD implementations for sin/cos in loops_trigonometric.dispatch.c.src provide a clear template, and generate_umath.py shows arctan2 has no dispatch targets currently.",3.0,"Changes affect the umath subsystem: need to modify code generation (generate_umath.py), add/modify dispatch files, potentially update build configuration (setup.py for new source files). The changes need to maintain numerical accuracy and work across multiple platforms/architectures.",4.0,"NumPy requires a C compiler, Cython, and a non-trivial build system. Rebuilding C extensions after changes is needed. SIMD/AVX512 features depend on hardware support. The build process involves code generation from .c.src templates.",5.0,"Requires writing SIMD-vectorized C code using NumPy's SIMD abstraction layer (npyv_*), understanding CPU dispatch mechanisms, template-based code generation (.c.src files), and potentially connecting SVML assembly routines. Multi-language: C + Python code generation + assembly (SVML).",3.0,"The task includes a performance test script with setup/experiment/check_equivalence functions, and NumPy has extensive test infrastructure. However, performance testing is inherently noisy, and validating SIMD correctness across all edge cases requires careful testing.",4.0,"NumPy has complex build dependencies: Cython, C compiler toolchain, SIMD/AVX support, potentially SVML linkage. The build system involves setuptools with custom extensions, code generation, and platform-specific compilation flags.",4.0,"NumPy has ~4763 files in /testbed. The relevant subsystem (core/src/umath) is substantial with template-based code generation, multiple dispatch targets, and complex build infrastructure. Understanding the SIMD abstraction layer and dispatch mechanism requires navigating many files."
uploadcare__pillow-simd-7511039,3,4,5,4,4,4,0,3,4,3,2,1,4,1,3,2,2,1,4,3,2026-03-07T23:25:17.225673,claude-opus-4-6,anthropic,uploadcare__pillow-simd-7511039,,4.0,"The optimization target is clearly Reduce.c in src/libImaging/. The solution is likely contained to this single C file, possibly with a new SIMD-specific file following the pattern of other SIMD files (FilterSIMD_*.c). Very focused.",5.0,The problem statement explicitly calls Image.reduce() with specific factors. The benchmark code directly tests reduce(). The C implementation is easily traceable from PIL/Image.py -> _imaging.c -> libImaging/Reduce.c.,2.0,"Changes are isolated to the Reduce implementation in C. The API contract (input/output) doesn't change. Minor coupling with the build system (setup.py) if new files are added, but functionally isolated.",3.0,"Requires C compilation via setup.py with specific compiler flags for SIMD support. The venv is set up and the project builds, but any changes to C code require rebuilding the extension. SIMD-specific compiler flags may need attention.",5.0,"This requires writing C code with SIMD intrinsics (SSE4/AVX2) to optimize image reduction operations. The existing codebase shows patterns with __m128i/__m256i types, _mm_*/_mm256_* intrinsics. This is highly specialized low-level optimization work requiring knowledge of SIMD instruction sets.",4.0,"There's a dedicated test file (Tests/test_image_reduce.py) for correctness validation, and the benchmark script provides clear timing measurement with equivalence checking. The test infrastructure is solid with clear pass/fail signals.",4.0,"Pillow-SIMD has many C library dependencies (libjpeg, zlib, libpng, etc.), requires a C compiler with SIMD support, and has a complex build system with many optional dependencies. The setup.py is substantial.",3.0,"~3200 files total, with 76 C source files in libImaging alone. The relevant code (Reduce.c at 1483 lines) is a medium-sized C file. The overall Pillow codebase is a medium-large project."
numpy__numpy-be52f19,0,3,5,4,4,3,0,4,5,3,3,3,5,1,3,2,3,1,4,4,2026-03-07T23:24:59.005868,claude-opus-4-6,anthropic,numpy__numpy-be52f19,,3.0,"The solution requires adding indexed loop functions for complex types in loops.c.src (or loops_arithm_fp.dispatch.c.src) and registering them in generate_umath.py. This spans 2-3 files in the same umath module, but the pattern is well-established from integer types.",4.0,"The problem statement clearly involves np.subtract.at with complex128, which directly points to ufunc_at in ufunc_object.c. The fast path check for contiguous_indexed_loop is explicit, and the task is to add such loops for complex types.",2.0,Changes are isolated to adding indexed loop implementations for complex types and registering them. The ufunc_at dispatch logic already handles the fast path; only the loop implementations and registration are needed. Minor coupling with the code generator.,4.0,"This is NumPy's C extension codebase. Changes to C source files require rebuilding the C extensions (python setup.py build_ext --inplace or similar). The build environment needs compilers and build tools, and rebuilds can be slow.",4.0,"The solution requires writing C code in NumPy's template system (.c.src files with template expansion), understanding NumPy's internal array iteration APIs, pointer arithmetic with complex types, and the code generation system.",3.0,"The task provides a Python benchmark script with setup/experiment/check_equivalence functions, but it uses timeit for performance measurement. NumPy has its own test suite, and there are existing tests for ufunc.at. However, the performance testing relies on timing which can be noisy.",4.0,"NumPy has complex build dependencies including C compilers, Cython, and various build tools. The project uses a custom build system with setup.py and code generation. Version-sensitive build requirements exist.",4.0,NumPy is a large project with 4832 files. The core C source files in src/umath are complex and use template-based code generation. Understanding the full ufunc dispatch and loop registration system requires navigating multiple interconnected files.
numpy__numpy-728fedc,3,4,5,4,4,3,0,3,5,3,2,5,4,1,3,2,2,2,5,5,2026-03-07T23:24:58.897113,claude-opus-4-6,anthropic,numpy__numpy-728fedc,,4.0,The fix is likely concentrated in 1-2 files: the Python wrapper in defchararray.py (rstrip function) and possibly the C implementation in multiarraymodule.c (_vec_string). The optimization could be done by replacing the element-wise Python call with a more efficient C-level implementation or a pure numpy approach.,5.0,"The problem statement explicitly calls np.char.rstrip(), and the test code directly shows the function being benchmarked. It's immediately clear that the optimization target is numpy's char.rstrip function.",2.0,"The rstrip function is relatively isolated. Changes would primarily affect defchararray.py and possibly the C layer. Other char functions use the same _vec_string mechanism, so any shared optimization could affect them, but the specific fix can be contained.",4.0,This is NumPy's development repository requiring Meson build system with Cython and C compilation. The .venv has a pre-built numpy but the source code in /testbed needs to be compiled. Building numpy from source is non-trivial.,4.0,"The core _vec_string implementation is in C (multiarraymodule.c), and optimization may require C-level changes with Python C API knowledge. Understanding PyArray iterators, Python object reference counting, and numpy's build system adds complexity.",3.0,"The task provides a clear benchmark script with setup(), experiment(), and check_equivalence() functions. NumPy also has its own test_defchararray.py. However, running tests requires a successful build, and the timeit-based approach gives moderate feedback.",4.0,"NumPy requires Cython>=3.0, meson-python build system, C compiler, and various system-level dependencies. The build chain is complex with many specialized dependencies.",5.0,"With ~8800 files, NumPy is a massive project with complex module structure spanning Python, C, Cython, and build configuration files. Understanding the full architecture requires significant effort."
pandas-dev__pandas-5d82d8b,3,4,3,2,1,2,1,4,5,3,1,1,5,1,1,4,3,4,1,1,2026-03-07T23:25:06.349503,claude-opus-4-6,anthropic,pandas-dev__pandas-5d82d8b,,5.0,The solution is contained to a single method `get_indexer_for` in pandas/core/indexes/base.py. The method is only ~10 lines and dispatches to get_indexer or get_indexer_non_unique. The optimization likely involves reducing overhead in this dispatch or the uniqueness check.,5.0,"The problem statement directly calls `pd.Index.get_indexer_for()` in the experiment function, and the method is clearly defined at line 6055 of base.py. It's immediately clear which function needs optimization.",2.0,"get_indexer_for is used in several places within the Index class itself (joins, diffs, reindex). However, since this is a performance optimization that shouldn't change behavior, the blast radius is limited. Changes might touch the base method and possibly the underlying engine, but the API contract stays the same.",4.0,"This is the pandas codebase which requires Cython compilation, meson build system, numpy C extensions, and many dependencies. Building from source timed out during the audit. The environment needs significant setup to be functional.",3.0,"While the Python-level code is simple, the underlying engines are in Cython (.pyx files). The optimization might involve modifying Cython code in _libs/index.pyx or hashtable.pyx, or it might be achievable purely in Python by reducing overhead in the dispatch chain.",3.0,"The task provides its own test harness with setup(), experiment(), check_equivalence(), and timing via timeit. Pandas also has pytest infrastructure. However, the environment has dependency issues that make running tests non-trivial.",4.0,"Pandas has extensive dependencies: Cython, meson build system, numpy (with C extensions), pytz, python-dateutil, and many optional dependencies. The build requires compilation of Cython extensions which adds complexity.",4.0,"The pandas project has 7329 files with complex module structure spanning core, _libs (Cython), io, and many other subsystems. The base.py file alone is 7764 lines. This is a large, complex codebase."
tornadoweb__tornado-9a18f6c,3,4,5,3,3,3,1,3,5,3,1,1,5,1,3,2,2,1,3,1,2026-03-07T23:25:24.171208,claude-opus-4-6,anthropic,tornadoweb__tornado-9a18f6c,,5.0,The optimization target is a single C function (websocket_mask) in a single file (tornado/speedups.c). The function is ~15 lines of C code doing a simple XOR loop.,5.0,The problem statement directly imports from tornado.speedups and calls websocket_mask. The benchmark code makes it crystal clear which function needs optimization.,1.0,"The speedups.c file is an isolated C extension with a well-defined interface (takes mask + data bytes, returns masked bytes). Changes to the implementation internals won't affect any other code as long as the function signature and behavior remain the same.",2.0,Standard Python project with a C extension. Requires a C compiler and running setup.py/pip install. The build system is straightforward distutils/setuptools. A venv is already present.,4.0,"The optimization requires modifying C code. The current implementation is a simple byte-by-byte XOR loop. Optimal solutions would involve processing in word-sized chunks (4 or 8 bytes at a time), potentially using SIMD intrinsics, which requires C expertise and understanding of alignment/endianness.",3.0,"The benchmark script provides timing and equivalence checking via store/load/check_equivalence. However, there are no unit tests specifically for the speedups module beyond the functional test embedded in the benchmark. The tornado test suite has websocket tests but not specifically for the C extension performance.",2.0,The project itself is Tornado with minimal dependencies. The C extension only uses the Python C API with no external C libraries. The benchmark script uses standard library modules plus requests/gzip (though requests seems unused).,2.0,"While Tornado overall has ~400 files, the relevant code is tiny: speedups.c is 52 lines, and the related Python wrapper in util.py is ~30 lines. The agent only needs to work with 1-2 files."
pandas-dev__pandas-65bca65,1,4,4,3,3,2,0,4,5,3,2,2,5,1,2,3,2,2,2,3,2026-03-07T23:25:05.424518,claude-opus-4-6,anthropic,pandas-dev__pandas-65bca65,,4.0,The fix is concentrated in 1-2 files: pandas/core/missing.py (find_valid_index function) and possibly pandas/core/generic.py (_find_valid_index). The optimization likely targets the find_valid_index function or how it's called for DataFrames with nullable arrays.,5.0,"The problem statement directly calls df.last_valid_index() and df.first_valid_index(), and the code path is straightforward: generic.py _find_valid_index -> missing.py find_valid_index. Very clear where to look.",2.0,"find_valid_index is used in both generic.py for first/last_valid_index and in missing.py for interpolation. Changes need to be careful about both callers, but the function interface is simple and well-defined.",4.0,This is a pandas dev environment requiring Cython compilation. The C extensions were built for Python 3.10 but runtime is Python 3.11. There's a .venv workaround but setting up properly requires build steps with cython/meson.,3.0,"The optimization target is in pure Python/NumPy but pandas uses Cython extensions extensively. The fix likely involves NumPy-level optimizations or changes to how 2D nullable array NA detection works, possibly touching Cython code.",3.0,"The task includes a clear performance test script with setup(), experiment(), and check_equivalence() functions. However, running it requires a working pandas install which has environment issues. Standard pytest infrastructure exists for the broader project.",4.0,"pandas has many dependencies including Cython for building, numpy, pytz, python-dateutil, and many optional dependencies. The C extension build system adds complexity.",4.0,"Nearly 8000 files in the repository. pandas is a large, complex project with many interconnected modules, though the specific optimization target is well-localized."
numpy__numpy-22ab9aa,3,4,5,4,4,3,0,3,5,3,2,4,4,1,3,3,2,2,5,5,2026-03-07T23:24:52.622510,claude-opus-4-6,anthropic,numpy__numpy-22ab9aa,,3.0,"The solution likely requires changes in 2-3 files: the C++ string_ufuncs.cpp (to add a native rfind implementation), the Python defchararray.py (to call the new ufunc instead of _vec_string), and possibly the string_ufuncs.h header and build configuration. These are in related but different parts of the numpy._core module.",4.0,The problem statement clearly shows np.char.rfind is the target function. The test script directly calls it. Tracing from defchararray.py's rfind function to _vec_string in multiarraymodule.c is straightforward.,2.0,Adding a new string ufunc is relatively isolated - it's a new optimization path for rfind. The existing _vec_string mechanism remains as fallback. Changes primarily affect the char module's rfind function and require new C++ code but don't ripple broadly.,4.0,"NumPy requires a Meson-based build system with C/C++ compilation. The project has a .venv with a pre-built version, but any C-level changes require rebuilding, which involves complex build orchestration with Meson, compilers, and BLAS/LAPACK dependencies.",4.0,"The optimization requires writing C++ code (templated ufunc implementations in string_ufuncs.cpp), understanding NumPy's internal ufunc machinery, array iterators, and type dispatching. It's not just Python - it requires C++ with NumPy's C API.",3.0,"The task provides a clear performance test script with setup, experiment, and equivalence checking functions. NumPy has comprehensive tests in test_defchararray.py. However, running them requires building numpy first, and performance benchmarks need careful validation.",4.0,"NumPy has significant dependencies: C/C++ compilers, Meson build system, BLAS/LAPACK libraries, Cython, and various testing tools. The build process involves compiling many C extensions with specific configurations.",5.0,"NumPy has ~8,800 files total, 513 Python files in the core numpy directory, plus extensive C/C++ source code. It's a massive, well-established project with complex module structure spanning Python, C, C++, and Fortran code."
huggingface__transformers-d51b589,2,4,5,4,4,4,0,4,5,3,3,1,4,1,2,2,3,1,3,4,2026-03-07T23:25:24.116273,claude-opus-4-6,anthropic,huggingface__transformers-d51b589,,5.0,"The optimization target is clearly the rel_shift method and potentially einsum operations, all contained within a single class (XLNetRelativeAttention) in modeling_xlnet.py. The commented-out faster slice operation right next to the slower torch.index_select is a clear hint.",5.0,"The problem statement directly uses XLNetLMHeadModel and the experiment function calls model forward pass. The modeling_xlnet.py file is the obvious target, and the rel_shift function with its commented-out optimization is immediately apparent.",1.0,The optimization is purely internal to the rel_shift method - replacing torch.index_select with a tensor slice. This is a drop-in replacement with no API changes and no downstream effects.,2.0,Standard Python project with virtualenv already set up. Model weights need to be downloaded but the infrastructure is in place. PyTorch and transformers are already installed.,2.0,"Pure Python with PyTorch operations. The optimization involves replacing one tensor operation with another (index_select with slice). No compiled code, build systems, or complex patterns needed.",3.0,"The task provides a complete benchmark harness with setup(), experiment(), and check_equivalence() functions. There are also existing XLNet tests in the test directory. However, the equivalence check has a very tight tolerance (1e-5) combined with random perturbation, which could cause flaky results.",3.0,"Depends on PyTorch, sentencepiece, numpy, and the transformers library itself. These are well-known but moderately complex packages. Model weights need to be downloaded from S3.",2.0,The relevant codebase (excluding .venv and .git) is about 181 Python files / 257 total files. The target file (modeling_xlnet.py) is 1345 lines. This is a small-to-medium project in terms of what the agent needs to understand.
pandas-dev__pandas-81b5f1d,1,3,4,4,3,3,0,4,5,3,3,2,5,1,3,2,2,1,2,3,2026-03-07T23:25:07.167387,claude-opus-4-6,anthropic,pandas-dev__pandas-81b5f1d,,3.0,"The optimization likely involves 2-3 files: merge.py, multi.py (MultiIndex.join), and possibly base.py (Index.join). The merge path for MultiIndex-to-MultiIndex joins goes through several methods across these files.",4.0,The problem statement clearly shows the merge() function with MultiIndex and left_index/right_index=True. The code path is traceable: merge -> _MergeOperation._get_join_info -> left_ax.join(). The entry point is well-defined.,3.0,"Changes to MultiIndex join or merge internals affect a subsystem. The merge/join machinery is used by many operations (DataFrame.join, merge, concat), so changes need to be careful about side effects across the merge subsystem.",4.0,"The pandas development environment requires Cython compilation of C extensions, specific numpy version compatibility, and multiple dependencies. The build failed due to missing Cython, and numpy version conflicts arose. Non-trivial setup required.",4.0,"pandas uses a mix of Python and Cython (C extensions in _libs/). The join operations use compiled Cython code (libjoin), and optimization may require changes to both Python and Cython code. The build system involves Cython compilation.",3.0,"pandas has a comprehensive test suite using pytest, and the task includes its own timing/equivalence checking framework. However, the environment setup issues (build failures) make running tests non-trivial.",4.0,"pandas has many dependencies (numpy, Cython, pytz, python-dateutil, etc.) with version-sensitive requirements. C extensions must be compiled, and numpy version compatibility is strict.",4.0,"pandas has ~7852 files total, ~1357 Python files. The merge module alone is 2554 lines, and MultiIndex is 4024 lines. This is a large, complex codebase requiring significant understanding to navigate."
numpy__numpy-eb21b25,1,3,5,4,4,3,0,3,5,3,4,4,4,1,3,2,3,1,4,4,2026-03-07T23:24:57.536454,claude-opus-4-6,anthropic,numpy__numpy-eb21b25,,2.0,"The solution spans 9 files across multiple directories (ufunc_object.c, loops.c.src, loops.h.src, loops_arithmetic.dispatch.c.src, loops_arithm_fp.dispatch.c.src, array_method.c/h, generate_umath.py). Changes touch the ufunc dispatch mechanism, loop implementations, and code generation.",4.0,"The problem statement clearly identifies np.add.at and np.subtract.at as the functions to optimize. The test script directly calls these ufunc .at() methods, making it straightforward to find ufunc_at in ufunc_object.c as the entry point.",3.0,"Changes affect the ufunc subsystem: the ufunc_at dispatch path, array method infrastructure (adding indexed loop support), loop implementations for arithmetic types, and code generation. This is a moderate subsystem change but doesn't affect the broader numpy API.",4.0,"This is NumPy built from source requiring C compilation. The build uses setup.py with Cython, requires specific build tools (meson, ninja), and the source-directory import issue adds complexity. Building after C code changes requires recompilation.",4.0,"The core optimization is in C code using NumPy's internal C API, with templated .c.src files, dispatch mechanisms, and integration with Python's C extension system. Understanding NumPy's ufunc internals (array methods, loop resolution, map iterators) requires significant domain knowledge.",3.0,"The provided test script has setup/experiment/check_equivalence functions with reasonable validation. NumPy itself has comprehensive tests, but running the performance benchmark requires building from source first. The test measures timing which can be noisy.",4.0,"Building NumPy from source requires Cython, meson-python, ninja, C compiler, and various system-level dependencies. The build system is complex with code generation steps and platform-specific configurations.",5.0,"NumPy has 4800+ files and 2280+ code files (Python, C, header files). It's a massive, well-established project with complex internal architecture including ufunc dispatch, array methods, and templated code generation."
pandas-dev__pandas-061c2e9,1,3,4,4,3,4,0,3,5,3,3,4,4,1,4,2,3,1,4,5,2026-03-07T23:25:11.710691,claude-opus-4-6,anthropic,pandas-dev__pandas-061c2e9,,4.0,"The optimization target is clearly merge_ordered, which delegates to _OrderedMerge class and get_join_indexers in merge.py. The solution likely involves optimizing the join path within 1-2 closely related files (merge.py and possibly join.pyx).",5.0,The problem statement explicitly calls pd.merge_ordered with specific parameters. The entry point is completely clear - it's the merge_ordered function in pandas/core/reshape/merge.py.,2.0,"Changes would primarily affect the _OrderedMerge class or get_join_indexers function in merge.py. The merge_ordered path is somewhat isolated, but _OrderedMerge is also a base class for _AsOfMerge, and get_join_indexers is shared across merge types, so minor coupling exists.",4.0,"This is the pandas project with Cython extensions, requiring meson build system, Cython compilation, and numpy C headers. Building from source involves non-trivial compilation steps.",4.0,"The codebase involves Python + Cython (join.pyx with typed memoryviews, nogil blocks, etc.) and a meson build system. Optimization may require changes to Cython code or understanding of the C-level join algorithms.",3.0,"The task provides a complete test harness with setup(), experiment(), check_equivalence() functions and timeit-based benchmarking. There are also existing test files for merge_ordered. However, the performance test relies on timing which can be noisy.",4.0,"Pandas has many dependencies including numpy, Cython for compilation, meson build system, python-dateutil, pytz, and various C extensions. Building requires specific version-pinned tools.",4.0,"The pandas project has 7342 files, with the core merge.py alone being 2674 lines. The _libs directory contains substantial Cython code. This is a large, complex project."
pandas-dev__pandas-233bd83,2,4,5,4,3,3,1,3,5,3,1,4,5,1,3,4,3,4,4,4,2026-03-07T23:25:05.737476,claude-opus-4-6,anthropic,pandas-dev__pandas-233bd83,,3.0,"Solution requires changes in pandas/core/groupby/generic.py (both Series and DataFrame skew methods) and likely adding a new Cython function in pandas/_libs/groupby.pyx, plus potentially modifying groupby.py to wire up the cython path. This spans 2-3 files in related modules.",5.0,"The problem statement directly calls groupby().skew(), and the benchmark code is explicit. The skew methods in generic.py are clearly using the slow _op_via_apply path, making the entry point obvious.",3.0,"Changes affect the groupby subsystem - need to modify the skew methods, potentially add a cython kernel, and wire it through the aggregation dispatch. The groupby infrastructure has moderate coupling with internal dispatch mechanisms.",4.0,The project requires Cython compilation to build C extensions. The environment has a .venv but pandas isn't properly installed - needs a build step with Cython. numpy version compatibility issues may also arise.,4.0,"The optimization likely requires writing Cython code (C-like performance code with Python bindings) in pandas/_libs/groupby.pyx, following the pattern of existing group_var/group_std functions. This involves typed memoryviews, nogil blocks, and careful NaN handling.",3.0,"The benchmark script provides good timing and equivalence checking. pandas has a comprehensive test suite for groupby. However, the environment setup issues (missing compiled extensions) make running tests non-trivial.",4.0,"pandas has many dependencies including Cython for building, numpy, pytz, python-dateutil, and the C extension build pipeline. Version sensitivity between numpy and the Cython extensions adds complexity.",4.0,~8600 files in the pandas codebase. The groupby module itself is substantial with complex dispatch mechanisms between Python and Cython layers. Understanding the aggregation dispatch path requires navigating significant code.
numpy__numpy-794f474,2,3,5,4,4,4,0,3,5,3,2,3,4,1,3,2,3,1,4,4,2026-03-07T23:24:53.327410,claude-opus-4-6,anthropic,numpy__numpy-794f474,,4.0,"The optimization is likely focused on the sorting implementation in C/C++ files within numpy/_core/src/npysort/ - primarily radixsort.cpp, quicksort.cpp, or the SIMD dispatch files. The solution is probably in 1-2 closely related files.",4.0,The problem statement clearly shows np.sort on int32 data. The call path from np.sort to the C sorting implementations is well-known. The entry point is clear from the experiment function.,2.0,Changes to sorting algorithms are relatively isolated. The sort implementations are called through function pointers and have clear interfaces. Minor coupling to the dispatch mechanism and SIMD headers.,4.0,"NumPy requires a complex build system (Meson) with C/C++ compilation, Cython transpilation, and SIMD-specific build targets. The .venv exists but direct import from /testbed fails. Rebuilding after changes requires non-trivial steps.",4.0,"The sorting code is in C++ with SIMD intrinsics (AVX512, NEON), template metaprogramming, and CPU feature dispatch macros. Understanding and modifying the sorting implementations requires C++ and SIMD knowledge.",3.0,"The problem provides a clear performance test with setup/experiment/check_equivalence functions. However, it uses a custom timeit pattern and requires rebuilding C extensions to test changes, which slows feedback loops.",4.0,"NumPy has complex build dependencies including Meson, Cython, C/C++ compiler, and optional SIMD libraries (x86-simd-sort, Highway). The build system handles CPU feature detection and dispatch.",4.0,"The NumPy repository has ~9074 files. While the relevant sorting code is concentrated in npysort/, understanding the build system, dispatch mechanism, and integration requires navigating a large codebase."
python-pillow__Pillow-fd8ee84,2,4,4,2,2,2,1,3,5,3,1,2,5,1,2,3,2,3,1,2,2026-03-07T23:25:16.417759,claude-opus-4-6,anthropic,python-pillow__Pillow-fd8ee84,,5.0,The fix is contained to two closely related properties (n_frames and is_animated) in a single file (TiffImagePlugin.py). The optimization is about making these two cached properties share their computed state.,5.0,"The problem statement's experiment code directly calls is_animated and n_frames on TIFF images, and the properties are clearly defined in TiffImagePlugin.py. Very easy to locate.",1.0,"The change is isolated to two property methods that cache their results. No downstream effects - the interface (return values) stays identical, only the internal computation sharing changes.",3.0,"Pillow requires C extensions to be compiled (setup.py with C sources for imaging). Required 'pip install -e .' to build, but the project is a well-known package with standard build process.",2.0,The fix is pure Python - modifying two property methods to share cached state. No C code changes needed. Standard Python with property decorators.,3.0,"The task provides a complete test script with setup, experiment, equivalence checking, and timing. There are also existing test files for TIFF in Tests/. However, the test must be run manually and the performance test infrastructure is custom.",3.0,"Pillow has C extensions and depends on system libraries (libtiff, libjpeg, zlib, etc.) for full functionality. The requirements.txt lists development dependencies. Moderate complexity.",3.0,"About 2500 files total, with 270 Python files in PIL and 178 C/H files. The TiffImagePlugin.py alone is 1816 lines. This is a medium-sized well-established project."
pydantic__pydantic-addf1f9,3,4,4,4,3,4,1,4,5,3,2,3,5,1,3,3,3,2,3,4,2026-03-07T23:25:18.865118,claude-opus-4-6,anthropic,pydantic__pydantic-addf1f9,,4.0,"The performance bottleneck is clearly in __setattr__ method of BaseModel in pydantic/main.py. The optimization likely involves streamlining the attribute setting logic in this single method, possibly with some changes to _fields.is_valid_field_name or related helpers.",5.0,"The benchmark script directly calls instance.a = i, instance.b = ..., etc. in a tight loop, making it immediately clear that __setattr__ on BaseModel is the hot path to optimize.",3.0,"__setattr__ is a core method of BaseModel that handles validation, private attrs, extras, frozen checks, etc. Changes to optimize it could affect many downstream behaviors, though the method itself is relatively self-contained.",2.0,Standard Python project with a virtualenv already set up. Pydantic is installed in editable/development mode. Just need to use the existing .venv.,2.0,The optimization target is pure Python code in pydantic's __setattr__. The core validation engine (pydantic-core) is in Rust but is a pre-built dependency - the optimization would be in the Python layer.,3.0,"The benchmark script provides a clear performance test with timeit and equivalence checking. The broader test suite has 150 test files. However, the performance test is a standalone script rather than integrated into a standard test framework.",3.0,"Pydantic depends on pydantic-core (Rust-based), typing_extensions, annotated-types, and various dev dependencies. The pydantic-core dependency is a compiled C extension (via Rust) which adds complexity.",3.0,"About 259 Python files total (including tests), with ~109 source files. The pydantic package has about 105 files. It's a medium-sized project with significant internal complexity."
numpy__numpy-19bfa3f,3,4,5,4,4,3,0,3,5,3,3,4,4,1,3,4,3,3,4,5,2026-03-07T23:24:52.094537,claude-opus-4-6,anthropic,numpy__numpy-19bfa3f,,4.0,"The optimization target is clearly the `add` function in defchararray.py and its underlying C implementation `_vec_string_with_args` in multiarraymodule.c. Solution is concentrated in 1-2 closely related files, though the C changes may be non-trivial.",5.0,"The problem statement directly tests `np.char.add()`, which maps clearly to the `add` function in numpy/_core/defchararray.py at line 302, and its C implementation of `_vec_string`.",2.0,"The `_vec_string` function is used by many char operations, but a targeted optimization of `add` could be done by adding a specialized fast path. Changes would mainly affect the char.add function and potentially the C code, with minimal downstream impact.",4.0,"This is NumPy built from source with Meson build system. The numpy package isn't currently importable, suggesting build issues. Rebuilding requires Cython, meson, and C compilation. The .venv has a pre-built numpy but it conflicts with the source tree.",4.0,"The performance bottleneck is in C code (multiarraymodule.c) that interacts with Python objects via CPython API. Optimization likely requires writing C code with NumPy's internal APIs, understanding PyArray iterators, and Python/C interop patterns.",3.0,"The task provides a clear performance test script with setup/experiment/check_equivalence functions and timeit-based timing. However, there's no pre-existing test framework integration for this specific benchmark, and the environment has build issues that make running tests non-trivial.",4.0,"NumPy has complex build dependencies: Cython, Meson build system, C compiler, and various system-level dependencies. The vendored meson-python adds additional complexity. The test script also requires requests and numpy itself to be buildable.",5.0,"NumPy is a massive project with ~8980 files, 1852 Python files, and ~331K lines of C/C++/H code. While the optimization target is localized, understanding the codebase architecture (array iterators, dtypes, _vec_string internals) requires navigating this large codebase."
pandas-dev__pandas-c34da50,1,3,4,4,3,3,0,4,5,3,2,2,5,1,3,3,3,3,3,3,2026-03-07T23:25:05.711836,claude-opus-4-6,anthropic,pandas-dev__pandas-c34da50,,4.0,"The performance bottleneck is clearly in the `union_with_duplicates` function in algorithms.py, which has a Python for-loop over unique values. The fix is likely contained to 1-2 closely related files (algorithms.py and possibly base.py).",5.0,"The problem statement's experiment() calls left_index.union(right_index), which directly leads to `_union` in base.py and then `union_with_duplicates` in algorithms.py. The slow Python for-loop in union_with_duplicates is an obvious bottleneck.",2.0,The union_with_duplicates function is used internally by Index._union. Changes to its implementation (not its interface) would have minor coupling - just need to ensure the same output. The function signature and semantics stay the same.,3.0,"This is pandas with Cython extensions. The venv exists but has import issues with compiled extensions. Building pandas from source requires Cython compilation, which is non-trivial but the build system is set up.",3.0,The optimization likely involves replacing a Python for-loop with vectorized numpy/pandas operations. Could potentially involve Cython if pushing for maximum performance. Mixed Python + Cython codebase with C extensions.,3.0,"The task provides its own test harness with setup(), experiment(), and check_equivalence() functions. Pandas has extensive pytest infrastructure, but the environment has import issues that need resolution first.",4.0,"Pandas has many dependencies including numpy, Cython for compilation, and numerous optional dependencies. The Cython build requirement adds complexity. Version-specific C extensions need to be compiled.",4.0,"Pandas has ~4800 Python files plus Cython extensions, making it a large project. However, the relevant code for this task is localized to a small portion of the codebase."
