solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_task_id,_extracted_at,_model,_provider,entry_point_clarity,fix_localization,change_blast_radius,instance_id
3,5,3,2,2,2,1,5,4,4,2,2,5,1,2,3,2,3,2,3,sphinx-doc__sphinx-7462,2026-03-06T22:06:41.023907,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-7462
3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,2,1,2,django__django-16569,2026-03-06T22:05:56.876210,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16569
3,5,3,2,3,2,1,4,4,5,1,1,5,1,2,3,2,2,1,2,django__django-16139,2026-03-06T22:05:54.625104,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16139
3,4,4,4,4,3,1,5,5,4,4,2,5,0,2,2,2,2,2,3,sympy__sympy-21379,2026-03-06T22:07:07.172885,gpt-5.4-2026-03-05,openai,3,4,3,sympy__sympy-21379
3,5,4,3,4,2,1,5,5,5,2,2,5,1,3,3,2,2,2,3,sympy__sympy-12419,2026-03-06T22:06:52.574936,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-12419
3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,1,2,django__django-14915,2026-03-06T22:05:41.938082,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14915
2,5,4,3,2,2,1,4,4,4,2,2,5,1,2,3,2,2,2,3,sphinx-doc__sphinx-8056,2026-03-06T22:06:48.329952,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-8056
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,3,2,3,2,3,sympy__sympy-17318,2026-03-06T22:07:04.448810,gpt-5.4-2026-03-05,openai,5,4,2,sympy__sympy-17318
3,5,2,3,3,3,1,4,5,4,2,1,5,1,3,4,2,4,2,3,pylint-dev__pylint-7277,2026-03-06T22:06:37.906640,gpt-5.4-2026-03-05,openai,5,5,2,pylint-dev__pylint-7277
1,5,4,3,3,2,1,5,5,4,2,1,5,1,3,2,2,2,1,3,sympy__sympy-24213,2026-03-06T22:07:08.055252,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-24213
2,4,4,4,3,3,0,4,5,4,4,2,5,0,3,2,3,2,3,4,matplotlib__matplotlib-25960,2026-03-06T22:06:09.511793,gpt-5.4-2026-03-05,openai,4,5,2,matplotlib__matplotlib-25960
3,5,4,3,3,2,1,5,4,4,2,2,5,1,2,2,3,2,2,3,django__django-11740,2026-03-06T22:05:14.021504,gpt-5.4-2026-03-05,openai,4,4,2,django__django-11740
1,4,4,3,3,2,1,4,5,4,2,1,4,1,3,2,1,2,2,3,sympy__sympy-20801,2026-03-06T22:07:06.116825,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-20801
3,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,3,1,2,django__django-14493,2026-03-06T22:05:40.222104,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14493
1,4,3,3,3,2,1,4,5,5,3,1,5,1,2,2,1,2,2,2,django__django-14539,2026-03-06T22:05:40.540673,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14539
3,5,4,2,3,2,0,4,4,5,2,2,5,0,3,4,3,3,2,3,astropy__astropy-13236,2026-03-06T22:05:03.442638,gpt-5.4-2026-03-05,openai,5,5,3,astropy__astropy-13236
1,5,4,3,3,2,1,5,5,5,3,2,5,1,2,4,3,3,2,3,pytest-dev__pytest-10081,2026-03-06T22:06:24.514563,gpt-5.4-2026-03-05,openai,4,5,2,pytest-dev__pytest-10081
1,4,4,3,4,3,0,5,5,4,4,2,5,0,3,3,3,2,2,4,django__django-17084,2026-03-06T22:06:02.091358,gpt-5.4-2026-03-05,openai,3,5,2,django__django-17084
3,5,4,2,4,2,1,5,5,4,2,2,5,1,2,3,2,2,1,3,django__django-13028,2026-03-06T22:05:17.356867,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13028
1,4,3,2,2,2,1,5,5,3,2,1,4,1,2,2,1,2,1,2,pydata__xarray-6461,2026-03-06T22:06:22.598849,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-6461
1,4,4,3,3,3,1,5,4,4,3,2,5,1,2,3,3,4,2,3,matplotlib__matplotlib-20488,2026-03-06T22:06:07.292311,gpt-5.4-2026-03-05,openai,4,4,3,matplotlib__matplotlib-20488
3,5,3,2,2,2,1,5,5,5,1,2,5,1,2,4,3,3,1,2,pytest-dev__pytest-8399,2026-03-06T22:06:30.803184,gpt-5.4-2026-03-05,openai,5,5,1,pytest-dev__pytest-8399
3,5,4,3,3,2,0,4,5,4,3,2,5,1,3,2,3,2,2,4,matplotlib__matplotlib-20826,2026-03-06T22:06:08.847349,gpt-5.4-2026-03-05,openai,4,4,3,matplotlib__matplotlib-20826
3,5,2,2,2,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,django__django-15851,2026-03-06T22:05:53.377261,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15851
1,4,4,3,3,2,1,4,5,4,3,2,4,1,3,3,2,2,2,3,sympy__sympy-19783,2026-03-06T22:07:05.663766,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-19783
3,4,4,3,4,3,1,5,4,4,4,2,5,1,3,4,3,4,3,4,pytest-dev__pytest-5840,2026-03-06T22:06:26.820510,gpt-5.4-2026-03-05,openai,4,4,2,pytest-dev__pytest-5840
2,5,4,3,2,2,1,4,4,5,2,2,5,1,3,4,1,4,2,3,django__django-10097,2026-03-06T22:05:02.973941,gpt-5.4-2026-03-05,openai,5,5,2,django__django-10097
1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,1,2,1,2,sympy__sympy-22714,2026-03-06T22:07:07.177998,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-22714
2,5,3,2,2,2,1,4,4,5,1,1,5,1,2,4,4,3,1,2,django__django-11239,2026-03-06T22:05:02.523293,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11239
2,4,4,4,4,3,0,5,5,5,3,2,5,1,3,4,2,4,3,4,django__django-15503,2026-03-06T22:05:43.586814,gpt-5.4-2026-03-05,openai,4,5,2,django__django-15503
2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,2,2,2,3,3,sympy__sympy-24443,2026-03-06T22:07:07.999129,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-24443
3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,2,1,1,2,django__django-15368,2026-03-06T22:05:43.069091,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15368
2,4,4,3,4,2,0,5,5,5,2,2,5,1,2,2,2,2,1,3,matplotlib__matplotlib-23476,2026-03-06T22:06:09.311529,gpt-5.4-2026-03-05,openai,4,4,2,matplotlib__matplotlib-23476
3,5,4,2,4,2,1,5,5,4,2,1,5,1,1,2,3,2,1,3,django__django-15104,2026-03-06T22:05:43.129041,gpt-5.4-2026-03-05,openai,5,5,1,django__django-15104
1,4,4,4,4,3,0,4,5,4,4,2,5,0,3,3,2,2,4,4,django__django-15554,2026-03-06T22:05:44.913930,gpt-5.4-2026-03-05,openai,3,4,3,django__django-15554
3,4,3,3,2,2,1,5,4,5,2,3,5,1,3,4,2,3,2,3,django__django-13195,2026-03-06T22:05:26.894124,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13195
2,4,4,2,2,2,1,4,5,4,2,1,5,1,3,3,2,2,1,2,sympy__sympy-15349,2026-03-06T22:07:01.415671,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-15349
3,5,4,3,4,2,1,5,5,4,2,1,5,1,3,3,2,2,1,3,scikit-learn__scikit-learn-25747,2026-03-06T22:06:39.163257,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-25747
3,5,4,3,2,2,1,4,3,4,2,1,4,1,2,2,2,2,2,3,django__django-16801,2026-03-06T22:05:57.153305,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16801
3,5,4,2,3,2,1,5,5,4,2,1,5,1,1,2,2,2,1,2,django__django-14580,2026-03-06T22:05:40.662047,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14580
2,5,2,2,2,2,1,4,4,5,2,1,4,1,3,4,2,3,2,2,sympy__sympy-20154,2026-03-06T22:07:05.670151,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-20154
1,4,4,3,4,3,0,5,5,5,4,2,5,1,3,4,4,4,4,4,pytest-dev__pytest-5787,2026-03-06T22:06:25.758815,gpt-5.4-2026-03-05,openai,4,4,2,pytest-dev__pytest-5787
2,4,3,3,2,3,1,4,4,5,2,3,5,1,3,4,3,4,3,4,django__django-13212,2026-03-06T22:05:27.148363,gpt-5.4-2026-03-05,openai,5,4,2,django__django-13212
3,4,2,2,2,2,1,4,3,4,2,2,4,1,4,2,2,2,2,3,pylint-dev__pylint-4661,2026-03-06T22:06:24.514222,gpt-5.4-2026-03-05,openai,5,5,2,pylint-dev__pylint-4661
3,5,4,2,3,2,1,4,5,4,2,1,5,1,2,2,2,1,2,3,sphinx-doc__sphinx-10435,2026-03-06T22:06:40.789546,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-10435
3,5,3,2,3,2,1,5,5,4,2,2,5,1,3,2,2,2,1,3,sympy__sympy-20590,2026-03-06T22:07:06.008182,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-20590
3,5,4,3,3,2,1,5,5,5,2,2,5,1,2,3,2,2,2,3,django__django-16315,2026-03-06T22:05:55.468004,gpt-5.4-2026-03-05,openai,4,3,3,django__django-16315
3,4,3,2,2,2,1,4,4,4,1,1,5,1,2,2,2,2,1,2,psf__requests-2317,2026-03-06T22:06:11.525780,gpt-5.4-2026-03-05,openai,5,5,2,psf__requests-2317
3,5,4,2,3,2,1,5,5,4,2,1,5,1,3,4,2,4,1,3,django__django-14017,2026-03-06T22:05:30.684339,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14017
3,5,3,2,2,2,1,4,4,5,2,2,4,1,3,4,3,4,2,3,django__django-13551,2026-03-06T22:05:32.799036,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13551
1,4,4,3,4,2,0,5,5,4,4,2,5,0,2,3,2,2,1,3,matplotlib__matplotlib-26208,2026-03-06T22:06:10.823876,gpt-5.4-2026-03-05,openai,3,4,3,matplotlib__matplotlib-26208
2,5,2,2,1,2,1,4,5,4,2,1,5,1,2,4,2,4,2,2,sympy__sympy-19346,2026-03-06T22:07:05.583982,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-19346
3,4,4,4,4,4,0,5,5,4,4,2,5,0,3,3,3,3,3,4,django__django-15128,2026-03-06T22:05:43.323394,gpt-5.4-2026-03-05,openai,4,4,3,django__django-15128
1,4,4,4,4,3,0,5,5,4,4,3,5,1,3,3,2,2,4,4,django__django-13121,2026-03-06T22:05:21.871475,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13121
3,5,3,3,2,2,1,5,2,4,2,2,4,1,2,3,2,3,2,2,scikit-learn__scikit-learn-10844,2026-03-06T22:06:34.774372,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-10844
2,5,2,1,1,1,1,4,3,5,1,1,4,1,4,2,1,1,1,2,django__django-12419,2026-03-06T22:05:15.929439,gpt-5.4-2026-03-05,openai,5,4,2,django__django-12419
3,5,3,2,2,2,1,4,4,5,1,1,5,1,2,2,4,2,1,2,django__django-13658,2026-03-06T22:05:28.734985,gpt-5.4-2026-03-05,openai,5,5,1,django__django-13658
2,4,2,2,2,2,1,5,4,4,2,2,5,1,3,4,2,4,2,2,django__django-14349,2026-03-06T22:05:39.931507,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14349
3,5,3,2,3,2,1,5,4,5,2,1,5,1,2,3,2,2,2,3,sphinx-doc__sphinx-7910,2026-03-06T22:06:43.025856,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-7910
3,5,4,3,3,3,1,4,3,5,2,2,4,1,3,4,4,4,2,2,django__django-11848,2026-03-06T22:05:14.536207,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11848
3,5,4,3,4,3,0,5,5,5,4,2,5,1,3,3,2,2,2,4,django__django-13033,2026-03-06T22:05:17.162320,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13033
2,5,3,2,2,2,1,4,5,5,2,2,4,1,2,2,1,1,2,2,sympy__sympy-15345,2026-03-06T22:06:58.385663,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-15345
2,4,4,4,4,3,0,4,5,5,4,2,5,0,3,3,3,3,3,4,django__django-16661,2026-03-06T22:05:55.999326,gpt-5.4-2026-03-05,openai,4,5,2,django__django-16661
1,4,4,3,3,2,1,5,4,5,3,2,4,1,2,2,1,2,2,3,django__django-12858,2026-03-06T22:05:16.969519,gpt-5.4-2026-03-05,openai,4,5,2,django__django-12858
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,2,2,2,2,3,scikit-learn__scikit-learn-25931,2026-03-06T22:06:39.272904,gpt-5.4-2026-03-05,openai,5,4,2,scikit-learn__scikit-learn-25931
2,4,4,3,3,2,1,4,3,5,3,2,4,0,3,3,2,2,2,3,mwaskom__seaborn-3069,2026-03-06T22:06:10.129884,gpt-5.4-2026-03-05,openai,4,3,3,mwaskom__seaborn-3069
2,5,3,2,2,2,1,4,5,5,2,2,5,1,2,2,2,2,2,2,scikit-learn__scikit-learn-11310,2026-03-06T22:06:35.577336,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-11310
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-18189,2026-03-06T22:07:04.782558,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-18189
3,5,4,3,4,2,0,5,5,4,4,2,5,0,3,2,2,2,2,4,django__django-12663,2026-03-06T22:05:16.775112,gpt-5.4-2026-03-05,openai,4,4,3,django__django-12663
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,1,2,scikit-learn__scikit-learn-10297,2026-03-06T22:06:32.007756,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-10297
1,5,3,3,3,2,1,5,5,4,3,3,5,1,3,2,2,2,3,3,pylint-dev__pylint-6386,2026-03-06T22:06:23.985859,gpt-5.4-2026-03-05,openai,4,5,2,pylint-dev__pylint-6386
3,5,3,2,2,2,1,4,4,5,1,1,5,1,2,3,2,2,1,2,django__django-14534,2026-03-06T22:05:40.672289,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14534
2,5,2,2,1,1,1,4,3,5,1,1,4,1,2,3,1,3,1,2,django__django-14373,2026-03-06T22:05:39.920777,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14373
1,5,4,3,3,2,1,4,5,5,2,1,5,1,3,4,2,4,1,3,django__django-15098,2026-03-06T22:05:42.497565,gpt-5.4-2026-03-05,openai,3,5,2,django__django-15098
2,5,3,2,3,2,1,4,5,5,2,1,5,1,2,2,1,2,1,2,sympy__sympy-23534,2026-03-06T22:07:08.975721,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-23534
3,5,4,3,3,3,1,4,4,5,3,2,5,0,3,3,3,3,3,4,django__django-14631,2026-03-06T22:05:41.138878,gpt-5.4-2026-03-05,openai,4,4,3,django__django-14631
2,4,4,3,3,2,1,4,3,4,2,1,4,1,3,4,2,4,2,3,django__django-11433,2026-03-06T22:05:03.548374,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11433
2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,psf__requests-1921,2026-03-06T22:06:11.112037,gpt-5.4-2026-03-05,openai,4,5,2,psf__requests-1921
2,5,3,2,2,1,1,5,4,5,2,2,5,1,2,3,2,2,1,2,django__django-16899,2026-03-06T22:05:56.623100,gpt-5.4-2026-03-05,openai,5,5,1,django__django-16899
1,4,3,3,3,2,1,4,5,4,2,2,4,1,3,2,1,2,2,3,psf__requests-2931,2026-03-06T22:06:13.516373,gpt-5.4-2026-03-05,openai,5,4,3,psf__requests-2931
2,5,4,3,3,3,1,5,5,5,3,2,5,1,3,3,3,2,3,3,astropy__astropy-14182,2026-03-06T22:05:00.533463,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-14182
3,4,4,3,3,3,1,4,5,4,4,2,5,1,3,2,2,2,1,3,django__django-12209,2026-03-06T22:05:15.333407,gpt-5.4-2026-03-05,openai,4,5,2,django__django-12209
3,4,4,3,3,2,1,4,5,5,4,2,5,1,3,2,1,2,2,3,django__django-11999,2026-03-06T22:05:15.309325,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11999
2,5,3,2,2,2,1,4,5,4,2,1,5,1,3,3,2,3,1,2,sympy__sympy-15017,2026-03-06T22:06:57.964978,gpt-5.4-2026-03-05,openai,5,4,2,sympy__sympy-15017
2,5,4,4,3,3,1,4,5,4,3,2,5,1,3,4,4,4,2,3,sphinx-doc__sphinx-10614,2026-03-06T22:06:39.931692,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-10614
2,5,2,1,1,1,1,4,5,5,1,1,5,1,2,1,1,1,1,2,scikit-learn__scikit-learn-13439,2026-03-06T22:06:36.765650,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-13439
3,5,4,3,3,3,1,5,5,4,2,2,5,1,3,4,3,4,4,3,sympy__sympy-13878,2026-03-06T22:06:58.385092,gpt-5.4-2026-03-05,openai,5,4,2,sympy__sympy-13878
3,5,4,4,4,3,0,4,5,5,4,2,5,0,3,4,3,3,4,4,sphinx-doc__sphinx-11510,2026-03-06T22:06:41.711568,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-11510
3,5,3,3,2,2,1,4,4,5,2,2,5,1,3,4,2,4,2,2,django__django-14559,2026-03-06T22:05:40.890154,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14559
3,5,4,3,4,2,1,5,5,5,3,2,5,1,3,2,2,2,1,3,django__django-13964,2026-03-06T22:05:29.889935,gpt-5.4-2026-03-05,openai,4,4,3,django__django-13964
2,5,3,2,2,2,1,4,3,5,2,2,4,1,2,4,2,3,1,2,django__django-14608,2026-03-06T22:05:41.158045,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14608
2,5,2,1,1,1,1,4,3,5,1,1,4,1,4,2,4,3,1,2,django__django-13821,2026-03-06T22:05:29.457880,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13821
3,4,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,3,2,3,django__django-14034,2026-03-06T22:05:30.135873,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14034
1,4,4,4,4,4,0,5,5,3,4,3,4,0,4,4,3,4,4,4,pydata__xarray-6992,2026-03-06T22:06:27.268191,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-6992
2,5,2,2,2,2,1,4,4,5,2,1,5,1,2,2,2,2,1,2,django__django-16662,2026-03-06T22:05:57.335571,gpt-5.4-2026-03-05,openai,5,5,1,django__django-16662
3,5,3,2,2,2,1,4,4,5,2,1,5,1,2,2,2,2,1,2,django__django-13933,2026-03-06T22:05:29.695758,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13933
1,5,3,2,2,2,1,5,5,4,2,2,5,1,3,3,3,2,2,3,sphinx-doc__sphinx-7440,2026-03-06T22:06:40.773064,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-7440
2,5,4,3,3,2,1,5,5,5,2,1,5,1,2,3,2,2,1,3,pytest-dev__pytest-7432,2026-03-06T22:06:26.686798,gpt-5.4-2026-03-05,openai,5,5,2,pytest-dev__pytest-7432
3,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-14629,2026-03-06T22:06:37.822806,gpt-5.4-2026-03-05,openai,5,4,2,scikit-learn__scikit-learn-14629
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,2,1,2,1,2,sympy__sympy-23262,2026-03-06T22:07:07.405026,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-23262
2,4,4,3,3,2,1,5,4,5,3,2,5,1,2,4,2,4,2,3,django__django-13925,2026-03-06T22:05:31.797729,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13925
3,5,4,2,2,2,1,4,5,4,2,2,5,1,2,3,2,2,2,3,astropy__astropy-13453,2026-03-06T22:05:00.286072,gpt-5.4-2026-03-05,openai,4,5,2,astropy__astropy-13453
3,5,3,2,2,2,1,4,5,5,2,2,4,1,3,4,2,2,1,2,sympy__sympy-21930,2026-03-06T22:07:06.534762,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-21930
3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,3,2,2,2,2,sympy__sympy-24661,2026-03-06T22:07:10.363284,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-24661
2,4,4,3,3,3,1,4,3,4,3,2,4,1,3,2,2,2,3,3,sphinx-doc__sphinx-8035,2026-03-06T22:06:45.094466,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-8035
2,4,4,2,2,2,1,4,3,5,2,2,4,1,2,3,3,2,2,3,django__django-14999,2026-03-06T22:05:41.956126,gpt-5.4-2026-03-05,openai,4,4,3,django__django-14999
3,5,4,3,2,2,1,5,5,5,2,2,5,1,2,4,3,3,1,3,scikit-learn__scikit-learn-11578,2026-03-06T22:06:35.738027,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-11578
3,5,3,3,3,2,1,4,4,5,2,2,5,1,3,3,4,3,2,3,django__django-13837,2026-03-06T22:05:29.636760,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13837
3,5,4,3,3,2,1,4,5,5,2,2,5,1,3,2,2,1,2,3,scikit-learn__scikit-learn-9288,2026-03-06T22:06:39.161005,gpt-5.4-2026-03-05,openai,4,5,2,scikit-learn__scikit-learn-9288
3,4,4,4,4,3,0,4,5,5,4,2,5,1,3,4,3,4,3,4,pydata__xarray-7229,2026-03-06T22:06:23.887643,gpt-5.4-2026-03-05,openai,4,4,3,pydata__xarray-7229
3,5,4,3,3,2,1,5,5,5,2,2,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-13142,2026-03-06T22:06:37.066880,gpt-5.4-2026-03-05,openai,4,5,2,scikit-learn__scikit-learn-13142
3,5,4,3,3,2,1,5,5,4,3,2,5,1,2,2,2,2,2,3,scikit-learn__scikit-learn-25973,2026-03-06T22:06:39.929348,gpt-5.4-2026-03-05,openai,4,5,2,scikit-learn__scikit-learn-25973
2,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-9673,2026-03-06T22:06:51.678721,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-9673
3,4,4,3,3,3,1,4,4,5,2,2,5,1,3,3,2,2,2,3,django__django-15561,2026-03-06T22:05:45.668826,gpt-5.4-2026-03-05,openai,4,5,2,django__django-15561
2,4,3,2,2,2,1,4,5,5,2,1,4,1,2,3,3,2,1,2,sphinx-doc__sphinx-9258,2026-03-06T22:06:50.910746,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-9258
3,4,3,3,2,2,1,4,3,4,2,2,4,1,3,3,3,2,3,4,scikit-learn__scikit-learn-12682,2026-03-06T22:06:36.132400,gpt-5.4-2026-03-05,openai,5,4,2,scikit-learn__scikit-learn-12682
3,5,2,2,2,1,1,4,5,5,2,1,5,1,2,2,1,1,1,2,django__django-11133,2026-03-06T22:05:05.061380,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11133
3,5,2,2,2,1,1,4,4,5,1,1,5,1,2,3,2,3,1,2,django__django-11099,2026-03-06T22:05:02.502754,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11099
1,4,4,3,3,3,0,4,5,4,4,3,5,1,3,4,4,4,4,4,pylint-dev__pylint-4551,2026-03-06T22:06:24.163636,gpt-5.4-2026-03-05,openai,3,3,2,pylint-dev__pylint-4551
2,5,3,2,2,2,1,4,4,4,2,1,4,1,2,4,2,3,2,3,sphinx-doc__sphinx-8721,2026-03-06T22:06:50.676394,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8721
2,5,4,3,4,2,0,5,5,5,2,1,5,1,2,2,2,2,2,3,sympy__sympy-16792,2026-03-06T22:07:04.009086,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-16792
2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,1,2,sympy__sympy-18763,2026-03-06T22:07:04.785847,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-18763
2,4,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,2,3,django__django-12965,2026-03-06T22:05:16.580540,gpt-5.4-2026-03-05,openai,4,4,3,django__django-12965
3,5,4,2,2,2,1,4,3,4,2,2,4,1,2,3,2,2,2,3,django__django-15127,2026-03-06T22:05:42.248377,gpt-5.4-2026-03-05,openai,4,4,2,django__django-15127
3,5,2,2,2,2,1,4,5,5,1,1,5,1,2,2,3,1,1,2,matplotlib__matplotlib-26342,2026-03-06T22:06:09.420601,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-26342
1,4,4,4,4,3,0,4,5,5,3,2,5,1,3,3,2,3,2,3,sympy__sympy-23413,2026-03-06T22:07:07.035740,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-23413
3,5,4,4,4,4,0,4,5,5,4,3,5,1,3,4,3,3,4,4,django__django-15629,2026-03-06T22:05:53.834800,gpt-5.4-2026-03-05,openai,4,4,2,django__django-15629
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,4,3,3,2,3,pydata__xarray-7233,2026-03-06T22:06:25.529468,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-7233
3,5,3,2,2,2,1,5,5,4,2,1,5,1,3,3,2,2,2,3,astropy__astropy-14508,2026-03-06T22:05:04.289209,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-14508
2,4,4,3,3,2,1,4,5,5,2,2,5,1,3,3,2,2,2,3,django__django-15916,2026-03-06T22:05:53.753957,gpt-5.4-2026-03-05,openai,4,4,2,django__django-15916
3,5,4,3,3,3,1,4,3,5,3,3,4,1,3,4,3,3,3,4,matplotlib__matplotlib-25775,2026-03-06T22:06:09.636441,gpt-5.4-2026-03-05,openai,4,3,3,matplotlib__matplotlib-25775
3,4,3,3,3,2,1,4,4,4,2,1,4,1,3,3,4,3,2,3,django__django-14311,2026-03-06T22:05:32.219123,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14311
3,5,2,2,2,2,1,4,5,5,2,1,5,1,3,2,1,1,2,2,sphinx-doc__sphinx-9281,2026-03-06T22:06:51.926426,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-9281
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,1,1,2,pydata__xarray-3677,2026-03-06T22:06:21.133736,gpt-5.4-2026-03-05,openai,5,4,2,pydata__xarray-3677
3,4,4,2,3,2,1,4,5,5,2,1,5,1,2,2,2,2,1,3,sympy__sympy-19040,2026-03-06T22:07:04.961660,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-19040
1,4,4,4,4,4,0,4,3,4,4,2,4,1,3,4,3,3,3,4,django__django-13315,2026-03-06T22:05:27.256475,gpt-5.4-2026-03-05,openai,4,5,2,django__django-13315
