solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,reasoning,_task_id,_model,_provider,_extracted_at,num_files_modified,num_hunks,num_lines_changed,log_lines_changed
1,4,3,4,3,3,3,0,4,"The problem clearly describes that database converters aren't being called for returning_fields on insert, but doesn't hint at the solution location (compiler.py). The fix requires deep understanding of Django's ORM internals, specifically how SQLInsertCompiler handles returning fields and how converters are applied elsewhere in the codebase. The solution involves refactoring the execute_sql method to collect rows first, then apply converters using existing infrastructure (get_converters, apply_converters), requiring knowledge of Django's query compilation pipeline.",django__django-14007,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:58.492481,1,2,21,1.3424226808222062
1,4,1,3,2,2,2,1,2,"The problem is clear with a reproducible error and the hint identifies the regression commit. The solution is trivial - changing `p < 0` to `p <= 0` in a conditional check. However, understanding why this fix works requires some knowledge of Django's floatformat filter internals and decimal precision handling.",django__django-16485,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:41.889467,1,1,2,0.47712125471966244
3,4,2,3,2,2,2,1,2,"The hints section contains the exact patch needed to fix this issue, making the solution trivial to implement. The fix involves adding a simple size check before issuing warnings/logs in two locations - a standard edge case handling pattern. Understanding requires some knowledge of matplotlib's unit conversion system, but the actual code change is straightforward once the pattern is clear.",matplotlib__matplotlib-22719,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:56.709344,1,2,4,0.6989700043360189
3,5,2,4,2,2,2,1,3,"The problem statement includes an almost complete code patch showing exactly what needs to be done - adding async wrapper methods using sync_to_async. The pattern is straightforward (wrap sync method with sync_to_async), but requires understanding Django's related managers architecture across multiple manager types (reverse many-to-one, forward many-to-many, and generic relations). The fix is repetitive but must be applied consistently in three different files/locations.",django__django-16256,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:39.722114,2,11,55,1.7481880270062005
3,5,3,4,4,3,4,0,3,"The problem statement provides an extremely detailed analysis including the exact solution approach (overriding close_request to call connections.close_all() and handling SQLite thread-sharing). However, implementing it requires deep understanding of Django's database connection handling, Python's socketserver threading model, and the interaction between them. The race condition nature makes verification difficult, and the solution requires coordinating database connections across threads which is not a standard pattern.",django__django-14011,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:58.989432,2,3,24,1.3979400086720377
3,5,1,3,2,2,2,1,2,"The problem statement explicitly suggests reverting the __hash__ change from #31750, and the gold patch shows a trivial fix - simply removing the model-dependent parts of the hash tuple. The task is crystal clear with a reproducible example. The main knowledge needed is understanding Python's hash immutability contract and basic Django model field internals.",django__django-15315,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:22.636171,1,1,6,0.8450980400142568
1,4,3,4,4,3,3,0,4,"The problem is clearly described as a regression in pytest 5.2.3 where __init__.py files are incorrectly collected. However, the solution requires deep understanding of pytest's collection internals, specifically the PyobjMixin class and how Module collectors work. The fix involves removing eager mounting behavior and restructuring the obj property to avoid premature imports, which requires understanding the interaction between multiple pytest subsystems (collectors, markers, file discovery).",pytest-dev__pytest-6197,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:40.547474,1,3,24,1.3979400086720377
3,5,1,4,3,2,2,1,2,"The hints explicitly state the exact solution approach ('use getattr(self, ""_storage_callable"", self.storage) in both lines'). The fix is a simple 2-line change to check the callable reference before comparing to default_storage. However, understanding why this fix works requires knowledge of Django's field deconstruction mechanism and how callables are stored internally.",django__django-16493,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:42.117912,1,1,5,0.7781512503836436
1,4,1,4,3,3,2,1,2,"The problem clearly describes that partial objects lack function attributes like __name__, but doesn't hint at using wraps() as the solution. The fix itself is a simple one-liner wrapping the partial with wraps(method), but requires understanding of functools.wraps, functools.partial, and Django's method_decorator internals. The pattern of using wraps() to preserve function attributes is standard, but knowing to apply it to partial objects in this context requires domain-specific knowledge.",django__django-14787,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:13.411342,1,1,2,0.47712125471966244
2,3,2,4,3,3,2,1,3,"The problem statement hints at the solution approach ('use legacy encode() when DEFAULT_HASHING_ALGORITHM == sha1'). The fix requires understanding Django's session encoding internals and the transition between hashing algorithms, but the actual code change is straightforward - adding a conditional check in encode() and implementing _legacy_encode() mirroring the existing _legacy_decode() pattern. The tests clearly define expected behavior making verification easier.",django__django-13279,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:42.210837,1,2,9,1.0
3,5,2,3,2,1,2,1,2,The problem statement explicitly describes the exact solution: remove the 'using' parameter and use 'self.connection.alias' instead. The change is straightforward - modify the method signature and update callers. This is a common refactoring pattern (simplifying API by inferring parameters from instance state) requiring basic Django database operations knowledge.,django__django-12741,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:32.604641,2,2,9,1.0
1,4,1,3,2,2,2,1,2,"The problem clearly states that Path instances aren't being detected as duplicates, which hints at a type comparison issue. The fix is a simple one-liner converting Path objects to strings for comparison. This requires basic Django knowledge about fixture loading and understanding of Python's pathlib, but the pattern of converting Path to str for comparison is well-known.",django__django-15987,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:33.992436,1,1,2,0.47712125471966244
3,5,1,1,1,1,1,1,1,"This is a trivial typo fix where 'cotm' should be 'cothm'. The hint explicitly states the exact solution, the error message clearly points to the problematic line, and the fix is a single character change. No domain knowledge or complex reasoning is required - it's a mechanical correction of a variable name typo.",sympy__sympy-13480,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:23.706609,1,1,2,0.47712125471966244
2,4,1,3,2,3,2,1,2,"The problem clearly states that inspect.isfunction doesn't work for properties, and the hints directly suggest using inspect.isdatadescriptor as the solution. The fix is a simple one-line change adding an OR condition. The main challenge is knowing about Python's inspect module and understanding that properties are data descriptors, but this is well-documented in Python's standard library.",astropy__astropy-7166,claude-opus-4-5-20251101,anthropic,2026-01-24T15:43:56.951489,1,3,10,1.0413926851582251
1,4,1,3,3,2,2,1,2,"The error message clearly points to the exact location (fu.py line 504) where a comparison with complex number I fails. The fix is a simple guard clause checking if the exponent is real before attempting the comparison. However, understanding why this check is needed requires some knowledge of SymPy's type system and trigonometric simplification routines.",sympy__sympy-17139,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:37.873998,1,1,2,0.47712125471966244
3,5,1,3,2,1,2,1,2,"The problem statement provides the exact solution code change needed, making this trivial to implement. The fix is a simple one-liner that preserves existing kwargs['empty_label'] if provided instead of always overwriting it. The main requirement is understanding Django's ModelAdmin formfield customization pattern, but the solution is essentially handed to the developer.",django__django-15467,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:24.060397,1,1,4,0.6989700043360189
1,4,2,4,3,3,3,0,3,"The problem is clearly described with a concrete SQL example showing foreign keys to non-primary key fields. The solution requires understanding Django's inspectdb internals and introspection APIs (get_primary_key_column), but the actual fix is relatively simple - adding a conditional check and extra parameter. The fix must integrate with the existing relation handling code and requires knowing about Django's to_field parameter for foreign keys.",django__django-15037,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:16.507538,1,1,8,0.9542425094393249
1,4,3,3,3,2,3,1,3,"The task requires understanding Sphinx's linkcheck builder internals to modify URI checking logic. The solution involves adding file existence checks for local links, handling different URI schemes appropriately, and integrating with the existing ignore pattern mechanism. While the problem is clearly stated, the solution requires understanding the existing check flow and properly distinguishing between different link types (http, ftp, local files, anchors).",sphinx-doc__sphinx-7985,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:07.887242,1,2,17,1.255272505103306
3,5,2,4,3,3,3,0,3,"The hints section explicitly identifies the problematic line and explains that the value of `1` needs to be replaced with the world coordinate corresponding to the pixel value in the slice. The fix itself is simple (2 lines changed), but requires understanding WCS coordinate transformations and the SlicedLowLevelWCS wrapper internals. The problem is crystal clear with reproducible code, but the domain knowledge of astronomical coordinate systems is specialized.",astropy__astropy-13579,claude-opus-4-5-20251101,anthropic,2026-01-24T15:43:52.258499,1,2,4,0.6989700043360189
2,4,2,4,3,4,2,0,3,"The problem is clear (Python AST compilation fails on True/False/None identifiers in debug builds), and the hint provides a detailed alternative approach. However, the actual solution requires understanding Python AST internals and the specific constraint that True/False/None cannot be used as variable names in ast.Name nodes. The fix involves adding a prefix to identifiers during AST generation and stripping it during evaluation - a somewhat unusual pattern specific to this edge case.",pytest-dev__pytest-7324,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:40.742335,1,3,10,1.0413926851582251
3,5,3,3,3,2,3,1,4,"The problem statement explicitly identifies the exact line to change and the solution (return NotImplemented instead of False). However, the gold patch reveals this pattern must be applied across many files (basic.py, numbers.py, geometry, polys, physics, etc.) with additional subtle changes like using `self == other` instead of `self.__eq__(other)` in __ne__ methods. The complexity comes from identifying all affected locations and understanding the interaction between comparison methods across the codebase.",sympy__sympy-13091,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:24.215798,21,45,112,2.0530784434834195
3,5,1,3,1,1,2,1,2,"The problem statement explicitly describes the exact solution: expose warm_start in __init__, add documentation, and pass it to the parent class. The gold patch shows this is a trivial parameter exposure task requiring only adding a parameter to __init__ and passing it to super().__init__. The pattern is well-established in scikit-learn for exposing parent class parameters.",scikit-learn__scikit-learn-13496,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:50.814588,1,3,10,1.0413926851582251
0,4,1,4,3,3,2,1,2,"The problem is clearly described with a reproducible MCVE, but offers no hint at the solution. The fix itself is trivial - adding `drop=True` to a `.sel()` call - but requires deep understanding of xarray's coordinate handling and the difference between dropping coordinates during selection vs squeeze operations. The developer needs to understand why the 'y' coordinate persists through selection and causes merge conflicts when reconstructing the dataset.",pydata__xarray-4094,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:21.670409,1,1,2,0.47712125471966244
3,5,1,3,2,1,2,1,2,The problem statement explicitly describes the solution - create an escapeseq filter analogous to safeseq but for escaping. The gold patch shows this is a trivial 10-line addition following the exact pattern of safeseq. Requires Django template filter knowledge but the existing safeseq provides a direct template to follow.,django__django-16877,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:48.843202,1,1,10,1.0413926851582251
1,4,2,4,3,3,2,1,2,"The problem is clear (pickle fails with draggable legend) but the solution requires understanding matplotlib's internal architecture and Python's pickle protocol. The fix is elegant but non-obvious: converting a stored canvas attribute to a property that dynamically retrieves the canvas, avoiding the unpicklable FigureCanvasQTAgg reference. This pattern of using properties for picklability is known but requires domain knowledge to identify where to apply it.",matplotlib__matplotlib-25311,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:07.080082,1,2,4,0.6989700043360189
3,5,2,3,2,1,2,1,2,"The problem statement explicitly describes the missing parameter and references SimpleImputer's fill_value behavior. The solution is straightforward: add a fill_value parameter to IterativeImputer and pass it to the internal SimpleImputer. This follows a standard pattern of adding a parameter that gets forwarded to an internal component, requiring only framework-specific knowledge of scikit-learn's imputer classes and parameter validation patterns.",scikit-learn__scikit-learn-25232,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:56.843237,1,5,13,1.146128035678238
1,4,3,4,3,3,2,0,4,"The task requires deep understanding of pytest's unittest integration, specifically how it handles skip decorators and the --pdb flag interaction. The solution involves creating a helper function `_is_skipped()` and applying it consistently across three locations in the unittest module. The hint about the regression source (PR #7151) provides direction but not the actual solution approach.",pytest-dev__pytest-7236,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:39.732855,1,4,11,1.0791812460476249
2,4,2,3,2,2,2,1,2,"The problem clearly describes an API inconsistency where DataArray.integrate uses 'dim' while Dataset.integrate uses 'coord', and the solution should standardize on 'coord'. The fix involves a standard deprecation pattern - accepting both parameters temporarily, warning when the old one is used, and eventually removing it. The main complexity is understanding xarray's DataArray/Dataset API patterns and implementing proper deprecation warnings.",pydata__xarray-3993,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:21.397077,2,5,49,1.6989700043360187
3,4,4,5,4,4,3,0,4,"The hints section provides an exact solution approach including which classes to modify and how to change the data structure. However, implementing the fix requires deep understanding of Django's ORM internals, specifically the SQL compiler and query subqueries for multi-table inheritance (MTI). The solution involves coordinating changes across two files with complex logic around primary key chains and parent link relationships.",django__django-15563,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:28.185466,2,3,25,1.414973347970818
1,4,3,4,4,3,3,0,3,"The task requires understanding SymPy's set theory internals, particularly how `_complement` handles symbolic vs numeric elements. The solution involves ternary logic (True/False/Unknown) for containment checks and requires using `sift` to partition elements, then constructing a Union with an unevaluated Complement for unknown cases. The hints mention studying complement computation but don't reveal the ternary sifting approach needed.",sympy__sympy-13615,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:26.435134,1,1,12,1.1139433523068367
1,4,3,4,4,3,2,0,3,"The problem clearly demonstrates the bug with reproducible code showing that center=True is ignored during manual iteration. The solution requires understanding xarray's rolling window internals and correctly computing centered window offsets. The fix involves modifying the __iter__ method to account for centering by adjusting start/stop indices, requiring knowledge of how rolling windows work and careful reasoning about offset calculations for both centered and non-centered cases.",pydata__xarray-6744,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:28.326845,1,1,17,1.255272505103306
1,5,2,4,3,3,2,0,2,"The problem is crystal clear with detailed reproduction steps and expected behavior. However, the solution requires understanding Sphinx's internal domain/cross-reference system - specifically knowing that 'None' needs reftype='obj' instead of 'class' for proper linking. The fix itself is simple (a conditional check), but finding the right location and understanding why this distinction matters requires deep Sphinx internals knowledge.",sphinx-doc__sphinx-7454,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:03.848876,1,1,7,0.9030899869919435
0,4,1,4,2,2,2,1,2,"The fix is trivial - just adding a visibility check at the start of the draw() method in the 3D axes class. However, finding where to make this change requires understanding matplotlib's 3D axes architecture and knowing that Axes3D has its own draw() method that doesn't inherit the visibility check from the base class. This is a common pattern (early return on visibility check) but requires domain knowledge to locate the correct file and method.",matplotlib__matplotlib-23314,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:00.026405,1,1,2,0.47712125471966244
3,5,1,3,2,2,2,1,2,"The problem statement explicitly provides the exact fix needed (adding `or isinstance(estimator, type)` to line 51), making this trivial to implement. The issue is crystal clear with reproducible steps and expected behavior. The fix is a simple one-line condition addition, though it requires understanding sklearn's clone mechanism and the distinction between class types and instances.",scikit-learn__scikit-learn-12585,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:46.691334,1,1,2,0.47712125471966244
3,5,1,2,2,2,3,1,1,"The problem statement explicitly describes the root cause (cpu.shares/1024 = 0) and even suggests the exact solution ('append a ` or 1` at the end of this line'). The fix is trivial - just adding a check for avail_cpu == 0 and setting it to 1. The main challenge is understanding the Kubernetes CPU allocation context, but the problem statement provides all necessary details.",pylint-dev__pylint-6903,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:32.688215,1,1,7,0.9030899869919435
3,4,2,4,3,3,3,0,3,"The hints section contains the exact solution patch from Simon Charette, making the solution approach very clear. However, implementing it correctly requires deep understanding of Django's model inheritance internals, specifically how parent links work with `_meta.parents` and the relationship between pk attributes across inherited models. The fix itself is simple (3 lines) but understanding why it works requires knowledge of Django ORM's multi-table inheritance mechanism.",django__django-12273,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:30.340237,1,1,3,0.6020599913279624
2,4,1,3,2,2,2,1,2,The problem clearly states that non-disjoint cycles should be allowed and applied left-to-right. The solution is a simple conditional change - removing the ValueError for duplicates when in cycle mode. Requires understanding of permutation cycle notation but the fix itself is straightforward removal of an overly restrictive check.,sympy__sympy-12481,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:21.621623,1,1,8,0.9542425094393249
2,4,3,3,3,2,2,1,2,"The problem statement clearly identifies the regex issue and even provides a partial fix hint. However, the gold patch shows a more comprehensive solution that introduces a separate 'sign' capture group rather than just adding '-?' to the lookahead. This requires understanding regex patterns and the semantic meaning of negative durations (leading minus negates entire value vs. per-component negation). The fix is localized to the regex pattern with straightforward testing.",django__django-10999,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:02.838489,1,1,7,0.9030899869919435
3,4,1,4,3,3,2,1,3,"The hints section explicitly provides the exact solution code with a diff showing the 2-line fix. However, understanding WHY this fix works requires deep knowledge of matplotlib's rendering pipeline, specifically how renderers are obtained and passed through the axes_grid1 toolkit. The actual code change is trivial (null check and fallback), but identifying that the renderer being None is the root cause requires understanding the interaction between tight_layout, get_window_extent, and the AnchoredLocatorBase.__call__ method.",matplotlib__matplotlib-26291,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:11.180869,1,1,2,0.47712125471966244
3,5,1,3,2,2,2,1,2,"The problem statement explicitly provides the exact solution code change needed (adding a None check before appending the validator), references existing precedent in BinaryField.__init__, and even includes performance benchmarks. The fix is trivial - a single conditional wrapper around one line. The main requirement is understanding Django's field validation system, but the solution is spelled out completely.",django__django-15277,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:20.410005,1,1,3,0.6020599913279624
2,4,2,4,4,3,3,1,3,"The hint explicitly identifies the problematic line and explains the faulty assumption (product of sum ≠ sum of products). The fix requires understanding that products can be converted to sums via logarithms (product = exp(sum(log))), which is a standard mathematical identity but requires domain knowledge of symbolic math. The code change is simple (2 lines) but requires understanding the mathematical relationship and SymPy's Sum/Product internals.",sympy__sympy-13551,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:24.911428,1,1,4,0.6989700043360189
3,5,1,2,1,1,2,1,2,"The problem statement explicitly provides the exact solution (adding Min and Max to _known_functions dictionary), and the hints confirm this approach. The fix is trivial - just adding two entries to an existing dictionary. The pattern follows existing code (Abs is already mapped to abs), making this a very straightforward extension with minimal domain knowledge required.",sympy__sympy-22914,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:52.263324,1,1,2,0.47712125471966244
3,5,1,4,3,2,2,1,2,"The hints section explicitly provides the exact patch and explains the underlying issue (BaseExpression.get_group_by_cols returning [self] while Value returns []). The fix is trivial - just adding a 3-line method override to delegate to the wrapped expression. However, understanding why this fix works requires knowledge of Django's ORM expression system and how GROUP BY columns are resolved.",django__django-13012,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:35.391494,1,1,3,0.6020599913279624
1,4,2,4,3,3,2,1,3,"The problem is clearly described with a reproducible example, but the solution requires deep understanding of Django's ORM query compiler internals. The fix itself is simple (clone the query before modifying), but recognizing that mutation of shared query objects causes the bug requires understanding how composed queries work internally. The pattern of cloning before mutation is standard, but knowing where to apply it in Django's SQL compiler requires domain expertise.",django__django-11490,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:16.245250,1,1,1,0.3010299956639812
3,5,2,3,2,2,2,1,2,"The task description includes the exact solution code in the hints section, making the fix straightforward to implement. The problem is clearly described with reproduction steps and the error message. The fix involves adding a simple empty-list check before calling pop() in two locations, which is a common defensive programming pattern.",sphinx-doc__sphinx-7462,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:03.753075,2,2,20,1.3222192947339193
3,5,1,3,2,1,2,1,2,"The problem statement explicitly provides the exact solution code needed - adding a None check before the comparison. The fix is a trivial one-liner adding a guard condition. While some Django formsets knowledge helps understand the context, the solution is directly spelled out and follows the common pattern of checking for None before comparison operations.",django__django-16569,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:45.027731,1,1,4,0.6989700043360189
3,5,1,3,2,2,2,1,2,"The problem statement explicitly provides the exact solution: replacing `password.help_text.format(""../password/"")` with `password.help_text.format(f""../../{self.instance.pk}/password/"")`. The fix is a trivial one-line change that requires understanding Django admin URL patterns and the to_field parameter behavior, but the solution is completely spelled out in the task description.",django__django-16139,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:37.961559,1,1,4,0.6989700043360189
3,4,2,4,3,2,3,1,2,"The hints section provides the exact solution code patch, making implementation straightforward. However, understanding why this fix is needed requires knowledge of SymPy's polynomial system, Piecewise expressions, and how Mod evaluation works. The fix itself is a simple try-except wrapper around the gcd call, which is a standard defensive programming pattern.",sympy__sympy-21379,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:48.350964,1,2,12,1.1139433523068367
3,5,2,4,3,2,2,1,2,"The hints section provides an extremely detailed discussion that identifies the exact culprit (`_entry` method in `Identity` class) and the exact solution (use `KroneckerDelta` instead of simple equality checks). The fix itself is simple - changing how the `_entry` method handles symbolic indices using `Eq()` and `KroneckerDelta`. However, understanding why this fix works requires knowledge of SymPy's symbolic computation internals and how symbolic equality differs from Python equality.",sympy__sympy-12419,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:22.359361,1,3,10,1.0413926851582251
3,4,1,3,2,1,2,1,2,"The hints section explicitly provides the exact solution code (`def __hash__(self): return hash(self.value)`), making this trivial to implement. The fix is a standard Python pattern for making objects hashable. The main challenge is understanding Django's forms system and the ModelChoiceIteratorValue class, but the solution itself is a simple 2-line addition.",django__django-14915,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:13.934429,1,1,3,0.6020599913279624
1,4,3,4,3,3,2,0,3,"The problem is clearly described with expected behavior, but solving it requires understanding Sphinx's Napoleon extension internals, specifically how docstring fields are parsed and consumed. The solution involves adding a 'multiple' parameter to split comma-separated parameter names and modifying the parameters section parser to use this feature. The changes touch multiple methods and require understanding the flow between _consume_fields and _parse_parameters_section.",sphinx-doc__sphinx-8056,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:08.454368,1,2,13,1.146128035678238
3,4,2,4,3,2,2,1,3,"The hints explicitly provide the exact solution code (adding `sq.is_positive` check), making implementation straightforward once identified. However, understanding why this fix works requires knowledge of SymPy's symbolic math internals, particularly how split_surds handles complex numbers vs positive rationals. The fix itself is a simple guard condition addition, but reasoning about when sqargs need to be both Rational AND positive requires domain expertise in the sqrtdenest algorithm.",sympy__sympy-17318,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:39.285980,2,3,9,1.0
3,5,2,3,2,2,3,1,2,"The problem statement explicitly provides the exact solution: check if the first item is """", ""."", or os.getcwd() before removing. The fix is straightforward - adding a conditional check before sys.path.pop(0). The main complexity is understanding why sys.path manipulation is needed and the edge cases around PYTHONPATH behavior, but the solution approach is clearly specified.",pylint-dev__pylint-7277,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:33.920307,1,1,5,0.7781512503836436
1,4,1,4,3,2,2,1,2,"The problem clearly shows that equivalent dimensions (velocity vs acceleration*time) aren't being recognized as equal. The fix is a simple one-line change replacing direct equality check with a call to `equivalent_dims()`. However, finding this solution requires knowledge of SymPy's dimension system internals to know that `equivalent_dims` method exists and handles this case.",sympy__sympy-24213,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:55.022360,1,1,2,0.47712125471966244
1,4,4,5,4,4,3,0,4,"This fix requires deep understanding of matplotlib's figure layout system, GridSpec positioning, subfigure transforms, and how layout engines interact with spacing. The solution involves manually computing grid positions when no layout engine is present and updating subfigure transforms, which is non-obvious. The hints mention constrained layout working but don't directly indicate the solution of using `get_grid_positions` and `_redo_transform_rel_fig`.",matplotlib__matplotlib-25960,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:07.674741,1,2,18,1.2787536009528289
3,4,2,4,3,2,2,1,3,"The hints explicitly identify the bug location (generate_altered_fields) and the exact fix needed (_get_dependencies_for_foreign_key). The solution is straightforward once located - adding dependency tracking when a field changes to a FK. However, it requires deep knowledge of Django's migration autodetector internals and understanding how dependencies flow between migrations across apps.",django__django-11740,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:18.669700,1,3,5,0.7781512503836436
1,4,2,4,3,3,2,0,3,"The problem clearly shows the asymmetric comparison behavior, suggesting the fix should make both comparisons consistent. The solution requires understanding SymPy's number system and the order of checks in the __eq__ method - specifically that Boolean checks must happen before the 'not self' check for zero values. The fix is a simple reordering of conditional checks, but finding the right order requires understanding the type hierarchy and comparison semantics.",sympy__sympy-20801,claude-opus-4-5-20251101,anthropic,2026-01-24T15:47:47.797246,1,2,4,0.6989700043360189
3,5,1,2,2,1,2,1,1,The problem statement explicitly identifies the exact bug (UnboundLocalError due to 'substitutions' not being initialized before the loop) and even links to the specific line of code. The fix is trivial - just initialize 'substitutions = False' before the loop. This is a classic 'uninitialized variable' bug pattern that any developer would recognize.,django__django-14493,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:06.688700,1,1,1,0.3010299956639812
1,4,3,4,4,3,3,0,3,"The bug involves subtle string indexing logic when handling HTML-escaped characters in URLs with trailing punctuation. The fix requires understanding how escaped vs unescaped string lengths differ and correctly computing indices to extract the right portions. The solution involves fixing index calculations in the trim_punctuation function, requiring deep understanding of Django's urlize internals and careful reasoning about character counting with HTML entities.",django__django-14539,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:08.438718,1,1,5,0.7781512503836436
3,5,1,4,2,2,2,1,3,"The problem statement explicitly describes the exact code to remove and the solution approach. The gold patch is simply deleting 7 lines of code that auto-transform structured arrays into NdarrayMixin. While understanding WHY this change is safe requires deep knowledge of astropy's table internals and the history of Column vs NdarrayMixin, the actual implementation is trivial once the decision is made.",astropy__astropy-13236,claude-opus-4-5-20251101,anthropic,2026-01-24T15:43:52.870103,1,1,7,0.9030899869919435
1,5,2,4,3,3,2,1,3,"The problem is crystal clear with a minimal reproducible example and references to a related issue (#7215). The fix requires understanding pytest's unittest integration internals, specifically how `_is_skipped` works and the relationship between test methods and their parent classes. The solution is relatively simple once understood - just check both the test method AND the parent class for skip markers - but finding this requires knowledge of pytest's internal class hierarchy (UnitTestCase, parent.obj).",pytest-dev__pytest-10081,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:34.258295,1,1,5,0.7781512503836436
0,4,2,4,3,3,3,1,3,"The problem clearly describes a regression where aggregate over window functions stopped working in Django 4.2. The fix requires deep understanding of Django's ORM query compilation, specifically how aggregation queries decide when to use subqueries. The solution follows an existing pattern (similar to refs_subquery handling) but requires knowledge of Django internals to identify that window functions need special handling like subqueries do.",django__django-17084,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:51.644508,1,3,6,0.8450980400142568
3,4,1,4,3,3,2,1,2,"The solution is explicitly provided in the hints section with exact code diff, making implementation trivial. However, understanding WHY this fix works requires deep Django ORM knowledge about expressions, the filterable attribute, and resolve_expression. The actual code change is a simple one-liner adding a hasattr check, but finding it without the hint would require understanding Django's query building internals.",django__django-13028,claude-opus-4-5-20251101,anthropic,2026-01-24T15:44:37.327091,1,1,5,0.7781512503836436
0,4,2,4,3,3,2,0,3,"The problem clearly shows an IndexError when using scalar arguments with keep_attrs=True, but provides no hint about the solution. The fix requires understanding xarray's attribute handling internals - specifically that the original code tried to access attrs from a list that doesn't contain scalar arguments, and the solution is to directly get attrs from x using getattr with a fallback. The change is simple once understood but requires knowledge of apply_ufunc's attribute collection behavior.",pydata__xarray-6461,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:24.546356,1,1,3,0.6020599913279624
0,3,2,4,3,3,3,0,3,"The problem statement describes a test failure with LogNorm but doesn't hint at the solution. The fix requires understanding matplotlib's image rendering pipeline and how LogNorm handles edge cases with zero/negative values. The actual code change is simple (adjusting a conditional), but finding the right location and understanding why s_vmin could be exactly 0 (not just negative) requires domain knowledge of the normalization process.",matplotlib__matplotlib-20488,claude-opus-4-5-20251101,anthropic,2026-01-24T15:45:54.520746,1,1,6,0.8450980400142568
3,5,1,3,2,1,2,1,2,"The hints section explicitly provides the exact solution - adding an underscore prefix to fixture names in multiple locations. The fix is trivial (just adding '_' to string prefixes in 5 places), but requires knowing pytest's fixture naming conventions and where these fixtures are generated. The problem and expected behavior are crystal clear with minimal example provided.",pytest-dev__pytest-8399,claude-opus-4-5-20251101,anthropic,2026-01-24T15:46:43.367028,2,5,10,1.0413926851582251
