instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
django__django-16139,3,5,3,2,2,2,0,4,4,5,2,1,5,1,2,2,3,2,1,2,2026-03-07T02:10:11.941279,claude-sonnet-4-6,anthropic,django__django-16139,5,2,5
sympy__sympy-21379,3,5,4,3,3,2,1,5,5,4,4,3,5,1,2,3,2,3,2,3,2026-03-07T02:13:14.602866,claude-sonnet-4-6,anthropic,sympy__sympy-21379,3,3,4
sympy__sympy-12419,3,5,4,3,2,2,1,4,5,5,3,2,5,1,3,3,2,2,2,3,2026-03-07T02:20:00.190537,claude-sonnet-4-6,anthropic,sympy__sympy-12419,4,2,5
django__django-14915,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,3,2,2,1,2,2026-03-07T02:10:01.007238,claude-sonnet-4-6,anthropic,django__django-14915,5,2,5
sphinx-doc__sphinx-8056,1,4,4,3,2,2,0,3,4,4,3,2,4,1,2,3,2,2,2,3,2026-03-07T02:11:04.945039,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8056,4,2,4
sympy__sympy-17318,3,5,4,3,2,2,0,5,5,4,3,2,5,1,2,3,2,3,2,3,2026-03-07T02:13:09.718805,claude-sonnet-4-6,anthropic,sympy__sympy-17318,5,2,4
pylint-dev__pylint-7277,3,5,2,2,2,2,1,4,5,4,2,1,5,1,2,4,2,4,1,2,2026-03-07T02:10:39.328102,claude-sonnet-4-6,anthropic,pylint-dev__pylint-7277,5,2,5
sympy__sympy-24213,0,4,4,3,2,2,0,5,5,3,2,1,4,1,2,2,2,1,1,3,2026-03-07T02:13:19.092369,claude-sonnet-4-6,anthropic,sympy__sympy-24213,5,2,5
matplotlib__matplotlib-25960,1,4,4,4,3,3,0,3,5,3,4,2,4,0,3,3,3,2,3,4,2026-03-07T02:10:26.132503,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25960,4,2,5
django__django-11740,3,5,4,3,3,2,0,4,4,4,3,2,4,1,2,2,2,2,2,3,2026-03-07T02:09:29.624799,claude-sonnet-4-6,anthropic,django__django-11740,4,2,4
sympy__sympy-20801,1,4,4,4,3,2,0,4,5,4,3,1,5,1,3,3,2,3,2,3,2026-03-07T02:13:12.915103,claude-sonnet-4-6,anthropic,sympy__sympy-20801,4,2,5
django__django-14493,2,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,2,1,2,2026-03-07T02:09:56.033051,claude-sonnet-4-6,anthropic,django__django-14493,5,2,5
django__django-14539,0,5,4,4,3,2,0,5,5,5,3,1,5,1,2,2,1,2,2,2,2026-03-07T02:09:55.137998,claude-sonnet-4-6,anthropic,django__django-14539,5,2,5
astropy__astropy-13236,3,5,3,2,1,2,1,4,4,5,1,2,5,1,3,4,3,3,1,3,2026-03-07T02:09:29.251220,claude-sonnet-4-6,anthropic,astropy__astropy-13236,5,3,5
pytest-dev__pytest-10081,1,5,4,3,3,2,0,5,5,5,2,1,5,1,1,4,3,3,2,3,2026-03-07T02:10:42.562280,claude-sonnet-4-6,anthropic,pytest-dev__pytest-10081,4,2,5
django__django-17084,1,4,5,4,3,3,0,4,5,3,4,2,5,1,2,2,3,2,2,3,2026-03-07T02:10:19.413332,claude-sonnet-4-6,anthropic,django__django-17084,3,2,5
django__django-13028,3,5,4,2,3,2,0,5,5,4,2,1,5,1,1,2,2,2,1,2,2026-03-07T02:09:41.103450,claude-sonnet-4-6,anthropic,django__django-13028,5,2,5
pydata__xarray-6461,1,4,3,3,2,2,1,5,5,3,2,1,4,1,2,2,2,2,1,2,2026-03-07T02:10:34.558695,claude-sonnet-4-6,anthropic,pydata__xarray-6461,5,2,5
matplotlib__matplotlib-20488,1,4,4,3,3,3,0,5,4,3,3,2,4,1,2,3,3,3,1,3,2026-03-07T02:10:19.356430,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-20488,4,3,4
pytest-dev__pytest-8399,3,5,3,1,2,2,1,4,5,5,2,2,5,1,2,4,3,3,1,2,2026-03-07T02:10:47.160920,claude-sonnet-4-6,anthropic,pytest-dev__pytest-8399,5,1,5
matplotlib__matplotlib-20826,2,4,4,3,3,3,0,4,5,4,4,2,5,0,2,2,2,1,2,3,2026-03-07T02:10:21.079226,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-20826,4,3,4
django__django-15851,3,5,2,1,1,1,1,4,5,5,1,1,5,1,2,2,1,1,1,2,2026-03-07T02:10:06.897368,claude-sonnet-4-6,anthropic,django__django-15851,5,2,5
sympy__sympy-19783,1,4,4,3,2,2,1,3,5,4,3,2,4,1,2,4,2,3,2,3,2026-03-07T02:13:11.353221,claude-sonnet-4-6,anthropic,sympy__sympy-19783,4,2,4
pytest-dev__pytest-5840,2,4,4,3,3,3,1,5,4,4,4,2,5,1,2,3,2,3,3,3,2026-03-07T02:19:45.628505,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5840,4,2,4
django__django-10097,2,4,3,3,2,2,1,4,4,4,2,1,4,1,3,3,1,3,2,2,2026-03-07T02:05:36.866571,claude-sonnet-4-6,anthropic,django__django-10097,5,2,5
sympy__sympy-22714,1,4,4,3,3,2,0,5,5,4,3,1,5,1,2,1,1,1,1,2,2026-03-07T02:13:15.950384,claude-sonnet-4-6,anthropic,sympy__sympy-22714,5,2,5
django__django-11239,2,4,3,2,1,2,1,3,4,4,1,1,4,1,1,3,3,2,1,2,2026-03-07T02:09:28.399563,claude-sonnet-4-6,anthropic,django__django-11239,5,2,5
django__django-15503,2,4,4,4,4,3,0,4,5,4,4,2,5,1,2,4,3,4,3,3,2026-03-07T02:10:05.185866,claude-sonnet-4-6,anthropic,django__django-15503,4,2,5
sympy__sympy-24443,2,4,4,3,3,2,0,5,5,4,3,1,5,1,2,2,2,2,3,3,2026-03-07T02:11:25.695937,claude-sonnet-4-6,anthropic,sympy__sympy-24443,5,2,5
django__django-15368,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,2,2,1,1,2,2026-03-07T02:10:02.656608,claude-sonnet-4-6,anthropic,django__django-15368,5,2,5
matplotlib__matplotlib-23476,2,4,4,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,1,3,2026-03-07T02:10:24.667502,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-23476,4,2,4
django__django-15104,3,5,3,1,2,1,1,5,5,5,2,1,5,1,1,2,2,2,1,2,2026-03-07T02:10:00.930371,claude-sonnet-4-6,anthropic,django__django-15104,5,1,5
django__django-15554,1,4,5,4,4,3,0,3,4,3,5,3,4,0,3,2,3,2,4,4,2026-03-07T02:10:07.722034,claude-sonnet-4-6,anthropic,django__django-15554,3,3,4
django__django-13195,2,4,3,3,2,2,1,4,3,4,2,3,4,1,2,4,2,3,2,3,2026-03-07T02:09:41.542998,claude-sonnet-4-6,anthropic,django__django-13195,5,2,5
sympy__sympy-15349,1,4,4,3,2,2,1,4,5,4,2,1,4,1,3,3,2,2,1,2,2026-03-07T02:20:04.932781,claude-sonnet-4-6,anthropic,sympy__sympy-15349,5,2,5
scikit-learn__scikit-learn-25747,3,5,3,2,2,2,0,5,5,3,2,1,5,1,3,2,2,2,1,2,2026-03-07T02:19:50.756234,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25747,5,2,5
django__django-16801,2,5,3,2,2,2,0,4,3,4,2,1,4,1,2,2,2,1,2,3,2026-03-07T02:10:16.134689,claude-sonnet-4-6,anthropic,django__django-16801,5,2,5
django__django-14580,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,1,2,2026-03-07T02:09:55.337690,claude-sonnet-4-6,anthropic,django__django-14580,4,2,5
sympy__sympy-20154,2,5,2,1,1,2,1,3,4,4,1,1,4,1,2,4,2,3,1,2,2026-03-07T02:11:21.320912,claude-sonnet-4-6,anthropic,sympy__sympy-20154,5,2,5
pytest-dev__pytest-5787,1,4,4,4,3,3,0,4,5,5,4,2,5,1,2,4,4,3,4,3,2026-03-07T02:12:32.120855,claude-sonnet-4-6,anthropic,pytest-dev__pytest-5787,4,2,4
django__django-13212,2,4,3,2,1,2,1,3,3,4,2,2,4,1,2,5,3,4,1,2,2026-03-07T02:09:42.113710,claude-sonnet-4-6,anthropic,django__django-13212,5,2,4
pylint-dev__pylint-4661,2,4,2,2,2,2,1,3,2,4,2,2,4,1,4,2,1,2,2,3,2026-03-07T02:10:37.967551,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4661,5,2,5
sphinx-doc__sphinx-10435,2,4,4,3,3,3,0,5,5,5,2,1,5,1,1,2,2,1,1,2,2026-03-07T02:10:55.011381,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10435,5,2,5
sympy__sympy-20590,3,5,3,2,2,1,1,4,5,4,2,2,5,1,1,2,2,2,1,2,2026-03-07T02:11:24.168805,claude-sonnet-4-6,anthropic,sympy__sympy-20590,4,2,5
django__django-16315,3,5,4,3,2,2,1,5,4,5,2,2,4,1,2,3,3,2,3,3,2026-03-07T02:10:10.607957,claude-sonnet-4-6,anthropic,django__django-16315,4,3,3
psf__requests-2317,2,4,3,2,2,2,1,4,3,4,2,1,4,1,2,1,1,1,1,2,2026-03-07T02:10:30.789401,claude-sonnet-4-6,anthropic,psf__requests-2317,5,2,5
django__django-14017,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,2,3,1,3,2026-03-07T02:09:53.278822,claude-sonnet-4-6,anthropic,django__django-14017,5,2,5
django__django-13551,3,5,3,2,2,2,1,4,4,4,2,1,4,1,3,4,3,4,2,2,2026-03-07T02:09:45.211942,claude-sonnet-4-6,anthropic,django__django-13551,5,2,5
matplotlib__matplotlib-26208,1,4,4,4,4,2,0,4,5,4,4,2,5,0,2,3,2,2,1,3,2026-03-07T02:10:27.718856,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26208,3,3,4
sympy__sympy-19346,2,5,3,2,1,2,1,4,5,5,1,1,5,1,1,4,2,4,2,2,2026-03-07T02:13:09.820293,claude-sonnet-4-6,anthropic,sympy__sympy-19346,5,2,5
django__django-15128,2,4,5,4,4,3,0,5,5,3,4,2,5,0,3,3,3,2,4,4,2026-03-07T02:10:01.028129,claude-sonnet-4-6,anthropic,django__django-15128,4,3,4
django__django-13121,0,4,5,4,4,3,0,5,5,3,4,3,4,0,3,2,2,2,4,4,2026-03-07T02:09:39.812469,claude-sonnet-4-6,anthropic,django__django-13121,4,2,4
scikit-learn__scikit-learn-10844,3,5,2,2,1,2,1,5,3,4,2,1,4,1,1,2,1,2,1,2,2026-03-07T02:10:47.922902,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-10844,5,1,5
django__django-12419,3,5,2,1,1,1,1,3,2,5,1,1,4,1,4,1,2,1,1,2,2026-03-07T02:09:37.348141,claude-sonnet-4-6,anthropic,django__django-12419,5,2,4
django__django-13658,3,5,2,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,1,2,2026-03-07T02:09:46.289469,claude-sonnet-4-6,anthropic,django__django-13658,5,1,5
django__django-14349,2,4,3,2,2,2,1,5,4,3,2,1,5,1,2,4,2,4,1,2,2026-03-07T02:09:52.575516,claude-sonnet-4-6,anthropic,django__django-14349,5,2,5
sphinx-doc__sphinx-7910,3,5,3,2,2,2,1,5,3,4,2,1,4,1,1,2,2,2,1,2,2026-03-07T02:10:57.380197,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7910,5,2,5
django__django-11848,2,4,3,3,2,3,1,4,3,5,2,1,4,1,2,4,4,4,2,2,2026-03-07T02:09:32.595032,claude-sonnet-4-6,anthropic,django__django-11848,5,2,5
django__django-13033,3,5,4,3,3,2,0,4,5,4,4,2,5,0,2,3,2,3,2,3,2026-03-07T02:09:38.692970,claude-sonnet-4-6,anthropic,django__django-13033,4,2,4
sympy__sympy-15345,1,5,3,2,2,1,1,4,5,5,2,1,4,1,1,2,1,2,1,2,2026-03-07T02:11:13.507599,claude-sonnet-4-6,anthropic,sympy__sympy-15345,4,2,5
django__django-16661,2,4,5,4,4,2,0,4,5,4,4,2,5,0,3,4,3,3,3,3,2026-03-07T02:10:17.166358,claude-sonnet-4-6,anthropic,django__django-16661,4,2,5
django__django-12858,1,4,4,3,3,2,0,5,5,4,3,2,5,1,1,2,1,2,1,3,2026-03-07T02:09:37.548366,claude-sonnet-4-6,anthropic,django__django-12858,4,2,5
scikit-learn__scikit-learn-25931,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,2,2,1,2,3,2026-03-07T02:10:53.666180,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25931,5,2,4
mwaskom__seaborn-3069,2,4,4,3,3,2,0,3,2,4,3,3,4,0,2,4,2,3,3,3,2026-03-07T02:10:28.730859,claude-sonnet-4-6,anthropic,mwaskom__seaborn-3069,4,3,3
scikit-learn__scikit-learn-11310,2,5,3,2,1,2,1,3,5,5,1,1,5,1,2,2,1,1,1,2,2026-03-07T02:19:49.998500,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-11310,5,1,5
sympy__sympy-18189,3,5,2,1,1,1,1,4,5,5,2,1,5,1,2,3,2,2,1,2,2026-03-07T02:11:18.316760,claude-sonnet-4-6,anthropic,sympy__sympy-18189,4,2,5
django__django-12663,3,5,4,3,4,2,0,5,5,4,4,2,5,0,2,2,3,1,2,3,2026-03-07T02:09:37.837345,claude-sonnet-4-6,anthropic,django__django-12663,4,3,4
scikit-learn__scikit-learn-10297,2,5,3,2,1,2,1,5,5,4,1,1,5,1,2,4,2,3,1,2,2026-03-07T02:19:49.789010,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-10297,5,2,5
pylint-dev__pylint-6386,1,4,4,3,3,2,0,5,5,4,3,3,5,1,2,1,1,1,3,3,2026-03-07T02:10:38.214087,claude-sonnet-4-6,anthropic,pylint-dev__pylint-6386,4,2,5
django__django-14534,3,5,3,2,2,2,1,5,4,5,2,1,5,1,3,3,2,2,1,3,2026-03-07T02:09:55.716558,claude-sonnet-4-6,anthropic,django__django-14534,5,2,5
django__django-14373,2,5,2,1,1,1,1,4,3,4,1,1,3,1,2,2,1,2,1,1,2026-03-07T02:09:54.089883,claude-sonnet-4-6,anthropic,django__django-14373,5,2,5
django__django-15098,2,5,3,2,2,2,1,4,5,5,3,2,5,1,3,4,2,4,1,3,2026-03-07T02:10:00.433266,claude-sonnet-4-6,anthropic,django__django-15098,3,2,5
sympy__sympy-23534,0,4,3,2,2,2,0,4,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-07T02:13:18.933433,claude-sonnet-4-6,anthropic,sympy__sympy-23534,5,2,5
django__django-14631,3,5,4,3,3,3,0,4,4,4,3,3,4,0,3,3,3,3,4,4,2026-03-07T02:09:59.053247,claude-sonnet-4-6,anthropic,django__django-14631,4,3,4
django__django-11433,1,4,4,3,3,2,0,3,3,4,3,1,3,1,3,4,3,4,2,3,2026-03-07T02:05:35.619735,claude-sonnet-4-6,anthropic,django__django-11433,4,2,5
psf__requests-1921,2,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,2,1,3,2026-03-07T02:10:30.634159,claude-sonnet-4-6,anthropic,psf__requests-1921,4,2,5
django__django-16899,2,5,3,1,1,1,1,4,3,5,1,1,4,1,1,3,2,2,1,2,2026-03-07T02:10:16.492275,claude-sonnet-4-6,anthropic,django__django-16899,5,1,5
psf__requests-2931,1,4,3,3,2,2,1,3,5,4,2,1,4,1,2,1,1,1,2,3,2026-03-07T02:10:30.285144,claude-sonnet-4-6,anthropic,psf__requests-2931,5,3,4
astropy__astropy-14182,1,5,4,3,2,2,1,5,5,5,2,2,5,1,2,4,3,3,3,3,2026-03-07T02:05:37.577371,claude-sonnet-4-6,anthropic,astropy__astropy-14182,5,2,5
django__django-12209,3,4,4,3,3,3,0,4,5,4,3,2,5,1,2,2,2,2,1,3,2026-03-07T02:09:35.236803,claude-sonnet-4-6,anthropic,django__django-12209,4,2,5
django__django-11999,3,5,3,2,2,2,1,4,5,4,3,1,5,1,2,2,1,1,1,2,2026-03-07T02:09:33.188948,claude-sonnet-4-6,anthropic,django__django-11999,4,2,5
sympy__sympy-15017,1,5,3,2,2,2,1,4,5,5,2,1,5,1,3,3,2,3,1,2,2026-03-07T02:20:04.797979,claude-sonnet-4-6,anthropic,sympy__sympy-15017,5,2,4
sphinx-doc__sphinx-10614,1,4,4,4,3,4,0,4,5,4,3,2,5,1,2,4,4,4,2,3,2026-03-07T02:12:44.002241,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10614,4,2,5
scikit-learn__scikit-learn-13439,2,5,2,1,1,1,1,4,5,5,1,1,5,1,1,1,1,1,1,2,2026-03-07T02:12:37.833038,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13439,5,1,5
sympy__sympy-13878,2,5,4,3,2,3,1,4,5,5,2,2,5,1,2,4,3,3,3,2,2026-03-07T02:13:05.180366,claude-sonnet-4-6,anthropic,sympy__sympy-13878,5,2,4
sphinx-doc__sphinx-11510,3,5,5,4,4,3,0,4,5,5,4,3,5,0,3,4,3,3,4,4,2026-03-07T02:10:56.663554,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-11510,4,2,4
django__django-14559,3,5,3,2,1,2,1,3,3,4,1,1,4,1,2,4,2,4,1,2,2026-03-07T02:09:56.186237,claude-sonnet-4-6,anthropic,django__django-14559,5,2,5
django__django-13964,3,5,4,3,3,2,0,4,5,5,3,1,5,1,3,2,2,2,1,3,2026-03-07T02:09:52.514928,claude-sonnet-4-6,anthropic,django__django-13964,4,3,4
django__django-14608,2,4,3,2,2,2,1,3,2,4,2,1,3,1,2,3,2,2,1,2,2026-03-07T02:09:57.350555,claude-sonnet-4-6,anthropic,django__django-14608,4,2,5
django__django-13821,2,5,2,1,1,1,1,3,2,5,1,1,4,1,3,1,3,2,1,2,2026-03-07T02:09:48.354904,claude-sonnet-4-6,anthropic,django__django-13821,5,2,5
django__django-14034,2,4,4,4,4,3,0,4,5,4,4,2,5,1,3,3,2,2,3,3,2026-03-07T02:09:50.531141,claude-sonnet-4-6,anthropic,django__django-14034,4,2,5
pydata__xarray-6992,1,3,5,5,4,3,0,4,5,2,5,4,4,0,4,4,3,4,5,4,2026-03-07T02:10:36.899552,claude-sonnet-4-6,anthropic,pydata__xarray-6992,5,2,5
django__django-16662,2,5,3,2,2,2,1,4,3,5,2,1,4,1,1,2,2,1,1,2,2026-03-07T02:10:16.016693,claude-sonnet-4-6,anthropic,django__django-16662,5,1,5
django__django-13933,2,5,3,1,1,1,1,4,3,5,1,1,5,1,2,2,2,2,1,2,2026-03-07T02:09:49.371734,claude-sonnet-4-6,anthropic,django__django-13933,5,2,5
sphinx-doc__sphinx-7440,1,4,4,3,2,2,1,4,4,3,3,2,4,1,3,3,3,2,1,3,2026-03-07T02:12:44.261205,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-7440,4,2,5
pytest-dev__pytest-7432,2,5,4,3,2,2,0,4,5,5,2,1,5,1,2,3,2,2,2,3,2026-03-07T02:19:44.744560,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7432,5,2,5
scikit-learn__scikit-learn-14629,3,5,3,2,1,2,1,5,5,4,2,2,5,1,2,3,2,2,2,3,2026-03-07T02:19:50.894151,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14629,5,2,4
sympy__sympy-23262,1,5,3,2,2,1,1,5,5,5,2,1,5,1,2,2,1,2,1,2,2026-03-07T02:11:25.179119,claude-sonnet-4-6,anthropic,sympy__sympy-23262,4,2,5
django__django-13925,1,4,4,3,2,2,0,4,3,4,3,2,4,1,2,4,2,4,2,3,2026-03-07T02:09:48.565066,claude-sonnet-4-6,anthropic,django__django-13925,4,2,4
astropy__astropy-13453,3,5,4,2,2,2,0,4,5,5,2,1,5,1,2,3,2,2,1,3,2026-03-07T02:05:38.766437,claude-sonnet-4-6,anthropic,astropy__astropy-13453,4,2,5
sympy__sympy-21930,3,5,2,1,1,1,1,4,5,5,2,1,5,1,2,4,2,3,1,2,2026-03-07T02:11:21.357275,claude-sonnet-4-6,anthropic,sympy__sympy-21930,4,2,4
sympy__sympy-24661,3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,4,2,3,3,3,2026-03-07T02:11:27.561078,claude-sonnet-4-6,anthropic,sympy__sympy-24661,4,2,5
sphinx-doc__sphinx-8035,2,4,4,3,2,2,1,3,2,4,3,2,3,1,4,2,2,1,3,3,2026-03-07T02:12:44.591875,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8035,4,2,4
django__django-14999,2,4,4,3,2,2,1,3,2,4,2,1,3,1,2,3,3,2,2,3,2026-03-07T02:10:00.753462,claude-sonnet-4-6,anthropic,django__django-14999,4,3,4
scikit-learn__scikit-learn-11578,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,3,3,1,3,2026-03-07T02:10:48.094106,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-11578,5,2,5
django__django-13837,3,5,3,2,3,2,1,4,3,5,2,1,5,1,2,3,4,2,2,2,2026-03-07T02:09:49.704368,claude-sonnet-4-6,anthropic,django__django-13837,5,2,5
scikit-learn__scikit-learn-9288,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,1,2,3,2026-03-07T02:10:53.335696,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-9288,4,2,5
pydata__xarray-7229,2,4,4,4,3,3,0,4,5,4,4,2,5,1,2,4,3,4,3,3,2026-03-07T02:10:36.061176,claude-sonnet-4-6,anthropic,pydata__xarray-7229,4,3,4
scikit-learn__scikit-learn-13142,3,5,3,3,2,2,0,5,5,5,3,1,5,1,1,2,2,2,2,3,2026-03-07T02:19:50.228541,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13142,4,2,5
scikit-learn__scikit-learn-25973,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,2,3,2026-03-07T02:19:55.293369,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-25973,4,2,5
sphinx-doc__sphinx-9673,2,4,4,3,2,2,0,3,4,3,4,2,4,1,2,2,3,2,1,3,2026-03-07T02:12:49.730854,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9673,4,2,5
django__django-15561,3,4,4,3,3,2,0,3,3,4,3,2,4,1,3,2,2,2,3,3,2026-03-07T02:10:07.530297,claude-sonnet-4-6,anthropic,django__django-15561,4,2,5
sphinx-doc__sphinx-9258,1,4,4,2,2,2,1,3,4,4,2,1,4,1,2,3,4,2,1,2,2026-03-07T02:13:03.362141,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9258,4,2,5
scikit-learn__scikit-learn-12682,2,4,4,3,2,2,1,4,3,3,2,4,3,1,2,3,3,2,3,4,2026-03-07T02:10:51.043070,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-12682,5,2,4
django__django-11133,3,5,3,2,1,1,1,4,5,5,2,1,5,1,1,1,1,1,1,2,2026-03-07T02:05:36.481588,claude-sonnet-4-6,anthropic,django__django-11133,5,2,5
django__django-11099,3,5,2,1,2,1,1,5,4,5,1,1,5,1,2,2,2,2,1,2,2026-03-07T02:05:37.443962,claude-sonnet-4-6,anthropic,django__django-11099,5,2,5
pylint-dev__pylint-4551,1,4,4,4,3,3,0,3,5,4,4,3,4,0,3,4,4,4,4,4,2026-03-07T02:10:35.880132,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4551,3,2,3
sphinx-doc__sphinx-8721,1,4,3,2,2,2,1,3,3,4,2,1,4,1,2,3,2,2,1,2,2026-03-07T02:11:02.807396,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8721,4,2,5
sympy__sympy-16792,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,2,2,2,3,3,2026-03-07T02:13:08.341344,claude-sonnet-4-6,anthropic,sympy__sympy-16792,4,2,4
sympy__sympy-18763,2,5,3,1,1,1,1,4,5,5,2,1,5,1,2,2,1,2,1,2,2026-03-07T02:13:10.532117,claude-sonnet-4-6,anthropic,sympy__sympy-18763,5,1,5
django__django-12965,1,4,4,4,3,2,0,5,5,5,4,2,5,1,2,2,2,1,2,3,2026-03-07T02:09:37.860709,claude-sonnet-4-6,anthropic,django__django-12965,4,3,4
django__django-15127,2,4,4,3,3,2,1,3,2,3,3,2,3,1,2,3,2,2,2,3,2026-03-07T02:10:00.634012,claude-sonnet-4-6,anthropic,django__django-15127,4,2,4
matplotlib__matplotlib-26342,3,5,3,2,1,2,1,3,4,5,1,1,4,1,2,2,2,1,1,2,2026-03-07T02:10:28.296632,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26342,5,2,5
sympy__sympy-23413,1,4,4,4,3,2,0,4,5,5,3,1,5,1,3,3,2,3,2,3,2026-03-07T02:11:26.113323,claude-sonnet-4-6,anthropic,sympy__sympy-23413,4,2,5
django__django-15629,2,4,5,4,4,3,0,4,4,5,4,3,4,1,3,4,3,3,4,4,2026-03-07T02:10:06.170007,claude-sonnet-4-6,anthropic,django__django-15629,4,2,4
pydata__xarray-7233,1,4,4,3,2,2,0,4,5,4,3,2,5,1,2,3,2,2,1,2,2026-03-07T02:10:37.100823,claude-sonnet-4-6,anthropic,pydata__xarray-7233,5,2,5
astropy__astropy-14508,3,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,2,2,2026-03-07T02:05:37.245843,claude-sonnet-4-6,anthropic,astropy__astropy-14508,5,2,5
django__django-15916,1,4,4,3,3,2,0,4,5,4,2,2,4,1,3,3,2,2,3,3,2026-03-07T02:10:08.246257,claude-sonnet-4-6,anthropic,django__django-15916,4,2,4
matplotlib__matplotlib-25775,2,4,4,3,2,3,1,3,2,4,3,3,3,1,2,4,2,3,3,4,2026-03-07T02:10:26.402947,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-25775,4,3,3
django__django-14311,2,4,4,3,3,2,0,4,3,4,3,1,4,1,2,3,3,2,2,2,2026-03-07T02:09:55.554448,claude-sonnet-4-6,anthropic,django__django-14311,4,2,5
sphinx-doc__sphinx-9281,2,5,3,2,2,2,1,4,5,5,2,1,5,1,2,2,1,1,1,2,2026-03-07T02:19:55.020599,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9281,4,2,5
pydata__xarray-3677,1,5,3,2,2,1,1,5,5,5,2,1,5,1,1,1,1,1,1,2,2026-03-07T02:10:32.111129,claude-sonnet-4-6,anthropic,pydata__xarray-3677,5,2,4
sympy__sympy-19040,3,5,4,2,3,2,0,4,5,4,4,2,4,0,2,2,2,2,1,3,2026-03-07T02:13:09.507541,claude-sonnet-4-6,anthropic,sympy__sympy-19040,4,2,4
django__django-13315,1,3,4,4,3,3,0,3,3,3,4,2,3,1,3,4,4,3,3,3,2026-03-07T02:09:42.556170,claude-sonnet-4-6,anthropic,django__django-13315,4,2,5
sympy__sympy-15599,3,4,4,4,3,3,0,4,5,5,3,2,5,1,3,3,2,3,3,3,2026-03-07T02:13:05.459233,claude-sonnet-4-6,anthropic,sympy__sympy-15599,5,2,5
pytest-dev__pytest-7982,3,5,2,1,1,1,1,4,3,4,1,1,5,1,2,2,2,1,1,2,2026-03-07T02:19:45.590937,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7982,5,2,5
django__django-11451,3,5,2,2,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-07T02:09:28.828793,claude-sonnet-4-6,anthropic,django__django-11451,5,2,5
