solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,_task_id,solution_discovery_needed,fix_pattern_type,location_hints_provided,solution_prescribed,minimal_repro_provided,num_files_modified,num_hunks,num_lines_changed,log_lines_changed,patch_adds,patch_deletes,patch_chars,patch_files_gt2,patch_files_gt3,patch_lines_gt20,patch_lines_gt50,test_patch_chars,test_patch_hunks,test_patch_files,test_patch_lines,stmt_words,stmt_chars,stmt_lines,stmt_lines_gt80,has_http_link,has_code_block,has_stack_trace,feature_request_phrasing,is_django,is_sympy,repo_name
3,4,1,4,3,3,2,1,3,matplotlib__matplotlib-26291,2,0,1,1,1,1,1,2,0.47712125471966244,2,0,583,0,0,0,0,832,2,1,10,347,3844,102,1,1,1,1,0,0,0,matplotlib/matplotlib
3,5,1,3,2,2,2,1,2,django__django-15277,1,0,1,1,1,1,1,3,0.6020599913279624,2,1,653,0,0,0,0,1235,1,1,24,396,2748,40,0,0,0,1,0,1,0,django/django
2,4,2,4,4,3,3,1,3,sympy__sympy-13551,3,1,1,0,1,1,1,4,0.6989700043360189,2,2,680,0,0,0,0,601,1,1,7,67,499,11,0,1,1,0,0,0,1,sympy/sympy
3,5,1,2,1,1,2,1,2,sympy__sympy-22914,1,2,1,1,1,1,1,2,0.47712125471966244,2,0,277,0,0,0,0,949,2,1,5,84,628,30,0,0,1,0,0,0,1,sympy/sympy
3,5,1,4,3,2,2,1,2,django__django-13012,1,2,1,1,1,1,1,3,0.6020599913279624,3,0,510,0,0,0,0,767,1,1,10,164,1414,17,0,0,0,1,0,1,0,django/django
1,4,2,4,3,3,2,1,3,django__django-11490,3,1,1,0,1,1,1,1,0.3010299956639812,1,0,675,0,0,0,0,689,1,1,3,44,457,12,0,0,0,0,0,1,0,django/django
3,5,2,3,2,2,2,1,2,sphinx-doc__sphinx-7462,1,0,1,1,1,2,2,20,1.3222192947339193,14,6,1684,0,0,0,0,1235,2,2,8,128,1169,40,0,1,1,1,0,0,0,sphinx-doc/sphinx
3,5,1,3,2,1,2,1,2,django__django-16569,1,0,1,1,1,1,1,4,0.6989700043360189,3,1,647,0,0,0,0,567,1,1,1,196,1740,45,0,1,0,1,0,1,0,django/django
3,5,1,3,2,2,2,1,2,django__django-16139,1,1,1,1,0,1,1,4,0.6989700043360189,3,1,697,0,0,0,0,1865,3,1,22,175,1413,31,0,0,1,0,0,1,0,django/django
3,4,2,4,3,2,3,1,2,sympy__sympy-21379,2,0,1,1,1,1,2,12,1.1139433523068367,8,4,1007,0,0,0,0,776,1,1,10,293,1781,36,0,0,1,1,0,0,1,sympy/sympy
3,5,2,4,3,2,2,1,2,sympy__sympy-12419,2,1,1,1,1,1,3,10,1.0413926851582251,6,4,1327,0,0,0,0,1010,3,1,8,187,1141,33,0,0,1,0,0,0,1,sympy/sympy
3,4,1,3,2,1,2,1,2,django__django-14915,1,2,1,1,1,1,1,3,0.6020599913279624,3,0,416,0,0,0,0,1221,2,1,8,125,1007,19,0,0,0,0,0,1,0,django/django
1,4,3,4,3,3,2,0,3,sphinx-doc__sphinx-8056,3,2,0,0,1,1,2,13,1.146128035678238,9,4,1878,0,0,0,0,1620,2,1,28,179,1565,54,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,2,4,3,2,2,1,3,sympy__sympy-17318,2,0,1,1,1,2,3,9,1.0,5,4,1427,0,0,0,0,1004,2,1,8,271,2310,59,0,0,1,1,0,0,1,sympy/sympy
3,5,2,3,2,2,3,1,2,pylint-dev__pylint-7277,1,0,1,1,1,1,1,5,0.7781512503836436,3,2,703,0,0,0,0,992,1,1,18,143,1087,52,0,1,1,0,0,0,0,pylint-dev/pylint
1,4,1,4,3,2,2,1,2,sympy__sympy-24213,3,1,1,0,1,1,1,2,0.47712125471966244,1,1,655,0,0,0,0,1027,1,1,16,92,1023,30,0,0,1,1,0,0,1,sympy/sympy
1,4,4,5,4,4,3,0,4,matplotlib__matplotlib-25960,4,1,1,0,1,1,2,18,1.2787536009528289,15,3,2269,0,0,0,0,1419,1,1,25,88,788,53,0,1,1,0,0,0,0,matplotlib/matplotlib
3,4,2,4,3,2,2,1,3,django__django-11740,2,0,1,1,1,1,3,5,0.7781512503836436,4,1,1777,0,0,0,0,1599,2,1,14,219,1973,29,0,1,1,1,0,1,0,django/django
1,4,2,4,3,3,2,0,3,sympy__sympy-20801,3,1,0,0,1,1,2,4,0.6989700043360189,2,2,731,0,0,0,0,827,2,1,8,85,509,22,0,0,1,0,0,0,1,sympy/sympy
3,5,1,2,2,1,2,1,1,django__django-14493,1,0,1,1,1,1,1,1,0.3010299956639812,1,0,530,0,0,0,0,1385,2,2,16,121,1456,23,0,1,0,1,0,1,0,django/django
1,4,3,4,4,3,3,0,3,django__django-14539,3,1,0,0,1,1,1,5,0.7781512503836436,3,2,749,0,0,0,0,701,1,1,4,36,353,10,0,1,0,0,0,1,0,django/django
3,5,1,4,2,2,2,1,3,astropy__astropy-13236,1,3,1,1,0,1,1,7,0.9030899869919435,0,7,853,0,0,0,0,3866,7,2,44,323,2057,39,0,1,1,0,0,0,0,astropy/astropy
1,5,2,4,3,3,2,1,3,pytest-dev__pytest-10081,3,0,0,0,1,1,1,5,0.7781512503836436,4,1,908,0,0,0,0,2690,3,1,50,283,2905,95,1,0,1,1,0,0,0,pytest-dev/pytest
0,4,2,4,3,3,3,1,3,django__django-17084,4,0,0,0,1,1,3,6,0.8450980400142568,6,0,1421,0,0,0,0,1381,2,1,21,71,648,19,0,0,1,1,0,1,0,django/django
3,4,1,4,3,3,2,1,2,django__django-13028,1,0,1,1,1,1,1,5,0.7781512503836436,4,1,693,0,0,0,0,2155,4,2,13,239,2839,56,0,0,1,1,0,1,0,django/django
0,4,2,4,3,3,2,0,3,pydata__xarray-6461,2,1,1,0,1,1,1,3,0.6020599913279624,1,2,697,0,0,0,0,571,1,1,4,140,986,49,0,0,1,1,0,0,0,pydata/xarray
0,3,2,4,3,3,3,0,3,matplotlib__matplotlib-20488,3,1,1,0,0,1,1,6,0.8450980400142568,3,3,928,0,0,0,0,1474,1,1,19,248,1952,52,0,0,1,1,0,0,0,matplotlib/matplotlib
3,5,1,3,2,1,2,1,2,pytest-dev__pytest-8399,1,1,1,1,1,2,5,10,1.0413926851582251,5,5,2450,0,0,0,0,2350,2,2,68,130,1083,29,0,0,1,0,0,0,0,pytest-dev/pytest
2,4,2,4,3,3,2,0,3,matplotlib__matplotlib-20826,3,1,1,0,1,1,1,9,1.0,7,2,774,0,0,0,0,798,1,1,15,328,2496,55,0,1,1,0,0,0,0,matplotlib/matplotlib
3,5,1,3,2,1,2,1,2,django__django-15851,1,1,0,1,1,1,1,2,0.47712125471966244,1,1,514,0,0,0,0,540,1,1,2,97,632,12,0,0,0,0,0,1,0,django/django
1,4,3,4,3,3,2,0,3,sympy__sympy-19783,3,2,0,0,1,2,3,13,1.146128035678238,9,4,1218,0,0,0,0,1456,3,2,14,54,422,14,0,0,1,0,0,0,1,sympy/sympy
2,4,3,4,3,3,4,0,3,pytest-dev__pytest-5840,3,1,1,1,0,2,7,27,1.4471580313422192,8,19,3526,0,0,1,0,3242,6,1,27,62,625,16,0,0,1,1,0,0,0,pytest-dev/pytest
2,4,2,3,3,2,2,1,2,django__django-10097,2,0,1,1,1,1,1,2,0.47712125471966244,1,1,562,0,0,0,0,1261,2,2,8,388,2656,19,0,1,1,0,0,1,0,django/django
0,4,2,4,4,3,2,0,2,sympy__sympy-22714,3,1,1,0,1,1,1,2,0.47712125471966244,1,1,669,0,0,0,0,716,2,1,7,141,1660,37,0,0,1,1,0,0,1,sympy/sympy
2,4,2,3,2,2,2,1,2,django__django-11239,1,2,1,1,0,1,2,12,1.1139433523068367,12,0,1270,0,0,0,0,3029,5,1,37,117,1056,26,0,0,1,0,1,1,0,django/django
2,4,4,5,4,4,3,0,4,django__django-15503,4,2,0,0,1,1,6,26,1.4313637641589874,16,10,3313,0,0,1,0,1545,1,1,27,189,1797,47,0,0,1,1,0,1,0,django/django
2,4,3,5,4,4,3,0,3,sympy__sympy-24443,3,3,1,1,1,1,1,55,1.7481880270062005,22,33,2511,0,0,1,1,501,1,1,5,75,687,18,0,1,1,1,0,0,1,sympy/sympy
3,5,1,3,2,2,2,1,2,django__django-15368,1,0,1,1,1,1,2,4,0.6989700043360189,2,2,1214,0,0,0,0,858,1,1,10,153,1180,29,0,1,0,0,0,1,0,django/django
2,4,2,4,3,3,3,0,3,matplotlib__matplotlib-23476,2,0,1,1,1,1,1,3,0.6020599913279624,3,0,519,0,0,0,0,702,2,1,9,352,3251,155,1,0,1,1,0,0,0,matplotlib/matplotlib
3,5,1,3,2,2,2,1,2,django__django-15104,1,0,1,1,1,1,1,2,0.47712125471966244,1,1,590,0,0,0,0,1326,1,1,22,455,4594,89,1,0,0,1,0,1,0,django/django
1,4,4,5,4,4,3,0,4,django__django-15554,4,1,0,0,1,1,9,47,1.6812412373755872,38,9,4891,0,0,1,0,1401,1,1,28,160,1278,30,0,0,1,0,0,1,0,django/django
3,4,3,3,3,2,2,1,3,django__django-13195,2,2,1,1,0,3,3,22,1.3617278360175928,16,6,2611,1,0,1,0,3317,6,3,23,333,2402,26,0,1,0,0,0,1,0,django/django
2,4,1,4,3,2,2,1,1,sympy__sympy-15349,2,1,1,0,1,1,1,2,0.47712125471966244,1,1,441,0,0,0,0,1978,2,1,22,82,725,21,0,1,1,0,0,0,1,sympy/sympy
3,4,1,3,2,2,2,1,2,scikit-learn__scikit-learn-25747,2,1,1,1,1,1,2,4,0.6989700043360189,1,3,746,0,0,0,0,1656,2,1,34,495,6147,156,1,0,1,1,1,0,0,scikit-learn/scikit-learn
2,4,2,4,2,2,2,1,3,django__django-16801,2,0,1,1,0,1,2,9,1.0,4,5,1451,0,0,0,0,952,2,1,8,116,724,6,0,0,0,0,0,1,0,django/django
3,5,1,4,2,2,2,1,2,django__django-14580,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,535,0,0,0,0,693,1,1,7,183,1576,47,0,0,1,1,0,1,0,django/django
2,4,2,2,2,2,2,1,2,sympy__sympy-20154,1,1,1,1,1,1,3,23,1.380211241711606,4,19,1559,0,0,1,0,1936,2,1,16,88,552,5,0,0,0,0,0,0,1,sympy/sympy
1,4,4,4,4,3,3,0,4,pytest-dev__pytest-5787,4,4,0,0,1,1,4,232,2.367355921026019,143,89,9824,0,0,1,1,26578,23,4,471,310,3907,141,1,0,1,1,0,0,0,pytest-dev/pytest
2,4,2,3,2,2,2,1,3,django__django-13212,2,0,1,1,1,2,13,44,1.6532125137753437,19,25,7779,0,0,1,0,5326,2,1,104,61,468,9,0,1,0,0,0,1,0,django/django
3,4,2,2,2,2,2,1,2,pylint-dev__pylint-4661,2,4,0,1,0,2,5,18,1.2787536009528289,16,2,1835,0,0,0,0,633,2,1,3,133,995,7,0,1,0,0,0,0,0,pylint-dev/pylint
2,4,2,4,3,3,2,0,3,sphinx-doc__sphinx-10435,2,1,1,1,1,1,1,6,0.8450980400142568,3,3,886,0,0,0,0,642,1,1,4,229,2182,83,1,1,1,0,1,0,0,sphinx-doc/sphinx
3,5,1,4,3,3,2,1,2,sympy__sympy-20590,2,0,1,1,1,1,1,5,0.7781512503836436,5,0,611,0,0,0,0,460,1,1,6,80,758,17,0,0,1,1,0,0,1,sympy/sympy
3,5,3,4,3,2,2,1,3,django__django-16315,1,1,1,1,1,2,4,13,1.146128035678238,6,7,2319,0,0,0,0,2176,3,2,37,150,1298,22,0,0,0,0,0,1,0,django/django
2,4,1,3,2,2,2,1,2,psf__requests-2317,2,1,1,1,0,1,2,4,0.6989700043360189,2,2,763,0,0,0,0,466,1,1,5,131,841,18,0,0,0,0,0,0,0,psf/requests
2,4,2,4,3,2,2,1,3,django__django-14017,2,0,1,1,1,1,1,2,0.47712125471966244,1,1,624,0,0,0,0,1241,1,1,22,136,1269,28,0,0,0,1,0,1,0,django/django
3,4,2,3,2,2,2,1,2,django__django-13551,2,0,1,1,0,1,2,10,1.0413926851582251,6,4,1557,0,0,0,0,3966,6,4,37,88,603,12,0,0,0,0,0,1,0,django/django
2,4,2,4,4,4,3,0,3,matplotlib__matplotlib-26208,4,1,0,0,1,1,2,2,0.47712125471966244,2,0,627,0,0,0,0,863,1,1,17,277,2079,77,0,1,1,0,0,0,0,matplotlib/matplotlib
2,5,2,3,2,1,2,1,2,sympy__sympy-19346,2,2,0,0,1,1,1,10,1.0413926851582251,10,0,741,0,0,0,0,1163,1,1,23,72,480,21,0,0,1,0,0,0,1,sympy/sympy
2,4,4,5,4,4,3,0,4,django__django-15128,4,3,1,1,1,1,6,28,1.462397997898956,20,8,3798,0,0,1,0,2972,4,2,25,360,2662,39,0,0,0,0,0,1,0,django/django
1,3,4,5,4,4,3,0,4,django__django-13121,4,4,0,0,1,4,9,70,1.8512583487190752,25,45,6564,1,1,1,1,1443,2,2,10,82,1189,21,0,0,0,1,0,1,0,django/django
3,4,2,3,3,2,3,1,2,scikit-learn__scikit-learn-10844,2,1,1,1,0,1,1,5,0.7781512503836436,3,2,892,0,0,0,0,1089,1,1,7,284,2399,65,0,1,1,0,0,0,0,scikit-learn/scikit-learn
3,5,1,2,1,1,2,1,1,django__django-12419,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,399,0,0,0,0,542,1,1,1,86,680,9,0,1,0,0,0,1,0,django/django
3,5,1,3,2,1,3,1,2,django__django-13658,1,1,1,1,0,1,1,7,0.9030899869919435,6,1,854,0,0,0,0,1582,3,1,17,153,1237,19,0,0,0,0,0,1,0,django/django
2,4,2,3,2,2,2,1,2,django__django-14349,2,0,1,1,1,1,2,3,0.6020599913279624,3,0,926,0,0,0,0,1174,1,1,8,218,2383,37,0,1,0,1,0,1,0,django/django
2,4,1,4,3,3,2,1,2,sphinx-doc__sphinx-7910,2,1,1,1,0,1,2,3,0.6020599913279624,2,1,861,0,0,0,0,2586,6,2,26,148,1139,26,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,5,2,3,3,2,3,1,2,django__django-11848,2,1,1,1,0,1,1,10,1.0413926851582251,7,3,869,0,0,0,0,2236,2,1,25,102,626,12,0,0,1,0,0,1,0,django/django
3,4,2,4,3,3,3,0,3,django__django-13033,2,1,1,1,1,1,1,7,0.9030899869919435,6,1,970,0,0,0,0,1384,2,2,17,437,3732,42,0,0,0,0,0,1,0,django/django
1,4,2,4,3,2,2,1,3,sympy__sympy-15345,3,2,1,0,1,1,2,5,0.7781512503836436,4,1,808,0,0,0,0,785,2,1,3,41,269,10,0,0,1,0,0,0,1,sympy/sympy
1,4,4,5,4,4,3,0,4,django__django-16661,4,1,1,0,1,1,1,10,1.0413926851582251,6,4,1152,0,0,0,0,1549,1,1,29,137,1315,24,0,0,1,0,0,1,0,django/django
1,4,2,4,3,3,2,0,3,django__django-12858,3,0,0,0,1,1,1,4,0.6989700043360189,3,1,690,0,0,0,0,723,1,1,9,84,794,15,0,0,0,1,0,1,0,django/django
3,5,2,3,2,2,2,1,2,scikit-learn__scikit-learn-25931,2,2,1,1,1,1,2,24,1.3979400086720377,16,8,1701,0,0,1,0,912,1,1,18,292,2860,83,1,1,1,0,0,0,0,scikit-learn/scikit-learn
2,4,3,4,3,3,3,0,3,mwaskom__seaborn-3069,3,2,1,1,0,1,4,15,1.2041199826559248,13,2,2235,0,0,0,0,1045,1,1,22,210,1188,15,0,0,0,0,0,0,0,mwaskom/seaborn
3,5,1,3,2,1,2,1,2,scikit-learn__scikit-learn-11310,1,2,0,1,1,1,4,14,1.1760912590556813,14,0,1844,0,0,0,0,1007,2,1,5,162,1212,23,0,1,1,0,1,0,0,scikit-learn/scikit-learn
3,5,1,2,2,1,2,1,2,sympy__sympy-18189,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,621,0,0,0,0,1027,2,1,8,106,678,19,0,0,1,0,0,0,1,sympy/sympy
3,4,2,5,4,4,3,0,4,django__django-12663,2,1,1,1,1,1,1,3,0.6020599913279624,2,1,580,0,0,0,0,2104,3,2,25,228,2854,57,0,0,1,1,0,1,0,django/django
3,5,2,3,2,1,2,1,2,scikit-learn__scikit-learn-10297,2,2,1,1,1,1,3,34,1.5440680443502757,20,14,3739,0,0,1,0,2176,3,1,38,182,1519,43,0,0,1,1,0,0,0,scikit-learn/scikit-learn
1,4,3,4,3,3,2,1,4,pylint-dev__pylint-6386,3,1,0,0,1,4,8,15,1.2041199826559248,14,1,3027,1,1,0,0,662,1,1,7,98,739,37,0,0,1,0,0,0,0,pylint-dev/pylint
3,5,1,3,2,2,2,1,2,django__django-14534,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,386,0,0,0,0,1610,2,1,18,194,1640,29,0,0,0,0,0,1,0,django/django
2,4,1,2,2,1,2,1,1,django__django-14373,1,1,1,1,0,1,1,4,0.6989700043360189,2,2,476,0,0,0,0,862,2,1,6,32,220,5,0,0,0,0,0,1,0,django/django
2,5,1,3,2,2,2,1,2,django__django-15098,3,1,0,0,1,1,1,2,0.47712125471966244,1,1,403,0,0,0,0,2504,2,1,39,330,2598,70,0,1,1,0,0,1,0,django/django
1,4,1,3,2,2,2,1,2,sympy__sympy-23534,3,1,0,0,1,1,1,2,0.47712125471966244,1,1,365,0,0,0,0,745,2,1,2,86,727,18,0,1,1,0,0,0,1,sympy/sympy
3,4,3,4,3,2,3,1,4,django__django-14631,2,3,1,1,1,2,7,65,1.8195439355418688,31,34,5201,0,0,1,1,2421,1,1,42,207,1399,13,0,0,1,0,0,1,0,django/django
1,3,2,4,3,3,2,0,3,django__django-11433,3,0,1,0,0,1,1,7,0.9030899869919435,5,2,946,0,0,0,0,1430,1,1,26,82,586,7,0,1,0,0,0,1,0,django/django
2,4,2,3,3,2,3,1,3,psf__requests-1921,3,0,0,0,1,1,1,2,0.47712125471966244,2,0,388,0,0,0,0,705,1,1,8,89,708,22,0,1,1,0,0,0,0,psf/requests
2,5,1,3,1,1,2,1,2,django__django-16899,1,1,0,1,1,1,1,5,0.7781512503836436,3,2,875,0,0,0,0,1379,2,1,10,117,784,9,0,0,0,0,0,1,0,django/django
1,4,3,4,3,3,2,0,3,psf__requests-2931,3,1,1,0,1,1,2,5,0.7781512503836436,4,1,723,0,0,0,0,634,1,1,5,26,271,11,0,1,1,0,0,0,0,psf/requests
2,4,3,4,3,2,2,1,3,astropy__astropy-14182,3,2,1,0,1,1,3,41,1.6232492903979006,31,10,2186,0,0,1,0,1311,2,1,28,189,1871,47,0,0,1,1,1,0,0,astropy/astropy
3,4,1,4,3,2,3,1,3,django__django-12209,2,0,1,1,1,1,1,1,0.3010299956639812,1,0,464,0,0,0,0,1621,4,2,9,173,1200,20,0,1,1,0,0,1,0,django/django
3,4,2,4,3,2,2,1,3,django__django-11999,2,0,1,1,1,1,1,8,0.9542425094393249,6,2,870,0,0,0,0,730,1,1,10,66,512,13,0,0,0,0,0,1,0,django/django
1,4,1,2,2,2,2,1,2,sympy__sympy-15017,2,1,1,0,1,1,1,2,0.47712125471966244,1,1,566,0,0,0,0,1041,2,1,8,152,1010,41,0,0,1,0,0,0,1,sympy/sympy
2,4,3,4,3,3,3,0,3,sphinx-doc__sphinx-10614,3,1,0,0,1,1,1,11,1.0791812460476249,7,4,1276,0,0,0,0,8127,11,6,117,347,3078,90,1,1,1,0,0,0,0,sphinx-doc/sphinx
3,5,1,2,1,1,1,1,2,scikit-learn__scikit-learn-13439,1,2,1,1,1,1,1,6,0.8450980400142568,6,0,502,0,0,0,0,394,1,1,1,120,1234,48,0,0,1,0,0,0,0,scikit-learn/scikit-learn
3,5,3,4,2,2,3,1,2,sympy__sympy-13878,2,2,1,1,1,1,45,156,2.1958996524092336,142,14,14547,0,0,1,1,8763,20,1,77,459,3106,72,0,1,1,0,0,0,1,sympy/sympy
3,5,4,5,4,4,3,0,4,sphinx-doc__sphinx-11510,4,2,0,1,1,1,3,36,1.568201724066995,36,0,2867,0,0,1,0,2747,5,5,47,544,5362,251,1,1,1,0,0,0,0,sphinx-doc/sphinx
3,5,1,3,2,1,2,1,2,django__django-14559,1,1,1,1,0,1,2,6,0.8450980400142568,4,2,1349,0,0,0,0,1357,2,1,14,54,476,8,0,1,0,0,0,1,0,django/django
3,5,1,4,3,2,2,1,3,django__django-13964,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,696,0,0,0,0,2297,4,2,24,243,1870,30,0,0,1,0,0,1,0,django/django
2,4,1,3,2,2,2,1,2,django__django-14608,2,2,0,1,0,1,2,7,0.9030899869919435,5,2,881,0,0,0,0,2562,4,2,19,100,605,7,0,0,1,0,0,1,0,django/django
3,5,1,2,1,1,1,1,1,django__django-13821,1,1,0,1,0,1,1,6,0.8450980400142568,4,2,623,0,0,0,0,810,1,1,6,84,538,9,0,0,1,0,1,1,0,django/django
2,4,3,4,3,3,2,0,3,django__django-14034,4,0,1,0,1,1,2,14,1.1760912590556813,12,2,1576,0,0,0,0,1503,2,1,22,159,1131,48,0,0,1,0,0,1,0,django/django
1,3,4,5,4,4,4,0,4,pydata__xarray-6992,4,4,1,0,1,2,8,123,2.093421685162235,85,38,8857,0,0,1,1,6737,6,3,80,208,1562,49,0,1,1,1,0,0,0,pydata/xarray
2,5,2,3,2,2,2,1,2,django__django-16662,2,1,0,1,1,1,1,5,0.7781512503836436,4,1,765,0,0,0,0,971,2,1,8,107,740,16,0,0,0,0,0,1,0,django/django
3,5,1,3,2,1,2,1,2,django__django-13933,1,1,1,1,0,1,1,6,0.8450980400142568,5,1,687,0,0,0,0,906,1,1,13,158,1207,28,0,0,1,0,0,1,0,django/django
1,4,2,4,3,2,2,1,3,sphinx-doc__sphinx-7440,3,1,0,0,1,1,2,4,0.6989700043360189,2,2,990,0,0,0,0,2012,4,1,8,90,905,36,0,1,1,0,0,0,0,sphinx-doc/sphinx
2,5,1,4,3,3,2,0,3,pytest-dev__pytest-7432,2,1,1,0,1,1,1,3,0.6020599913279624,2,1,456,0,0,0,0,1137,1,1,25,99,773,30,0,0,1,0,0,0,0,pytest-dev/pytest
2,4,2,4,2,2,2,1,2,scikit-learn__scikit-learn-14629,2,2,1,1,1,1,2,24,1.3979400086720377,23,1,1658,0,0,1,0,1099,1,1,17,172,1814,59,0,1,1,1,0,0,0,scikit-learn/scikit-learn
1,5,1,3,2,2,2,1,2,sympy__sympy-23262,2,1,1,0,1,1,1,4,0.6989700043360189,2,2,649,0,0,0,0,453,1,1,2,154,1033,37,0,0,1,0,0,0,1,sympy/sympy
1,4,2,4,3,3,2,0,3,django__django-13925,3,0,0,0,1,1,1,5,0.7781512503836436,5,0,630,0,0,0,0,3131,1,1,63,468,4086,30,0,0,0,0,0,1,0,django/django
3,5,1,4,2,2,2,1,3,astropy__astropy-13453,2,0,1,1,1,1,1,2,0.47712125471966244,2,0,512,0,0,0,0,1286,1,1,43,1016,7910,271,1,1,1,0,0,0,0,astropy/astropy
3,5,1,3,2,2,2,1,2,sympy__sympy-21930,2,1,1,1,1,1,3,6,0.8450980400142568,3,3,1007,0,0,0,0,2547,6,1,16,87,707,17,0,0,1,0,0,0,1,sympy/sympy
3,5,2,4,2,2,2,1,2,sympy__sympy-24661,2,2,1,1,1,1,1,23,1.380211241711606,23,0,1183,0,0,1,0,1176,2,1,13,50,351,14,0,0,1,0,0,0,1,sympy/sympy
2,4,3,4,3,2,3,1,4,sphinx-doc__sphinx-8035,3,2,0,1,0,1,6,46,1.6720978579357175,37,9,4802,0,0,1,0,927,1,1,21,99,725,14,0,1,0,0,1,0,0,sphinx-doc/sphinx
2,4,2,4,2,2,2,1,3,django__django-14999,2,0,0,1,0,1,1,11,1.0791812460476249,6,5,1226,0,0,0,0,1674,1,1,22,41,262,6,0,0,0,0,0,1,0,django/django
3,5,1,3,2,2,2,1,2,scikit-learn__scikit-learn-11578,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,575,0,0,0,0,2805,3,1,36,785,7387,176,1,1,1,0,0,0,0,scikit-learn/scikit-learn
3,5,2,4,3,3,3,1,2,django__django-13837,1,1,1,1,0,1,1,10,1.0413926851582251,5,5,1037,0,0,0,0,1999,4,2,14,251,1643,14,0,0,1,0,0,1,0,django/django
2,4,2,3,3,2,2,1,2,scikit-learn__scikit-learn-9288,2,1,1,1,1,1,2,7,0.9030899869919435,4,3,1694,0,0,0,0,706,1,1,10,373,3366,101,1,1,1,0,0,0,0,scikit-learn/scikit-learn
2,4,3,4,4,3,3,0,3,pydata__xarray-7229,4,1,1,0,1,1,2,29,1.4771212547196624,24,5,2032,0,0,1,0,3090,1,1,59,361,2824,111,1,1,1,0,0,0,0,pydata/xarray
3,4,1,3,3,2,2,1,2,scikit-learn__scikit-learn-13142,2,1,1,1,1,1,2,10,1.0413926851582251,5,5,1155,0,0,0,0,1685,2,2,18,315,2314,75,0,0,1,1,0,0,0,scikit-learn/scikit-learn
2,4,2,4,3,2,2,1,3,scikit-learn__scikit-learn-25973,2,0,0,1,1,1,5,12,1.1139433523068367,7,5,2410,0,0,0,0,1543,2,1,24,212,1968,69,0,1,1,1,0,0,0,scikit-learn/scikit-learn
2,4,1,4,2,2,2,1,2,sphinx-doc__sphinx-9673,2,1,0,0,1,1,1,4,0.6989700043360189,2,2,817,0,0,0,0,1087,2,1,12,153,1413,72,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,3,4,3,3,2,1,3,django__django-15561,2,3,1,1,0,2,2,35,1.5563025007672873,20,15,2007,0,0,1,0,1152,1,1,14,57,359,5,0,0,0,0,0,1,0,django/django
1,4,1,3,2,2,2,1,2,sphinx-doc__sphinx-9258,3,1,0,0,1,1,1,2,0.47712125471966244,1,1,668,0,0,0,0,2072,1,1,34,65,516,18,0,1,1,0,1,0,0,sphinx-doc/sphinx
2,4,3,4,3,2,2,1,4,scikit-learn__scikit-learn-12682,3,2,1,1,0,2,24,90,1.9590413923210936,66,24,13568,0,0,1,1,2390,1,1,48,76,518,5,0,0,0,0,0,0,0,scikit-learn/scikit-learn
3,5,1,3,2,2,2,1,2,django__django-11133,1,0,1,1,1,1,1,2,0.47712125471966244,1,1,581,0,0,0,0,552,1,1,4,110,895,21,0,0,0,0,0,1,0,django/django
3,5,1,2,1,2,2,1,1,django__django-11099,1,1,1,1,0,1,2,4,0.6989700043360189,2,2,808,0,0,0,0,989,2,1,4,121,764,10,0,0,0,0,0,1,0,django/django
1,4,4,4,4,3,3,0,4,pylint-dev__pylint-4551,4,2,0,0,1,4,7,126,2.103803720955957,99,27,6862,1,1,1,1,3506,2,1,73,100,777,26,0,1,1,0,1,0,0,pylint-dev/pylint
1,4,2,4,2,2,2,1,2,sphinx-doc__sphinx-8721,3,0,1,0,1,1,1,4,0.6989700043360189,4,0,573,0,0,0,0,902,1,1,15,78,562,29,0,0,1,0,0,0,0,sphinx-doc/sphinx
2,5,3,4,3,3,2,0,3,sympy__sympy-16792,3,0,1,0,1,1,3,16,1.2304489213782739,11,5,1793,0,0,0,0,980,1,1,19,285,1930,54,0,0,1,1,0,0,1,sympy/sympy
3,5,1,2,1,1,2,1,1,sympy__sympy-18763,2,1,0,1,1,1,1,2,0.47712125471966244,1,1,588,0,0,0,0,575,1,1,3,60,567,23,0,1,1,0,0,0,1,sympy/sympy
2,4,2,4,3,3,2,0,3,django__django-12965,4,0,1,0,1,1,1,2,0.47712125471966244,2,0,523,0,0,0,0,556,1,1,6,349,2275,39,0,1,0,0,0,1,0,django/django
3,4,2,4,3,3,2,1,3,django__django-15127,2,2,1,1,0,1,1,11,1.0791812460476249,11,0,732,0,0,0,0,3138,6,2,40,38,306,6,0,0,0,0,0,1,0,django/django
