solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,instance_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,1,2,scikit-learn__scikit-learn-10297,4,5,2,3,4,4,4,4
1,5,3,3,3,2,1,5,5,4,3,3,5,1,3,2,2,2,3,3,pylint-dev__pylint-6386,4,5,2,2,2,4,3,4
3,5,3,2,2,2,1,4,4,5,1,1,5,1,2,3,2,2,1,2,django__django-14534,5,5,2,2,1,4,3,5
2,5,2,2,1,1,1,4,3,5,1,1,4,1,2,3,1,3,1,2,django__django-14373,5,5,2,2,1,4,3,4
1,5,4,3,3,2,1,4,5,5,2,1,5,1,3,4,2,4,1,3,django__django-15098,4,5,3,2,2,4,2,4
2,5,3,2,3,2,1,4,5,5,2,1,5,1,2,2,1,2,1,2,sympy__sympy-23534,4,5,2,2,1,4,2,4
3,5,4,3,3,3,1,4,4,5,3,2,5,0,3,3,3,3,3,4,django__django-14631,4,5,2,2,1,4,3,4
2,4,4,3,3,2,1,4,3,4,2,1,4,1,3,4,2,4,2,3,django__django-11433,4,4,3,2,1,5,3,4
2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,psf__requests-1921,4,5,3,2,1,4,2,2
2,5,3,2,2,1,1,5,4,5,2,2,5,1,2,3,2,2,1,2,django__django-16899,5,5,2,2,1,4,3,4
1,4,3,3,3,2,1,4,5,4,2,2,4,1,3,2,1,2,2,3,psf__requests-2931,5,5,2,2,1,3,2,2
2,5,4,3,3,3,1,5,5,5,3,2,5,1,3,3,3,2,3,3,astropy__astropy-14182,4,5,2,3,2,4,4,4
3,4,4,3,3,3,1,4,5,4,4,2,5,1,3,2,2,2,1,3,django__django-12209,4,5,4,2,2,5,3,5
3,4,4,3,3,2,1,4,5,5,4,2,5,1,3,2,1,2,2,3,django__django-11999,4,5,3,2,2,4,3,4
2,5,3,2,2,2,1,4,5,4,2,1,5,1,3,3,2,3,1,2,sympy__sympy-15017,4,5,2,2,1,3,2,3
2,5,4,4,3,3,1,4,5,4,3,2,5,1,3,4,4,4,2,3,sphinx-doc__sphinx-10614,4,5,2,2,2,4,3,4
2,5,2,1,1,1,1,4,5,5,1,1,5,1,2,1,1,1,1,2,scikit-learn__scikit-learn-13439,5,5,1,2,2,4,4,3
3,5,4,3,3,3,1,5,5,4,2,2,5,1,3,4,3,4,4,3,sympy__sympy-13878,4,4,2,2,2,4,3,4
3,5,4,4,4,3,0,4,5,5,4,2,5,0,3,4,3,3,4,4,sphinx-doc__sphinx-11510,4,4,4,2,2,5,3,3
3,5,3,3,2,2,1,4,4,5,2,2,5,1,3,4,2,4,2,2,django__django-14559,4,5,2,2,2,4,3,4
3,5,4,3,4,2,1,5,5,5,3,2,5,1,3,2,2,2,1,3,django__django-13964,4,4,3,2,2,4,4,4
2,5,3,2,2,2,1,4,3,5,2,2,4,1,2,4,2,3,1,2,django__django-14608,4,4,2,2,1,4,3,4
2,5,2,1,1,1,1,4,3,5,1,1,4,1,4,2,4,3,1,2,django__django-13821,4,4,2,2,1,4,3,4
3,4,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,3,2,3,django__django-14034,4,5,3,2,1,4,3,4
1,4,4,4,4,4,0,5,5,3,4,3,4,0,4,4,3,4,4,4,pydata__xarray-6992,4,5,3,2,1,4,3,2
2,5,2,2,2,2,1,4,4,5,2,1,5,1,2,2,2,2,1,2,django__django-16662,4,5,2,2,1,4,3,5
3,5,3,2,2,2,1,4,4,5,2,1,5,1,2,2,2,2,1,2,django__django-13933,5,5,2,2,1,4,3,4
1,5,3,2,2,2,1,5,5,4,2,2,5,1,3,3,3,2,2,3,sphinx-doc__sphinx-7440,4,5,2,2,2,4,3,3
2,5,4,3,3,2,1,5,5,5,2,1,5,1,2,3,2,2,1,3,pytest-dev__pytest-7432,5,5,2,2,2,4,3,3
3,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-14629,4,5,2,2,2,5,4,3
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,2,1,2,1,2,sympy__sympy-23262,4,5,2,2,1,4,2,4
2,4,4,3,3,2,1,5,4,5,3,2,5,1,2,4,2,4,2,3,django__django-13925,4,4,4,2,2,5,3,4
3,5,4,2,2,2,1,4,5,4,2,2,5,1,2,3,2,2,2,3,astropy__astropy-13453,4,5,2,3,3,4,4,4
3,5,3,2,2,2,1,4,5,5,2,2,4,1,3,4,2,2,1,2,sympy__sympy-21930,4,5,2,2,1,4,3,4
3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,3,2,2,2,2,sympy__sympy-24661,4,5,2,2,2,4,3,3
2,4,4,3,3,3,1,4,3,4,3,2,4,1,3,2,2,2,3,3,sphinx-doc__sphinx-8035,4,5,2,2,2,4,3,3
2,4,4,2,2,2,1,4,3,5,2,2,4,1,2,3,3,2,2,3,django__django-14999,4,4,3,2,2,4,3,4
3,5,4,3,2,2,1,5,5,5,2,2,5,1,2,4,3,3,1,3,scikit-learn__scikit-learn-11578,5,5,2,2,2,4,3,3
3,5,3,3,3,2,1,4,4,5,2,2,5,1,3,3,4,3,2,3,django__django-13837,4,5,2,2,1,4,3,4
3,5,4,3,3,2,1,4,5,5,2,2,5,1,3,2,2,1,2,3,scikit-learn__scikit-learn-9288,4,5,2,3,4,4,4,3
3,4,4,4,4,3,0,4,5,5,4,2,5,1,3,4,3,4,3,4,pydata__xarray-7229,4,5,3,2,1,4,3,3
3,5,4,3,3,2,1,5,5,5,2,2,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-13142,5,5,2,3,3,4,4,3
3,5,4,3,3,2,1,5,5,4,3,2,5,1,2,2,2,2,2,3,scikit-learn__scikit-learn-25973,4,5,2,2,2,4,3,3
2,5,3,2,2,2,1,4,5,4,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-9673,4,4,3,2,1,4,4,3
3,4,4,3,3,3,1,4,4,5,2,2,5,1,3,3,2,2,2,3,django__django-15561,4,4,3,2,2,5,3,5
2,4,3,2,2,2,1,4,5,5,2,1,4,1,2,3,3,2,1,2,sphinx-doc__sphinx-9258,4,4,2,2,2,4,4,4
3,4,3,3,2,2,1,4,3,4,2,2,4,1,3,3,3,2,3,4,scikit-learn__scikit-learn-12682,4,4,2,3,3,4,4,4
3,5,2,2,2,1,1,4,5,5,2,1,5,1,2,2,1,1,1,2,django__django-11133,5,5,2,2,1,4,3,4
3,5,2,2,2,1,1,4,4,5,1,1,5,1,2,3,2,3,1,2,django__django-11099,4,5,2,2,1,4,3,4
1,4,4,3,3,3,0,4,5,4,4,3,5,1,3,4,4,4,4,4,pylint-dev__pylint-4551,4,4,2,2,2,4,3,3
2,5,3,2,2,2,1,4,4,4,2,1,4,1,2,4,2,3,2,3,sphinx-doc__sphinx-8721,4,4,2,2,2,4,3,3
2,5,4,3,4,2,0,5,5,5,2,1,5,1,2,2,2,2,2,3,sympy__sympy-16792,4,4,2,2,2,3,3,4
2,5,3,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,1,2,sympy__sympy-18763,4,5,2,2,1,4,2,4
2,4,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,2,3,django__django-12965,4,5,4,3,2,4,3,4
3,5,4,2,2,2,1,4,3,4,2,2,4,1,2,3,2,2,2,3,django__django-15127,4,5,2,2,1,4,3,4
3,5,2,2,2,2,1,4,5,5,1,1,5,1,2,2,3,1,1,2,matplotlib__matplotlib-26342,4,5,3,3,4,4,4,5
1,4,4,4,4,3,0,4,5,5,3,2,5,1,3,3,2,3,2,3,sympy__sympy-23413,4,4,3,2,1,4,3,4
3,5,4,4,4,4,0,4,5,5,4,3,5,1,3,4,3,3,4,4,django__django-15629,4,4,3,3,2,4,3,5
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,4,3,3,2,3,pydata__xarray-7233,4,5,2,2,2,4,3,2
3,5,3,2,2,2,1,5,5,4,2,1,5,1,3,3,2,2,2,3,astropy__astropy-14508,4,5,3,3,3,4,4,4
2,4,4,3,3,2,1,4,5,5,2,2,5,1,3,3,2,2,2,3,django__django-15916,4,5,2,2,2,4,3,4
3,5,4,3,3,3,1,4,3,5,3,3,4,1,3,4,3,3,3,4,matplotlib__matplotlib-25775,4,4,3,3,3,4,4,4
3,4,3,3,3,2,1,4,4,4,2,1,4,1,3,3,4,3,2,3,django__django-14311,5,5,2,2,1,4,3,4
3,5,2,2,2,2,1,4,5,5,2,1,5,1,3,2,1,1,2,2,sphinx-doc__sphinx-9281,4,4,3,2,1,4,4,3
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,2,1,1,2,pydata__xarray-3677,4,5,2,2,2,4,3,3
3,4,4,2,3,2,1,4,5,5,2,1,5,1,2,2,2,2,1,3,sympy__sympy-19040,4,5,3,2,1,4,3,4
1,4,4,4,4,4,0,4,3,4,4,2,4,1,3,4,3,3,3,4,django__django-13315,4,4,3,2,2,4,3,4
3,4,4,4,3,3,0,4,5,5,4,2,5,1,4,3,2,3,4,4,sympy__sympy-15599,4,5,2,2,1,4,2,3
3,5,3,2,2,2,1,4,3,5,1,1,5,1,3,2,2,1,1,3,pytest-dev__pytest-7982,5,5,3,2,1,4,3,3
3,5,3,2,2,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,django__django-11451,5,5,2,2,1,4,3,5
3,5,4,3,3,2,1,4,5,5,2,1,5,1,3,4,3,4,2,2,sympy__sympy-15976,4,5,2,2,1,4,3,3
2,4,5,4,4,4,0,5,5,4,4,2,5,0,3,4,3,3,4,4,django__django-15957,4,4,4,2,2,4,3,4
2,4,4,3,3,2,1,4,3,4,2,1,4,1,3,2,2,1,2,3,django__django-12050,5,5,3,2,1,4,3,4
2,5,4,4,4,3,0,5,5,5,4,2,5,0,3,3,3,2,2,4,django__django-15280,4,4,4,2,2,5,3,4
1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,2,3,3,4,pytest-dev__pytest-7490,4,4,3,2,1,5,3,3
2,4,4,3,3,2,1,5,5,4,2,2,5,1,2,4,2,4,2,3,django__django-13568,4,5,2,2,2,4,3,4
2,4,4,3,4,2,1,4,3,4,3,2,4,1,2,3,2,2,2,3,django__django-11555,4,4,4,2,2,5,3,5
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-13135,4,5,2,2,2,4,3,3
3,5,4,4,4,3,1,4,5,5,2,2,5,1,3,3,3,4,3,3,django__django-13513,5,5,2,2,1,4,3,4
1,4,4,4,4,3,0,5,5,4,4,2,5,1,3,4,3,4,3,4,django__django-10554,4,4,4,2,2,4,2,4
3,5,3,2,3,2,1,5,5,5,1,1,5,1,2,3,1,2,2,2,pydata__xarray-4075,5,5,3,2,1,4,3,3
2,5,4,2,2,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,matplotlib__matplotlib-24627,4,5,3,3,3,4,4,5
3,5,4,4,3,3,1,4,5,5,2,2,5,1,3,4,3,3,3,3,django__django-13401,4,5,3,2,2,4,3,4
3,4,5,4,4,4,1,5,5,4,4,2,5,1,3,4,3,4,4,4,astropy__astropy-13977,4,5,3,3,3,4,4,4
3,5,3,2,2,2,1,3,3,4,2,2,4,1,2,3,2,2,2,2,django__django-11095,4,5,2,2,1,4,3,4
2,4,3,2,2,2,1,3,3,4,2,1,4,1,2,2,2,2,2,3,django__django-12713,4,5,2,2,1,4,3,4
2,4,4,3,2,2,1,4,5,4,2,2,5,1,2,3,2,3,2,3,django__django-13417,4,4,2,2,2,4,3,4
3,4,4,3,4,2,0,4,5,5,3,2,5,1,3,3,2,3,2,3,sympy__sympy-13031,4,5,3,2,1,4,2,4
2,5,3,2,2,2,1,5,5,5,1,1,5,1,3,2,2,2,1,3,sympy__sympy-15809,4,5,2,2,1,4,2,3
3,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,2,3,3,4,sympy__sympy-13877,4,5,3,2,2,4,2,4
3,5,4,3,3,2,1,4,4,5,2,2,5,1,2,3,2,3,2,3,django__django-13786,4,5,2,2,2,4,3,4
2,4,2,2,2,2,1,4,5,4,2,1,4,1,2,3,2,2,1,2,django__django-16642,4,5,2,2,1,4,3,4
3,5,3,2,3,2,1,5,5,5,1,1,5,1,2,3,2,2,1,2,pytest-dev__pytest-6202,5,5,3,2,1,5,3,2
2,4,4,4,4,3,0,4,5,5,4,3,4,1,3,2,2,2,4,4,django__django-11885,4,4,4,2,2,4,3,4
1,4,4,3,4,3,0,4,3,4,3,2,4,1,3,3,2,2,3,4,sphinx-doc__sphinx-7748,4,5,2,2,2,4,3,3
3,5,3,2,3,2,1,5,5,4,2,2,5,1,2,2,3,3,2,3,matplotlib__matplotlib-24149,4,5,3,2,3,4,4,4
2,4,3,2,2,2,1,5,4,4,2,2,4,1,2,3,2,2,1,3,django__django-15741,4,5,2,2,1,4,3,5
2,4,4,3,3,2,1,4,3,4,2,2,4,1,3,3,3,2,2,3,django__django-14500,4,5,2,2,2,4,2,4
2,4,4,4,4,3,0,4,5,4,4,3,5,0,3,4,3,3,3,4,scikit-learn__scikit-learn-25102,4,4,4,3,3,4,4,4
1,4,4,4,3,3,1,5,5,4,4,3,5,1,3,4,2,4,3,4,sympy__sympy-20438,4,4,3,2,1,4,3,4
3,5,2,2,1,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,sympy__sympy-16766,4,5,2,2,1,4,2,4
3,4,3,2,2,2,1,4,4,4,2,2,4,1,2,4,1,3,1,2,django__django-13512,4,4,3,2,1,4,2,4
1,5,3,3,2,2,1,5,5,5,2,2,5,1,3,3,2,3,2,3,astropy__astropy-7606,5,5,2,3,3,4,4,4
2,4,4,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,2,sympy__sympy-14976,4,5,2,2,2,4,3,3
3,5,4,2,3,2,1,5,5,4,2,2,5,1,2,4,2,3,1,3,django__django-14238,4,5,4,2,2,4,3,4
3,5,2,2,2,1,1,4,3,4,2,1,5,1,4,2,1,1,1,2,django__django-10914,4,4,3,2,1,4,3,4
3,5,3,2,2,2,1,4,3,5,2,1,4,1,2,4,2,3,2,3,django__django-14404,4,5,2,2,2,4,3,4
3,4,4,3,3,2,1,4,4,4,3,2,5,1,3,2,1,2,1,2,psf__requests-6028,4,4,3,2,1,4,3,2
3,5,4,3,4,3,0,5,5,4,4,2,5,1,3,2,2,2,2,3,django__django-13569,4,5,4,2,1,4,3,4
2,5,2,2,2,1,1,4,4,5,2,1,5,1,2,2,2,3,1,2,pylint-dev__pylint-4970,4,5,2,2,2,4,3,3
3,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,2,3,3,4,matplotlib__matplotlib-24870,4,4,2,4,3,4,4,4
1,4,4,3,4,2,1,5,5,4,4,2,5,1,3,3,2,2,2,3,matplotlib__matplotlib-25332,4,5,3,3,3,5,4,5
2,5,3,2,2,2,1,4,5,5,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-8595,5,5,2,2,1,4,3,3
3,5,3,2,2,2,1,4,3,5,1,1,4,1,3,4,2,2,2,2,scikit-learn__scikit-learn-12973,4,5,2,2,2,4,3,3
3,5,3,2,3,2,1,4,5,5,1,1,5,1,2,3,2,2,1,2,django__django-17087,4,5,3,3,2,4,4,5
2,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,2,2,3,4,django__django-14351,4,4,4,2,2,5,3,4
1,4,4,3,3,2,1,5,5,4,3,2,5,1,2,2,2,2,2,3,sympy__sympy-19954,4,5,2,2,2,3,2,3
2,4,3,2,2,2,1,4,3,4,2,2,4,1,3,4,4,4,2,4,django__django-16100,4,5,2,2,2,4,3,4
3,5,3,2,2,2,1,4,3,4,1,1,4,1,1,3,2,2,1,2,django__django-12143,5,5,2,2,1,4,3,4
3,4,4,4,4,3,0,5,5,4,3,2,5,1,3,4,2,4,2,3,django__django-16950,4,4,3,2,2,4,3,4
2,5,3,3,3,2,1,5,5,5,2,1,5,1,2,2,2,2,1,2,sphinx-doc__sphinx-10323,4,5,2,2,2,4,3,3
3,4,2,2,2,2,1,5,4,4,2,2,5,1,3,3,2,3,2,3,django__django-12155,5,5,2,2,1,4,3,4
2,4,3,2,2,2,1,4,4,5,2,1,4,1,3,2,2,2,2,2,django__django-16116,4,5,2,2,2,4,2,4
3,5,3,2,3,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,django__django-13590,5,5,3,2,1,4,4,4
3,5,3,2,2,2,1,4,4,5,2,1,4,1,1,2,2,2,1,2,django__django-17029,5,5,2,2,1,4,3,4
2,4,4,4,4,3,0,5,5,5,3,2,5,1,3,4,2,3,3,4,sympy__sympy-22080,4,5,3,2,1,4,3,4
1,4,4,3,3,2,1,5,4,4,2,2,5,1,3,2,2,2,2,3,django__django-15278,4,5,3,2,2,4,2,5
2,5,3,3,3,2,1,5,5,5,2,2,5,1,2,4,3,4,2,3,django__django-16454,4,5,3,2,2,4,2,5
2,5,3,2,3,2,1,4,3,5,2,2,4,1,2,3,2,2,2,3,django__django-13343,4,5,2,2,2,4,3,4
3,5,3,2,2,2,1,5,5,4,2,2,5,1,2,4,3,3,2,3,django__django-16136,4,5,2,2,1,4,3,4
1,4,4,3,4,2,0,4,5,4,4,2,5,1,3,2,2,2,2,3,django__django-13158,4,4,2,2,1,4,3,4
3,4,3,3,3,2,1,5,5,4,2,2,5,1,3,4,2,4,2,3,pylint-dev__pylint-8898,4,5,3,2,1,4,3,4
1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,2,3,2,2,3,sympy__sympy-24066,4,5,2,2,1,4,2,3
3,5,4,2,3,2,1,5,5,4,2,1,5,1,1,4,2,3,1,2,django__django-14672,5,5,2,2,2,4,3,4
3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-23824,5,5,2,2,1,4,2,4
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,3,3,2,1,3,django__django-13363,5,5,2,2,1,4,3,4
3,5,3,2,2,2,1,5,5,5,2,2,5,1,2,2,2,1,2,3,scikit-learn__scikit-learn-14983,4,5,2,2,2,4,4,3
1,4,4,4,4,3,0,5,5,4,3,3,4,1,3,4,3,4,4,4,sphinx-doc__sphinx-7590,4,5,2,2,2,4,3,3
3,5,4,3,3,2,1,4,5,4,4,3,5,1,3,2,1,2,3,4,matplotlib__matplotlib-14623,4,5,3,3,3,4,4,4
3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,3,3,2,1,2,django__django-16527,4,5,2,2,1,4,3,4
3,5,4,4,4,3,1,5,5,4,4,2,5,0,3,3,2,2,3,4,django__django-16032,4,4,3,2,2,4,3,4
3,5,3,2,3,2,1,4,5,5,2,1,5,1,3,2,2,2,2,3,pydata__xarray-2905,4,5,3,2,1,4,3,3
1,4,4,3,4,2,0,5,4,4,3,2,5,1,2,3,3,2,2,3,django__django-12708,4,5,3,2,2,4,3,4
2,4,4,4,4,3,1,4,5,4,2,2,5,1,3,4,3,4,2,4,django__django-15022,4,5,3,2,2,4,3,4
3,5,2,2,1,1,1,5,5,4,1,1,5,1,2,3,2,2,1,2,sympy__sympy-17655,4,5,2,2,1,4,2,3
2,5,2,2,1,1,1,4,5,5,1,1,5,1,1,2,1,2,1,2,sphinx-doc__sphinx-9367,5,5,2,2,1,4,3,3
3,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,1,2,pylint-dev__pylint-7080,4,4,3,2,2,4,3,4
2,4,3,3,2,2,1,4,3,4,2,2,4,1,3,3,2,2,3,3,astropy__astropy-8707,4,5,2,3,2,4,4,4
2,4,4,4,4,3,0,5,5,4,4,3,5,0,3,2,2,2,3,4,django__django-11734,4,4,4,2,2,4,3,4
3,4,4,3,2,2,1,4,5,4,2,2,5,1,3,2,2,1,2,3,pydata__xarray-4687,4,5,3,2,1,4,4,3
3,5,2,2,2,2,1,5,5,4,2,1,5,1,3,2,2,2,2,2,astropy__astropy-7671,4,5,2,2,2,4,4,4
3,5,3,3,2,3,1,4,4,5,2,3,5,1,4,5,2,4,2,4,django__django-11276,4,5,3,2,1,4,3,4
2,5,2,2,1,1,1,4,4,5,1,1,4,1,2,2,2,2,1,2,pallets__flask-5014,5,5,1,2,1,4,2,2
3,5,4,3,3,2,1,4,3,4,2,2,4,1,2,2,2,2,2,3,django__django-11333,5,5,2,2,1,4,2,4
2,4,4,3,4,3,0,5,5,5,3,2,5,0,3,3,3,3,1,4,django__django-11299,4,4,3,2,2,4,3,4
1,4,4,2,2,2,1,3,4,5,2,2,5,1,2,2,2,1,2,2,django__django-16819,4,4,3,2,1,4,3,5
3,5,2,2,2,1,1,5,5,5,1,1,5,1,1,2,1,2,1,2,pydata__xarray-4629,5,5,2,2,1,4,3,2
1,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,3,3,2,3,django__django-11149,4,4,3,2,2,5,3,4
3,5,4,3,3,3,1,4,5,5,3,2,5,1,3,4,3,4,2,3,django__django-14170,4,5,3,2,2,4,3,5
2,5,3,2,3,2,1,5,5,5,3,1,5,1,3,3,2,3,1,3,pytest-dev__pytest-7521,4,5,3,2,2,5,3,3
3,4,3,2,2,2,1,5,3,4,2,1,4,1,1,3,2,3,2,2,django__django-13089,4,5,2,2,1,4,3,5
3,5,4,3,4,2,1,4,3,5,2,2,5,1,2,3,3,3,2,3,django__django-13820,5,5,2,2,1,4,3,4
3,5,4,3,3,2,1,4,5,4,2,2,5,1,3,4,3,4,3,4,django__django-13344,4,4,3,2,2,4,2,4
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-10908,4,5,2,3,3,4,4,4
2,5,4,3,2,3,1,4,3,5,2,3,4,1,3,4,3,4,3,4,django__django-11400,4,5,2,2,2,4,3,4
1,4,4,4,4,3,0,5,5,4,4,2,5,1,3,4,2,4,3,4,django__django-13128,4,4,3,2,2,4,3,4
3,4,4,3,4,2,1,5,5,4,3,2,5,1,3,2,2,2,2,3,django__django-15382,4,4,4,2,2,5,2,5
3,5,4,4,4,3,1,4,4,4,2,2,4,1,4,4,3,3,4,4,sympy__sympy-12489,4,5,4,2,1,3,2,4
3,5,3,3,2,2,1,4,5,4,2,1,5,1,3,3,2,2,2,3,astropy__astropy-8872,4,5,3,3,3,4,4,4
3,5,2,2,2,2,1,5,5,4,1,1,5,1,2,3,2,2,2,2,astropy__astropy-14365,5,5,2,3,2,4,4,4
2,4,3,2,2,2,1,4,3,5,2,2,4,1,3,2,2,2,2,3,django__django-11292,4,5,3,2,1,4,3,4
3,5,4,2,2,2,1,5,5,5,2,2,5,1,3,3,2,2,2,3,sympy__sympy-18211,4,4,2,2,2,4,3,4
3,5,4,3,4,2,0,5,5,4,2,2,5,1,2,2,2,2,2,3,django__django-15814,4,5,4,2,2,4,3,4
2,4,4,3,3,3,1,4,5,5,3,2,5,1,3,4,2,3,2,3,django__django-12406,4,5,3,2,1,5,3,4
3,4,5,4,4,4,0,4,5,5,5,4,5,0,4,4,4,3,4,5,astropy__astropy-13398,4,4,3,3,2,4,4,4
3,5,3,2,2,2,1,5,5,4,2,1,5,1,3,2,1,2,1,2,sympy__sympy-23950,4,5,3,2,1,3,3,4
1,5,4,3,4,2,0,4,5,4,4,2,5,1,3,2,2,2,2,3,sphinx-doc__sphinx-9229,4,4,3,2,2,4,4,3
2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,psf__requests-5414,4,5,2,2,1,4,3,2
2,4,3,2,2,2,1,4,4,4,2,1,5,1,3,2,1,2,2,2,psf__requests-1142,5,5,2,2,1,3,2,2
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,2,3,3,sphinx-doc__sphinx-9602,4,4,3,2,2,4,4,4
3,4,4,3,3,3,1,4,4,4,2,2,5,1,3,4,3,3,2,3,matplotlib__matplotlib-25122,4,5,2,2,2,4,4,4
2,5,4,3,3,2,1,5,5,5,3,2,5,1,3,3,2,2,2,3,django__django-14053,4,5,3,2,2,4,3,4
3,5,3,2,3,2,1,4,4,5,2,1,4,1,2,2,1,1,1,2,django__django-12304,4,5,2,2,1,4,3,4
3,4,4,4,4,3,0,5,5,4,4,2,5,0,3,2,3,2,3,4,django__django-12754,4,4,3,2,2,4,2,4
2,5,3,2,3,2,1,5,5,4,2,1,5,1,2,3,2,2,1,2,sphinx-doc__sphinx-7889,4,4,2,2,2,4,4,3
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,3,1,3,2,2,django__django-11206,4,5,2,2,1,4,2,4
1,5,4,3,3,2,1,5,5,5,4,2,5,1,2,3,4,2,2,3,sphinx-doc__sphinx-8551,4,4,3,2,2,4,3,4
3,5,4,2,3,2,1,5,4,4,2,1,5,1,2,2,2,2,2,3,django__django-13112,4,4,4,2,2,5,2,5
3,5,2,2,2,1,1,5,5,5,1,1,5,1,2,3,2,2,1,2,sympy__sympy-24539,5,5,2,2,1,4,2,4
3,5,2,2,2,2,1,5,4,4,1,1,5,1,1,2,2,3,1,2,django__django-16255,4,5,2,2,2,4,2,5
3,5,4,3,3,2,1,5,5,5,2,1,5,1,3,4,2,4,1,3,django__django-14792,4,5,3,3,2,4,4,4
3,5,3,2,2,2,1,4,5,5,2,2,5,1,2,2,2,1,2,3,matplotlib__matplotlib-24637,4,5,2,3,3,4,4,4
3,5,4,3,4,2,1,5,5,5,2,1,5,1,3,4,2,3,2,3,pydata__xarray-4966,4,5,2,2,1,4,4,2
2,4,4,3,3,2,1,5,5,4,3,1,5,1,2,2,3,2,1,3,pydata__xarray-6721,4,5,2,2,1,4,4,3
3,5,4,2,2,2,1,5,4,4,2,2,5,1,2,3,3,3,2,3,django__django-13807,4,5,2,2,2,4,3,4
3,5,3,3,2,2,1,4,5,4,2,2,5,1,2,3,3,2,2,3,matplotlib__matplotlib-26466,4,5,2,3,3,4,4,4
3,5,3,2,3,2,1,5,5,4,1,1,5,1,2,2,1,1,1,2,matplotlib__matplotlib-20859,5,5,2,2,1,4,4,4
2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,4,3,1,2,sphinx-doc__sphinx-8269,4,5,2,2,2,4,3,3
2,5,2,2,2,2,1,5,5,4,2,1,5,1,2,2,2,2,2,2,astropy__astropy-13033,4,4,2,3,2,4,4,4
2,4,4,4,4,4,0,4,5,4,4,3,5,0,3,4,3,3,4,4,django__django-16263,4,4,4,2,2,4,3,5
3,5,3,2,2,2,1,4,4,5,2,1,4,1,3,2,1,2,1,2,django__django-11119,5,5,2,2,1,4,3,5
3,5,4,2,3,2,1,4,5,5,2,1,5,1,2,2,2,2,2,3,pydata__xarray-7393,4,5,3,2,1,4,3,2
2,4,4,3,3,2,1,4,5,4,2,2,5,1,3,3,2,2,2,3,mwaskom__seaborn-3187,4,4,3,2,2,4,3,2
3,5,2,2,2,2,1,5,5,5,1,1,5,1,2,2,2,2,1,2,pytest-dev__pytest-5262,4,5,2,2,1,5,3,2
1,5,3,2,2,2,1,4,5,5,2,1,5,1,2,4,2,3,2,3,pytest-dev__pytest-7571,4,5,2,2,2,4,3,2
2,5,4,4,4,3,0,5,5,4,4,2,5,1,3,4,2,4,3,3,astropy__astropy-14369,4,5,3,2,2,4,4,3
3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,3,3,3,1,2,sphinx-doc__sphinx-8475,5,5,2,2,2,4,3,3
